phase,run_phase,pair_id,triplet_id,target_dataset,hparam_id,seed,transfer_mode,freeze_policy,loaded_tensors,init_changed_tensors,train_changed_tensors,trainable_loaded_tensors,prefix_resolution,test_mrr20,baseline_test_mrr20,gain_vs_native,result_path
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_5_feature_encoder_router_init_s3,beauty_to_retail_rocket,,retail_rocket,shared_5,3,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.3707,0.3714,-0.0007000000000000339,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_5_feature_encoder_router_init_s3_20260504_055453_905397_pid424860.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_5_feature_encoder_a12_router_init_s3,beauty_to_retail_rocket,,retail_rocket,shared_5,3,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.3707,0.3714,-0.0007000000000000339,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_5_feature_encoder_a12_router_init_s_20260504_055544_319817_pid424934.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_5_full_model_init_s3,beauty_to_retail_rocket,,retail_rocket,shared_5,3,full_model_init,no_freeze,198,158,125,198,,0.3734,0.3714,0.0020000000000000018,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_5_full_model_init_s3_20260504_055919_458411_pid425081.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_5_full_except_feature_router_init_s3,beauty_to_retail_rocket,,retail_rocket,shared_5,3,full_except_feature_router_init,no_freeze,96,83,77,96,,0.3729,0.3714,0.0015000000000000013,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_5_full_except_feature_router_init_s_20260504_060634_656858_pid425379.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_feature_encoder_init_s1,beauty_to_retail_rocket,,retail_rocket,shared_6,1,feature_encoder_init,no_freeze,30,27,24,30,configured,0.3677,0.3689,-0.0011999999999999789,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_feature_encoder_init_s1_20260504_060854_918588_pid425489.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_group_router_init_s1,beauty_to_retail_rocket,,retail_rocket,shared_6,1,group_router_init,no_freeze,24,24,24,24,configured,0.3691,0.3689,0.00019999999999997797,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_group_router_init_s1_20260504_061000_096310_pid425571.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_feature_encoder_group_router_init_s1,beauty_to_retail_rocket,,retail_rocket,shared_6,1,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.3677,0.3689,-0.0011999999999999789,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_feature_encoder_group_router_init_20260504_061225_498015_pid425713.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_all_router_init_s1,beauty_to_retail_rocket,,retail_rocket,shared_6,1,all_router_init,no_freeze,72,48,24,72,configured,0.3691,0.3689,0.00019999999999997797,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_all_router_init_s1_20260504_061930_720392_pid425981.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_feature_encoder_router_init_s1,beauty_to_retail_rocket,,retail_rocket,shared_6,1,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.3677,0.3689,-0.0011999999999999789,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_feature_encoder_router_init_s1_20260504_062330_966798_pid426153.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_feature_encoder_a12_router_init_s1,beauty_to_retail_rocket,,retail_rocket,shared_6,1,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.3677,0.3689,-0.0011999999999999789,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_feature_encoder_a12_router_init_s_20260504_062821_127905_pid426368.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_full_model_init_s1,beauty_to_retail_rocket,,retail_rocket,shared_6,1,full_model_init,no_freeze,198,158,125,198,,0.3736,0.3689,0.004699999999999982,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_full_model_init_s1_20260504_063416_767430_pid426625.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_full_except_feature_router_init_s1,beauty_to_retail_rocket,,retail_rocket,shared_6,1,full_except_feature_router_init,no_freeze,96,83,77,96,,0.3701,0.3689,0.0011999999999999789,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_full_except_feature_router_init_s_20260504_063711_635788_pid426753.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_feature_encoder_init_s2,beauty_to_retail_rocket,,retail_rocket,shared_6,2,feature_encoder_init,no_freeze,30,27,24,30,configured,0.3693,0.3708,-0.0015000000000000013,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_feature_encoder_init_s2_20260504_063822_073145_pid426848.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_group_router_init_s2,beauty_to_retail_rocket,,retail_rocket,shared_6,2,group_router_init,no_freeze,24,24,24,24,configured,0.3703,0.3708,-0.0005000000000000004,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_group_router_init_s2_20260504_064306_979518_pid427022.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_feature_encoder_group_router_init_s2,beauty_to_retail_rocket,,retail_rocket,shared_6,2,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.3688,0.3708,-0.0020000000000000018,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_feature_encoder_group_router_init_20260504_064747_243760_pid427224.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_all_router_init_s2,beauty_to_retail_rocket,,retail_rocket,shared_6,2,all_router_init,no_freeze,72,48,24,72,configured,0.3703,0.3708,-0.0005000000000000004,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_all_router_init_s2_20260504_065137_618186_pid427398.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_feature_encoder_router_init_s2,beauty_to_retail_rocket,,retail_rocket,shared_6,2,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.3688,0.3708,-0.0020000000000000018,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_feature_encoder_router_init_s2_20260504_065322_734909_pid427508.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_feature_encoder_a12_router_init_s2,beauty_to_retail_rocket,,retail_rocket,shared_6,2,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.3688,0.3708,-0.0020000000000000018,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_feature_encoder_a12_router_init_s_20260504_065712_858356_pid427667.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_full_model_init_s2,beauty_to_retail_rocket,,retail_rocket,shared_6,2,full_model_init,no_freeze,198,158,125,198,,0.37,0.3708,-0.0008000000000000229,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_full_model_init_s2_20260504_070318_338647_pid427916.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_full_except_feature_router_init_s2,beauty_to_retail_rocket,,retail_rocket,shared_6,2,full_except_feature_router_init,no_freeze,96,83,77,96,,0.372,0.3708,0.0011999999999999789,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_full_except_feature_router_init_s_20260504_070539_203305_pid428027.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_feature_encoder_init_s3,beauty_to_retail_rocket,,retail_rocket,shared_6,3,feature_encoder_init,no_freeze,30,27,24,30,configured,0.3721,0.3727,-0.0005999999999999894,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_feature_encoder_init_s3_20260504_070823_496390_pid428169.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_group_router_init_s3,beauty_to_retail_rocket,,retail_rocket,shared_6,3,group_router_init,no_freeze,24,24,24,24,configured,0.372,0.3727,-0.0006999999999999784,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_group_router_init_s3_20260504_071223_686463_pid428343.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_feature_encoder_group_router_init_s3,beauty_to_retail_rocket,,retail_rocket,shared_6,3,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.3703,0.3727,-0.0023999999999999577,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_feature_encoder_group_router_init_20260504_071824_220743_pid428580.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_all_router_init_s3,beauty_to_retail_rocket,,retail_rocket,shared_6,3,all_router_init,no_freeze,72,48,24,72,configured,0.372,0.3727,-0.0006999999999999784,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_all_router_init_s3_20260504_072049_317996_pid428690.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_feature_encoder_router_init_s3,beauty_to_retail_rocket,,retail_rocket,shared_6,3,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.3703,0.3727,-0.0023999999999999577,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_feature_encoder_router_init_s3_20260504_072239_513270_pid428802.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_feature_encoder_a12_router_init_s3,beauty_to_retail_rocket,,retail_rocket,shared_6,3,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.3703,0.3727,-0.0023999999999999577,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_feature_encoder_a12_router_init_s_20260504_072629_665965_pid428974.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_full_model_init_s3,beauty_to_retail_rocket,,retail_rocket,shared_6,3,full_model_init,no_freeze,198,158,125,198,,0.3727,0.3727,0.0,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_full_model_init_s3_20260504_073250_067051_pid429208.json
init,AI502_P1_INIT_beauty_to_retail_rocket_shared_6_full_except_feature_router_init_s3,beauty_to_retail_rocket,,retail_rocket,shared_6,3,full_except_feature_router_init,no_freeze,96,83,77,96,,0.374,0.3727,0.0013000000000000234,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/retail_rocket_FeaturedMoE_N3_ai502_p1_init_beauty_to_retail_rocket_shared_6_full_except_feature_router_init_s_20260504_073525_235614_pid429350.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_feature_encoder_init_s1,retail_rocket_to_beauty,,beauty,shared_3,1,feature_encoder_init,no_freeze,30,27,24,30,configured,0.0735,0.0697,0.003799999999999998,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_feature_encoder_init_s1_20260504_073650_133555_pid429433.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_group_router_init_s1,retail_rocket_to_beauty,,beauty,shared_3,1,group_router_init,no_freeze,24,24,24,24,configured,0.07,0.0697,0.0003000000000000086,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_group_router_init_s1_20260504_073855_216614_pid429543.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_feature_encoder_group_router_init_s1,retail_rocket_to_beauty,,beauty,shared_3,1,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.0733,0.0697,0.003600000000000006,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_feature_encoder_group_router_init_20260504_074045_363213_pid429656.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_all_router_init_s1,retail_rocket_to_beauty,,beauty,shared_3,1,all_router_init,no_freeze,72,48,24,72,configured,0.07,0.0697,0.0003000000000000086,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_all_router_init_s1_20260504_074055_729144_pid429705.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_feature_encoder_router_init_s1,retail_rocket_to_beauty,,beauty,shared_3,1,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.0733,0.0697,0.003600000000000006,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_feature_encoder_router_init_s1_20260504_074245_300885_pid429818.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_feature_encoder_a12_router_init_s1,retail_rocket_to_beauty,,beauty,shared_3,1,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.0733,0.0697,0.003600000000000006,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_feature_encoder_a12_router_init_s_20260504_074250_511036_pid429844.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_full_model_init_s1,retail_rocket_to_beauty,,beauty,shared_3,1,full_model_init,no_freeze,198,158,125,198,,0.0633,0.0697,-0.006400000000000003,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_full_model_init_s1_20260504_074445_444439_pid429978.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_full_except_feature_router_init_s1,retail_rocket_to_beauty,,beauty,shared_3,1,full_except_feature_router_init,no_freeze,96,83,77,96,,0.0605,0.0697,-0.0092,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_full_except_feature_router_init_s_20260504_074455_842846_pid430028.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_feature_encoder_init_s2,retail_rocket_to_beauty,,beauty,shared_3,2,feature_encoder_init,no_freeze,30,27,24,30,configured,0.088,0.073,0.015,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_feature_encoder_init_s2_20260504_074625_705844_pid430141.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_group_router_init_s2,retail_rocket_to_beauty,,beauty,shared_3,2,group_router_init,no_freeze,24,24,24,24,configured,0.0795,0.073,0.006500000000000006,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_group_router_init_s2_20260504_074635_776870_pid430190.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_feature_encoder_group_router_init_s2,retail_rocket_to_beauty,,beauty,shared_3,2,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.0729,0.073,-9.999999999998899e-05,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_feature_encoder_group_router_init_20260504_074701_056035_pid430239.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_all_router_init_s2,retail_rocket_to_beauty,,beauty,shared_3,2,all_router_init,no_freeze,72,48,24,72,configured,0.0795,0.073,0.006500000000000006,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_all_router_init_s2_20260504_074830_757749_pid430353.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_feature_encoder_router_init_s2,retail_rocket_to_beauty,,beauty,shared_3,2,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.0729,0.073,-9.999999999998899e-05,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_feature_encoder_router_init_s2_20260504_074840_852903_pid430402.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_feature_encoder_a12_router_init_s2,retail_rocket_to_beauty,,beauty,shared_3,2,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.0729,0.073,-9.999999999998899e-05,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_feature_encoder_a12_router_init_s_20260504_074926_120422_pid430482.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_full_model_init_s2,retail_rocket_to_beauty,,beauty,shared_3,2,full_model_init,no_freeze,198,158,125,198,,0.0619,0.073,-0.011099999999999999,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_full_model_init_s2_20260504_074936_079322_pid430531.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_full_except_feature_router_init_s2,retail_rocket_to_beauty,,beauty,shared_3,2,full_except_feature_router_init,no_freeze,96,83,77,96,,0.0534,0.073,-0.019599999999999992,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_full_except_feature_router_init_s_20260504_075021_088996_pid430611.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_feature_encoder_init_s3,retail_rocket_to_beauty,,beauty,shared_3,3,feature_encoder_init,no_freeze,30,27,24,30,configured,0.0766,0.072,0.004600000000000007,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_feature_encoder_init_s3_20260504_075051_011553_pid430662.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_group_router_init_s3,retail_rocket_to_beauty,,beauty,shared_3,3,group_router_init,no_freeze,24,24,24,24,configured,0.0519,0.072,-0.020099999999999993,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_group_router_init_s3_20260504_075056_151846_pid430689.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_feature_encoder_group_router_init_s3,retail_rocket_to_beauty,,beauty,shared_3,3,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.0719,0.072,-9.999999999998899e-05,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_feature_encoder_group_router_init_20260504_075146_290942_pid430794.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_all_router_init_s3,retail_rocket_to_beauty,,beauty,shared_3,3,all_router_init,no_freeze,72,48,24,72,configured,0.0519,0.072,-0.020099999999999993,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_all_router_init_s3_20260504_075146_392482_pid430795.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_feature_encoder_router_init_s3,retail_rocket_to_beauty,,beauty,shared_3,3,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.0719,0.072,-9.999999999998899e-05,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_feature_encoder_router_init_s3_20260504_075201_950869_pid430878.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_feature_encoder_a12_router_init_s3,retail_rocket_to_beauty,,beauty,shared_3,3,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.0719,0.072,-9.999999999998899e-05,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_feature_encoder_a12_router_init_s_20260504_075251_175234_pid430959.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_full_model_init_s3,retail_rocket_to_beauty,,beauty,shared_3,3,full_model_init,no_freeze,198,158,125,198,,0.0548,0.072,-0.017199999999999993,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_full_model_init_s3_20260504_075251_403117_pid430960.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_3_full_except_feature_router_init_s3,retail_rocket_to_beauty,,beauty,shared_3,3,full_except_feature_router_init,no_freeze,96,83,77,96,,0.0527,0.072,-0.019299999999999998,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_3_full_except_feature_router_init_s_20260504_075401_589606_pid431075.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_4_feature_encoder_init_s1,retail_rocket_to_beauty,,beauty,shared_4,1,feature_encoder_init,no_freeze,30,27,24,30,configured,0.0585,0.0603,-0.001799999999999996,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_4_feature_encoder_init_s1_20260504_075422_122989_pid431156.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_4_group_router_init_s1,retail_rocket_to_beauty,,beauty,shared_4,1,group_router_init,no_freeze,24,24,24,24,configured,0.0678,0.0603,0.0075,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_4_group_router_init_s1_20260504_075426_348906_pid431181.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_4_feature_encoder_group_router_init_s1,retail_rocket_to_beauty,,beauty,shared_4,1,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.0574,0.0603,-0.0029,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_4_feature_encoder_group_router_init_20260504_075506_402551_pid431255.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_4_all_router_init_s1,retail_rocket_to_beauty,,beauty,shared_4,1,all_router_init,no_freeze,72,48,24,72,configured,0.0678,0.0603,0.0075,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_4_all_router_init_s1_20260504_075531_610597_pid431335.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_4_feature_encoder_router_init_s1,retail_rocket_to_beauty,,beauty,shared_4,1,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.0574,0.0603,-0.0029,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_4_feature_encoder_router_init_s1_20260504_075606_781837_pid431386.json
init,AI502_P1_INIT_retail_rocket_to_beauty_shared_4_feature_encoder_a12_router_init_s1,retail_rocket_to_beauty,,beauty,shared_4,1,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.0574,0.0603,-0.0029,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/beauty_FeaturedMoE_N3_ai502_p1_init_retail_rocket_to_beauty_shared_4_feature_encoder_a12_router_init_s_20260504_075606_932241_pid431387.json
