avg_epoch_time_sec,early_stopped,epochs_run,mrr@20,status,test_hr@10,test_inference_time_sec,test_mrr@20,trial
7.417875051498413,True,21,0.0179,ok,0.2945,0.1194303035736084,0.2342,1
7.311049171856472,True,14,0.0176,ok,0.3102,0.11620163917541504,0.2667,2
7.429699099582175,True,23,0.0177,ok,0.318,0.11800217628479004,0.2603,3
7.4182277036749795,True,23,0.0168,ok,0.3046,0.11248898506164551,0.2601,4
7.318559283301944,True,21,0.0176,ok,0.2945,0.11322832107543945,0.2334,5
7.394454737504323,True,24,0.0182,ok,0.3225,0.11395692825317383,0.2687,6
7.384254285267422,True,21,0.0179,ok,0.2878,0.11351251602172852,0.2273,7
7.49016749340555,True,23,0.0178,ok,0.3102,0.11497044563293457,0.2553,8
7.612605381011963,True,20,0.0173,ok,0.3158,0.11422491073608398,0.2597,9
7.45838861806052,True,14,0.0171,ok,0.2912,0.11073088645935059,0.2451,10
