avg_epoch_time_sec,early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_exposure_js,macro_1.route_consistency_feature_group_knn_exposure_score,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_eval_targets_per_sec,test_eval_time_sec,test_hr@10,test_mrr@20,trial
44.15444052219391,True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3706,ok,11835.11388320833,1.772691011428833,0.5589,0.3686,1
42.905867282082056,True,17,1.0,1.0,0.0,0.06036827533339634,0.0,2.4517079013509266,0.5422646403312683,0.4149765968322754,0.0,0.04692646051778982,1.376541318135407,3.991211217212159,0.3399434495758718,8.049562863405763,11.956425565091422,8.049562863405763,0.011128621423041229,0.988933072615733,0.011089777398586626,0.9889714875022793,0.011037758317499181,0.9890229405826232,0.011089252842365149,0.988972006273562,0.010843381606003724,0.989215195938918,0.0029814548630286712,0.9970229852597501,0.008242532533570693,0.9917919560571065,0.011301087573159617,0.9887625298428248,0.6008691003776448,0.31052488863314126,8.295872340333117,8.049562863405763,0.18220546654099906,0.3715,ok,11297.794354241803,1.8569996356964111,0.5585,0.3697,2
43.866181479560005,True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3696,ok,12226.983235860946,1.7158770561218262,0.5597,0.3678,3
42.79721715450287,True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3697,ok,12624.483135243006,1.6618502140045166,0.5548,0.3672,4
