early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,23,0.0804,ok,0.1865,0.161,1
True,38,0.0805,ok,0.1876,0.1613,2
True,23,0.0807,ok,0.1889,0.1617,3
True,17,0.0808,ok,0.188,0.1614,4
True,14,0.0798,ok,0.186,0.1605,5
True,17,0.0804,ok,0.1878,0.1616,6
True,38,0.0804,ok,0.1874,0.1613,7
True,23,0.0805,ok,0.1875,0.1612,8
True,16,0.0798,ok,0.1854,0.1598,9
True,35,0.0805,ok,0.1891,0.1615,10
True,14,0.0797,ok,0.1851,0.1601,11
True,35,0.0805,ok,0.1881,0.1614,12
True,17,0.0806,ok,0.187,0.1613,13
True,52,0.0806,ok,0.1871,0.1613,14
True,35,0.0805,ok,0.188,0.1614,15
True,23,0.0805,ok,0.1885,0.1614,16
True,16,0.0806,ok,0.1881,0.1609,17
True,31,0.0805,ok,0.1869,0.1612,18
