early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,24,0.1446,ok,0.1894,0.1054,1
True,30,0.1366,ok,0.1795,0.1012,2
True,20,0.1545,ok,0.2082,0.1179,3
True,32,0.1378,ok,0.1827,0.1022,4
True,24,0.1484,ok,0.1962,0.1102,5
True,23,0.1341,ok,0.1815,0.0979,6
True,30,0.149,ok,0.195,0.1128,7
True,21,0.1584,ok,0.2026,0.1141,8
True,32,0.1552,ok,0.1934,0.1163,9
True,17,0.154,ok,0.2042,0.1159,10
True,21,0.1598,ok,0.207,0.118,11
True,20,0.1462,ok,0.1863,0.1049,12
True,28,0.1498,ok,0.1823,0.1026,13
True,24,0.1535,ok,0.1998,0.1145,14
