global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group,template_count,aux_route_consistency_lambda,aux_z_loss_lambda
0.089900,0.089900,P4XD_XD_MOVIELENS1M_M03_H5_LEN25_TRANSFER_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,movielens1m,1,7,running,0.057500,,,,,,2026-04-15T13:19:40.967558Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,M03_h5_len25_transfer,template,transfer,H5,kuai_h5_len35_family,compact context transfer,tpe,kuai_h5_len35_family,cross_dataset,6,0.0005,0.0001
0.091600,0.091600,P4XD_XD_MOVIELENS1M_M05_H6_E2_COMPACT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,movielens1m,1,1,running,0.059400,,,,,,2026-04-15T13:33:56.903341Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,M05_h6_e2_compact,template,transfer,H6,kuai_h6_e2_core,compact transfer for movielens,tpe,kuai_h6_e2_core,cross_dataset,6,0.0005,0.0001
0.091600,,P4XD_XD_MOVIELENS1M_M01_H1_V3_ANCHOR_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,movielens1m,1,4,run_complete_no_result,,,,False,False,,2026-04-15T13:34:32.595069Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,M01_h1_v3_anchor,template,exploit,H1,v3_best_movielens_h1,best old movielens FMoE anchor,tpe,v3_best_movielens_h1,cross_dataset,6,0.0005,0.0001
0.091600,0.085800,P4XD_XD_MOVIELENS1M_M06_H14_CAPACITY_PROBE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,movielens1m,1,0,run_complete_no_result,0.053900,,,False,False,,2026-04-15T14:33:10.008076Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,M06_h14_capacity_probe,template,new_axis,H14,capacity_probe,test if movielens benefits from wider capacity,tpe,capacity_probe,cross_dataset,6,0.0005,0.0001
0.091600,0.086800,P4XD_XD_MOVIELENS1M_M04_H10_LEN25_CONTEXT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,movielens1m,1,6,run_complete_no_result,0.055800,,,False,False,,2026-04-15T14:35:15.651746Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,M04_h10_len25_context,template,transfer,H10,kuai_h10_context,context transfer to movielens,tpe,kuai_h10_context,cross_dataset,6,0.0005,0.0001
0.091600,0.091600,P4XD_XD_MOVIELENS1M_M05_H6_E2_COMPACT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,movielens1m,1,1,run_complete_no_result,0.059400,,,False,False,,2026-04-15T14:42:40.197757Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,M05_h6_e2_compact,template,transfer,H6,kuai_h6_e2_core,compact transfer for movielens,tpe,kuai_h6_e2_core,cross_dataset,6,0.0005,0.0001
0.091600,,P4XD_XD_MOVIELENS1M_M02_H1_LRLO_STABLE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,movielens1m,1,3,run_complete_no_result,,,,False,False,,2026-04-15T14:55:41.595330Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,M02_h1_lrlo_stable,template,exploit,H1,v3_best_movielens_h1,stability-focused h1 follow-up,tpe,v3_best_movielens_h1,cross_dataset,6,0.0005,0.0001
0.091600,0.089900,P4XD_XD_MOVIELENS1M_M03_H5_LEN25_TRANSFER_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,movielens1m,1,7,run_complete_no_result,0.057500,,,False,False,,2026-04-15T15:05:48.554994Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,M03_h5_len25_transfer,template,transfer,H5,kuai_h5_len35_family,compact context transfer,tpe,kuai_h5_len35_family,cross_dataset,6,0.0005,0.0001
0.091800,0.091800,P4XD_XD_MOVIELENS1M_M08_H6_COMPACT_VALIDATE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,movielens1m,1,3,running,0.057200,,,,,,2026-04-16T08:21:22.214176Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,M08_h6_compact_validate,template,followup_validation,H6,M05_h6_e2_compact,validate the compact H6 movielens line with lr-only search,tpe,M05_h6_e2_compact,cross_dataset,4,0.0005,0.0001
0.091800,0.087600,P4XD_XD_MOVIELENS1M_M07_H1_HIGHLR_VALIDATE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,movielens1m,1,1,run_complete_no_result,0.051400,,,False,False,,2026-04-16T08:51:41.539322Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,M07_h1_highlr_validate,template,followup_validation,H1,M01_h1_v3_anchor,validate the strongest movielens H1 line with lr-only search around the winning high-lr region,tpe,M01_h1_v3_anchor,cross_dataset,4,0.0005,0.0001
