early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1145,ok,0.2099,0.1153,1
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1129,ok,0.2034,0.1114,2
True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0659,ok,0.1227,0.0632,3
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0982,ok,0.1879,0.0983,4
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096,ok,0.1889,0.1011,5
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114,ok,0.2034,0.1123,6
True,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1135,ok,0.2044,0.1123,7
True,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1031,ok,0.1868,0.1007,8
True,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1178,ok,0.2076,0.1152,9
True,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1177,ok,0.2065,0.1146,10
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1148,ok,0.2049,0.1123,11
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1145,ok,0.2036,0.1123,12
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1019,ok,0.1929,0.1012,13
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0978,ok,0.1858,0.096,14
True,47,1.0,1.0,0.0,0.12271802687855045,0.0,2.1673392282629997,0.20834942162036896,0.01517261378467083,0.0,0.11579506243911038,1.075880973183956,2.9603067796098768,0.6533185262607787,3.066301741130092,8.86647498144529,3.066301741130092,0.0,1.0,0.003592853237023439,0.9964176288772685,0.006960067047239446,0.993064098123174,0.003818492663830871,0.9961887885086315,0.0011855571561354688,0.9988151453391062,0.000399982908343308,0.9996001517579641,0.001623724637927583,0.9983775928897252,0.0,0.0,7.926168692509855,3.066301741130092,0.36046511627906974,0.1187,ok,0.2128,0.1156,15
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1087,ok,0.206,0.1079,16
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1095,ok,0.2086,0.1094,17
True,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1143,ok,0.206,0.1119,18
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1014,ok,0.1894,0.1,19
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0994,ok,0.1831,0.0965,20
