early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,20,0.0797,ok,0.1888,0.1617,1
True,27,0.08,ok,0.1892,0.1618,2
True,15,0.0795,ok,0.1862,0.1608,3
True,49,0.0801,ok,0.1884,0.1615,4
True,17,0.0791,ok,0.1834,0.1603,5
True,60,0.0801,ok,0.1888,0.1616,6
True,17,0.0798,ok,0.1886,0.1611,7
True,27,0.0801,ok,0.1885,0.1614,8
True,15,0.0792,ok,0.1865,0.161,9
True,15,0.0791,ok,0.1852,0.1603,10
True,15,0.0792,ok,0.1856,0.1606,11
True,15,0.0789,ok,0.1845,0.1601,12
True,35,0.0801,ok,0.1895,0.1617,13
True,16,0.0792,ok,0.1853,0.16,14
True,29,0.08,ok,0.1891,0.1616,15
True,23,0.08,ok,0.1889,0.1616,16
True,53,0.0801,ok,0.1881,0.1616,17
True,27,0.08,ok,0.1894,0.1619,18
True,15,0.0792,ok,0.1861,0.1607,19
True,16,0.0792,ok,0.1845,0.1597,20
