early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0253,ok,0.036,0.0265,1
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1606,ok,0.1729,0.1644,2
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1622,ok,0.1735,0.1654,3
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0835,ok,0.1132,0.0825,4
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1599,ok,0.1724,0.1621,5
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1638,ok,0.1732,0.1646,6
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1627,ok,0.1727,0.1655,7
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0484,ok,0.0556,0.0471,8
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.164,ok,0.1732,0.1647,9
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1621,ok,0.1732,0.1648,10
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1608,ok,0.1735,0.1633,11
True,15,1.0,1.0,0.0,0.3124817945052263,0.0,1.7308044764167,0.4714203178882599,0.25467929244041443,0.0,0.048539729117018975,0.6897734372582093,1.9952989710731162,0.8228776577636099,4.998104354354354,5.4662488647424645,4.998104354354354,0.0,1.0,0.0,1.0,0.0,1.0,0.0001542784137345714,0.9998457334865679,0.0006032371713006688,0.9993970093049798,0.0007679606928969874,0.9992323341134446,0.0,0.0,6.262350702975703,4.998104354354354,0.9082355854043515,0.1646,ok,0.1732,0.1657,12
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,ok,0.1757,0.159,13
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1238,ok,0.1667,0.1235,14
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1641,ok,0.1727,0.1652,15
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1495,ok,0.1738,0.1544,16
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.164,ok,0.174,0.165,17
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1617,ok,0.1678,0.1638,18
True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1618,ok,0.1727,0.1647,19
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1613,ok,0.1675,0.1638,20
