avg_epoch_time_sec,early_stopped,epochs_run,mrr@20,status,test_hr@10,test_inference_time_sec,test_mrr@20,trial
24.470152883529664,True,25,0.0877,ok,0.1436,0.19584941864013672,0.0547,1
25.15225625038147,True,27,0.084,ok,0.1371,0.16990351676940918,0.0563,2
24.22741243001577,True,37,0.0854,ok,0.1408,0.19882488250732422,0.0545,3
23.667594143684873,True,47,0.0872,ok,0.1473,0.15928864479064941,0.0595,4
23.271846562623978,True,56,0.0871,ok,0.1366,0.15926837921142578,0.0556,5
25.906428626605443,True,28,0.0902,ok,0.1427,0.17839837074279785,0.0547,6
25.621418132781983,True,25,0.0883,ok,0.1454,0.18883705139160156,0.0557,7
23.595087619928215,True,39,0.0866,ok,0.1464,0.15611767768859863,0.0576,8
25.79921719377691,True,55,0.0814,ok,0.1348,0.16458988189697266,0.0539,9
24.603498652174665,True,37,0.0837,ok,0.1445,0.16299104690551758,0.0539,10
