early_stopped,epochs_run,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.n_eff,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.n_eff,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.n_eff,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1861,0.1601,1
True,31,0.0,0.6791886335853149,0.0,1.5678502876411966,0.6629812121391296,0.25803259015083313,8.211881635059687,0.0,0.0,2.4885186534201784,0.28572574598153916,0.0,0.7935016330183525,0.0,1.364807684692439,0.6185041666030884,0.045137155801057816,7.363568034441585,0.4961562899295494,0.36678227880577113,1.4702507490704604,0.32936971804468196,0.0,1.3019797385918939,0.0,0.9418924384082262,0.7638031840324402,0.18051423132419586,4.452440942290718,0.0,0.0,3.14216406373609,0.5276618107877132,0.0802,ok,0.1885,0.1607,2
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0793,ok,0.1869,0.1605,3
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1884,0.1618,4
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802,ok,0.1889,0.1621,5
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,ok,0.1855,0.1614,6
True,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,ok,0.1879,0.1604,7
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802,ok,0.1861,0.1615,8
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1874,0.1613,9
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802,ok,0.1877,0.1609,10
