avg_epoch_time_sec,early_stopped,epochs_run,mrr@20,status,test_hr@10,test_inference_time_sec,test_mrr@20,trial
0.6777464813656278,True,18,0.0126,ok,0.0201,0.03410696983337402,0.008,1
0.6858384052912394,True,30,0.0134,ok,0.0115,0.04921841621398926,0.0049,2
0.6532107949256897,True,20,0.013,ok,0.0172,0.047191619873046875,0.0073,3
0.6335934049942914,True,17,0.0125,ok,0.0115,0.03661704063415527,0.0071,4
0.6400364995002746,True,20,0.013,ok,0.0143,0.06177878379821777,0.0073,5
0.6719969113667806,True,30,0.0132,ok,0.0115,0.032675743103027344,0.0049,6
0.6694617907206217,True,30,0.0135,ok,0.0115,0.06175971031188965,0.005,7
0.6697706267947242,True,21,0.0134,ok,0.0143,0.02651500701904297,0.0057,8
0.6344537734985352,True,17,0.0126,ok,0.0115,0.02480602264404297,0.0071,9
0.6810136795043945,True,25,0.0132,ok,0.0115,0.02928781509399414,0.0058,10
0.6649007479349772,True,30,0.0137,ok,0.0115,0.05112814903259277,0.0051,11
0.6296203697428984,True,17,0.0127,ok,0.0115,0.03210806846618652,0.0075,12
0.6467542118496366,True,18,0.0131,ok,0.0143,0.06198835372924805,0.0079,13
0.6541338761647543,True,21,0.0131,ok,0.0143,0.06733083724975586,0.0065,14
0.6418706840938992,True,18,0.0131,ok,0.0143,0.02460026741027832,0.0079,15
0.6396219590130974,True,17,0.0125,ok,0.0115,0.02914881706237793,0.0072,16
