global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group,template_count,aux_route_consistency_lambda,aux_z_loss_lambda
0.087700,0.087700,P4ML2_ML2_MOVIELENS1M_ML206_H6_FEAT16_ROUTER84_EXPERT3_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,trial_new_best,movielens1m,1,5,running,0.056500,,,,,,2026-04-17T06:58:58.170135Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,ML206_h6_feat16_router84_expert3,template,attack_combo,H6,ML07_plus_ML05_plus_ML03,feat16_router84_expert3_combo,tpe,ML07_plus_ML05_plus_ML03,movielens_portfolio_v2,8,0.0005,0.0001
0.091000,0.091000,P4ML2_ML2_MOVIELENS1M_ML203_H6_EXPERT3_FOCUS_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,trial_new_best,movielens1m,1,2,running,0.058800,,,,,,2026-04-17T06:59:43.219944Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,ML203_h6_expert3_focus,template,refine_safe,H6,ML03_h6_expert_up,best_h6_test_expert3_lr_refine,tpe,ML03_h6_expert_up,movielens_portfolio_v2,8,0.0005,0.0001
0.091400,0.091400,P4ML2_ML2_MOVIELENS1M_ML202_H6_FEAT16_FOCUS_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,trial_new_best,movielens1m,1,1,running,0.054300,,,,,,2026-04-17T07:00:28.271991Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,ML202_h6_feat16_focus,template,refine_safe,H6,ML07_h6_feat_router_combo,best_h6_valid_feat16_lr_refine,tpe,ML07_h6_feat_router_combo,movielens_portfolio_v2,8,0.0005,0.0001
0.092600,0.092600,P4ML2_ML2_MOVIELENS1M_ML201_H6_ROUTER84_FOCUS_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,trial_new_best,movielens1m,1,0,running,0.058700,,,,,,2026-04-17T07:03:07.454304Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,ML201_h6_router84_focus,template,refine_safe,H6,ML05_h6_router_up,best_h6_test_router84_lr_refine,tpe,ML05_h6_router_up,movielens_portfolio_v2,8,0.0005,0.0001
0.094100,0.094100,P4ML2_ML2_MOVIELENS1M_ML205_H6_FEAT16_ROUTER84_COMBO_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,trial_new_best,movielens1m,1,4,running,0.059900,,,,,,2026-04-17T07:50:04.054955Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,ML205_h6_feat16_router84_combo,template,attack_combo,H6,ML07_plus_ML05,feat16_plus_router84_combo,tpe,ML07_plus_ML05,movielens_portfolio_v2,8,0.0005,0.0001
0.094100,0.082500,P4ML2_ML2_MOVIELENS1M_ML205_H5_COMPACT30_FEAT16_ROUTER96_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,run_complete,movielens1m,1,4,run_complete_no_result,0.058700,,,False,False,,2026-04-17T13:17:27.591573Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,ML205_h5_compact30_feat16_router96,template,baseline_aligned_attack,H5,FDSA_C1_plus_router_headroom,movielens_feature_bias_router96_attack,tpe,FDSA_C1_plus_router_headroom,movielens_portfolio_v2,8,0.0002,5e-05
0.094100,0.086000,P4ML2_ML2_MOVIELENS1M_ML201_H5_COMPACT30_CORE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,run_complete,movielens1m,1,0,run_complete_no_result,0.057700,,,False,False,,2026-04-17T13:50:43.402300Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,ML201_h5_compact30_core,template,baseline_aligned_safe,H5,BSARec_C2_compact30,movielens_baseline_aligned_h5_len30_core,tpe,BSARec_C2_compact30,movielens_portfolio_v2,8,0.0002,5e-05
0.094100,0.087900,P4ML2_ML2_MOVIELENS1M_ML208_H6_BRIDGE30_ROUTER84_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,run_complete,movielens1m,1,7,run_complete_no_result,0.062800,,,False,False,,2026-04-17T14:00:51.471173Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,ML208_h6_bridge30_router84,template,bridge_attack,H6,ML205_old_best_h6_bridge,movielens_keep_one_h6_but_baseline_regularized,tpe,ML205_old_best_h6_bridge,movielens_portfolio_v2,8,0.0002,5e-05
0.094100,0.092200,P4ML2_ML2_MOVIELENS1M_ML202_H5_COMPACT30_FEAT16_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,run_complete,movielens1m,1,1,run_complete_no_result,0.059900,,,False,False,,2026-04-17T14:29:24.400764Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,ML202_h5_compact30_feat16,template,baseline_aligned_safe,H5,FDSA_C1_compact30_gate,movielens_feature_biased_h5_len30_feat16,tpe,FDSA_C1_compact30_gate,movielens_portfolio_v2,8,0.0002,5e-05
0.094100,0.089700,P4ML2_ML2_MOVIELENS1M_ML204_H7_COMPACT30_CORE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,run_complete,movielens1m,1,3,run_complete_no_result,0.059300,,,False,False,,2026-04-17T14:30:49.718080Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,movielens_portfolio_v2,ML204_h7_compact30_core,template,baseline_aligned_safe,H7,BSARec_C2_compact30_transfer,movielens_baseline_aligned_h7_len30_core,tpe,BSARec_C2_compact30_transfer,movielens_portfolio_v2,8,0.0002,5e-05
