best_mrr20,epoch,epoch_time_sec,eval,lr,patience_used,train_loss,trial,valid_mrr20
0.0824,1,32.95686674118042,1,0.0004983,0,1581.25714969635,1,0.0824
0.193,3,31.55137300491333,1,0.0004983,0,1028.1272087097168,1,0.193
0.3002,10,31.103893518447876,1,0.0004983,0,424.111004114151,1,0.3002
0.3106,15,29.93094491958618,1,0.0004983,0,239.28485488891602,1,0.3106
0.3106,25,29.025740146636963,1,0.0004983,10,91.28832775354385,1,0.3003
