stage_name,stage_key,split,aggregation_level,node_kind,node_name,route_space,support_size,wrapper_name,source_type,temperature,top_k,entropy_norm,n_eff_norm,top1_monopoly_norm,jitter_adj_norm,knn_consistency_score,knn_consistency_js,n_eff,cv_usage,top1_max_frac,entropy_mean
macro,macro@1,best_valid,token,final,final.expert,expert,4,FlatJointWrapper,,,,0.9076836328328928,0.9360591196549017,0.25775251769867386,0.4896907216494845,0.9894644773533463,0.01059141417629601,3.744236478619607,0.2613588869571686,0.4433143882740054,1.2583167018770565
macro,macro@1,best_valid,token,final,final.group,group,4,FlatJointWrapper,,,,0.9076836328328928,0.9360591196549017,0.25775251769867386,0.0,0.9894644773533463,0.01059141417629601,3.744236478619607,0.2613588869571686,0.4433143882740054,1.2583167018770565
macro,macro@1,best_valid,token,final,final.intra.Exposure,intra,1,FlatJointWrapper,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
macro,macro@1,best_valid,token,final,final.intra.Focus,intra,1,FlatJointWrapper,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
macro,macro@1,best_valid,token,final,final.intra.Memory,intra,1,FlatJointWrapper,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
macro,macro@1,best_valid,token,final,final.intra.Tempo,intra,1,FlatJointWrapper,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
mid,mid@1,best_valid,session,final,final.expert,expert,4,FlatJointWrapper,,,,0.9032007502383342,0.996983120497381,0.14448100508525274,0.5077319587628866,0.9837396780229639,0.016393971785403895,3.987932481989524,0.05500898972046498,0.35836075381393956,1.2521021070146574
mid,mid@1,best_valid,session,final,final.group,group,4,FlatJointWrapper,,,,0.9032007502383342,0.996983120497381,0.14448100508525274,0.0,0.9837396780229639,0.016393971785403895,3.987932481989524,0.05500898972046498,0.35836075381393956,1.2521021070146574
mid,mid@1,best_valid,session,final,final.intra.Exposure,intra,1,FlatJointWrapper,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
mid,mid@1,best_valid,session,final,final.intra.Focus,intra,1,FlatJointWrapper,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
mid,mid@1,best_valid,session,final,final.intra.Memory,intra,1,FlatJointWrapper,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
mid,mid@1,best_valid,session,final,final.intra.Tempo,intra,1,FlatJointWrapper,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
