global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group,template_count,combo_band,main_eval_target_mode,history_input_mode,history_eval_policy,aux_route_consistency_lambda,aux_z_loss_lambda
0.018600,0.018600,FH1_FH_KUAIRECLARGESTRICTPOSV2_0_2_K04_H6_E2_CORE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,7,running,0.337100,,,,,,2026-04-16T12:06:08.921045Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,K04_h6_e2_core,full_history_combo,prior_strong,H6,S06_h6_e2_core,best compact non-H14 Kuai line by valid,tpe,S06_h6_e2_core,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.018800,0.018800,FH1_FH_KUAIRECLARGESTRICTPOSV2_0_2_K01_H14_SEEN_HI_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,1,running,0.340300,,,,,,2026-04-16T12:06:42.673551Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,K01_h14_seen_hi,full_history_combo,prior_strong,H14,S02_h14_seen_hi,best Kuai high-capacity seen-valid line with strong seen-test,tpe,S02_h14_seen_hi,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.019900,0.019900,FH1_FH_KUAIRECLARGESTRICTPOSV2_0_2_K02_H7_FEAT32_CORE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,0,running,0.339500,,,,,,2026-04-16T12:06:42.673837Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,K02_h7_feat32_core,full_history_combo,prior_strong,H7,S04_h7_feat32_core,best feature-rich Kuai family by valid with top-tier seen-test,tpe,S04_h7_feat32_core,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.020100,0.020100,FH1_FH_KUAIRECLARGESTRICTPOSV2_0_2_K04_H6_E2_CORE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,7,running,0.334100,,,,,,2026-04-16T12:13:16.861823Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,K04_h6_e2_core,full_history_combo,prior_strong,H6,S06_h6_e2_core,best compact non-H14 Kuai line by valid,tpe,S06_h6_e2_core,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.020900,0.020900,FH1_FH_KUAIRECLARGESTRICTPOSV2_0_2_K02_H7_FEAT32_CORE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,0,running,0.338900,,,,,,2026-04-16T12:15:11.710504Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,K02_h7_feat32_core,full_history_combo,prior_strong,H7,S04_h7_feat32_core,best feature-rich Kuai family by valid with top-tier seen-test,tpe,S04_h7_feat32_core,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.020900,0.020900,FH1_FH_KUAIRECLARGESTRICTPOSV2_0_2_K02_H7_FEAT32_CORE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete_no_result,0.338900,,,False,False,,2026-04-16T12:29:01.475766Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,K02_h7_feat32_core,full_history_combo,prior_strong,H7,S04_h7_feat32_core,best feature-rich Kuai family by valid with top-tier seen-test,tpe,S04_h7_feat32_core,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.020900,0.020300,FH1_FH_KUAIRECLARGESTRICTPOSV2_0_2_K04_H6_E2_CORE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,KuaiRecLargeStrictPosV2_0.2,1,7,run_complete_no_result,0.335000,,,False,False,,2026-04-16T12:31:32.387894Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,K04_h6_e2_core,full_history_combo,prior_strong,H6,S06_h6_e2_core,best compact non-H14 Kuai line by valid,tpe,S06_h6_e2_core,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.020900,0.019200,FH1_FH_KUAIRECLARGESTRICTPOSV2_0_2_K01_H14_SEEN_HI_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,KuaiRecLargeStrictPosV2_0.2,1,1,run_complete_no_result,0.338100,,,False,False,,2026-04-16T12:34:18.366329Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,K01_h14_seen_hi,full_history_combo,prior_strong,H14,S02_h14_seen_hi,best Kuai high-capacity seen-valid line with strong seen-test,tpe,S02_h14_seen_hi,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.020900,0.019700,FH1_FH_KUAIRECLARGESTRICTPOSV2_0_2_K03_H10_CTX_FEAT24_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete_no_result,0.338400,,,False,False,,2026-04-16T12:36:46.241102Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,K03_h10_ctx_feat24,full_history_combo,prior_strong,H10,S07_h10_len25_f24,best context-plus-feature Kuai family with strong test carry-over,tpe,S07_h10_len25_f24,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.020900,0.018500,FH1_FH_KUAIRECLARGESTRICTPOSV2_0_2_K06_FH_H14_LOWLR_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,KuaiRecLargeStrictPosV2_0.2,1,3,run_complete_no_result,0.338500,,,False,False,,2026-04-16T12:49:53.043709Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,K06_fh_h14_lowlr,full_history_combo,full_history_conservative,H14,S02_h14_seen_hi,high-capacity Kuai line adjusted downward for longer prefixes,tpe,S02_h14_seen_hi,full_history,8,full_history_conservative,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.020900,0.018500,FH1_FH_KUAIRECLARGESTRICTPOSV2_0_2_K05_FH_H10_CTX_LOWLR_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,KuaiRecLargeStrictPosV2_0.2,1,2,run_complete_no_result,0.340700,,,False,False,,2026-04-16T12:55:31.699689Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,K05_fh_h10_ctx_lowlr,full_history_combo,full_history_conservative,H10,S07_h10_len25_f24,full-history retune of the Kuai context family with longer crop and lower lr ceiling,tpe,S07_h10_len25_f24,full_history,8,full_history_conservative,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.020900,0.019100,FH1_FH_KUAIRECLARGESTRICTPOSV2_0_2_K07_FH_H11_AUXWIDE_ATTACK_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,KuaiRecLargeStrictPosV2_0.2,1,5,run_complete_no_result,0.339400,,,False,False,,2026-04-16T12:58:59.599644Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,K07_fh_h11_auxwide_attack,full_history_combo,full_history_aggressive,H11,N14_aux_wide_probe,aux-wide probe kept alive because longer history may stabilize routing,tpe,N14_aux_wide_probe,full_history,8,full_history_aggressive,seen_target,full_history_session_targets,strict_train_prefix,0.0008,0.0002
0.020900,0.019100,FH1_FH_KUAIRECLARGESTRICTPOSV2_0_2_K08_FH_H14_E5_LONGCTX_ATTACK_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,KuaiRecLargeStrictPosV2_0.2,1,6,run_complete_no_result,0.340200,,,False,False,,2026-04-16T13:12:12.470780Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,K08_fh_h14_e5_longctx_attack,full_history_combo,full_history_aggressive,H14,S03_h14_expert5+S11_h10_longctx_transfer,capacity-plus-context attack reserved for full-history only,tpe,S03_h14_expert5+S11_h10_longctx_transfer,full_history,8,full_history_aggressive,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
