dataset,model,model_label,pair_id,combo_id,combo_source,hparam_id,architecture_id,run_phase,run_id,runtime_seed,gpu_id,status,best_valid_mrr20,test_mrr20,valid_unseen_mrr20,valid_unseen_hit20,test_unseen_mrr20,test_unseen_hit20,valid_main_seen_count,valid_main_unseen_count,test_main_seen_count,test_main_unseen_count,lr_lo,lr_hi,result_path,log_path,elapsed_sec,error,timestamp_utc,params_json
beauty,sasrec,SASRec,P001,C1,baseline_p14:amazon_beauty:SASRec:H3,H3,,PAIR60_V3_LR10_smoke1_DBEAUTY_MSASREC_P001_C1_S1,R_BEAUTY_SASREC_P001_C1_S1,1,0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.00022360679774997898,0.0013416407864998738,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_SASRec_pair60_v3_lr10_smoke1_dbeauty_msasrec_p001_c1_s1_20260414_161733_111469_pid1104902.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V3_LR10_smoke1/beauty/sasrec/combo_C1/logs/PAIR60_V3_LR10_smoke1_DBEAUTY_MSASREC_P001_C1_S1.log,6.9969482421875,,2026-04-14T16:17:36.883900+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0002}"
