best_mrr20,epoch,eval,lr,patience_used,train_loss,trial,valid_mrr20
0.0768,1,1,0.0006806800013038437,0,16.5217227935791,1,0.0768
0.0847,3,1,0.0006772121390192214,1,15.625186920166016,1,0.0846
0.0944,10,1,0.0006386805277809608,1,13.319096088409424,1,0.0944
0.1081,24,1,0.000463097434006192,0,9.912073612213135,1,0.1081
0.1081,30,1,0.00036645369464453475,6,8.877756595611572,1,0.103
0.0815,1,1,0.000594966899555249,0,16.523770332336426,2,0.0815
0.089,3,1,0.0005919357200470894,0,15.722822189331055,2,0.089
0.0944,10,1,0.0005582561154907882,0,13.656278133392334,2,0.0944
0.1031,20,1,0.0004572547038856506,0,11.334758758544922,2,0.1031
0.1031,26,1,0.00037708058779336315,6,10.258172512054443,2,0.1014
0.0806,1,1,0.0006218467593611183,0,16.52310276031494,3,0.0806
0.089,3,1,0.0006186786349568868,0,15.691680908203125,3,0.089
0.0944,10,1,0.0005834774280232646,0,13.548821449279785,3,0.0944
0.1078,28,1,0.00036457486777102414,0,9.666632175445557,3,0.1078
0.1078,34,1,0.00027578022902737914,6,8.866325378417969,3,0.1035
0.0874,1,1,0.0005690841582013322,0,16.524452209472656,4,0.0874
0.089,3,1,0.0005661848435671103,0,15.753303050994873,4,0.089
0.094,10,1,0.0005339703969788987,0,13.76118803024292,4,0.094
0.1025,20,1,0.00043736283218256754,0,11.519637107849121,4,0.1025
0.1025,26,1,0.00036067651669170314,6,10.480789184570312,4,0.1012
0.0401,1,1,0.0016203657869709436,0,16.51360034942627,5,0.0401
0.0914,3,1,0.001612110504915991,1,14.761486053466797,5,0.0733
0.1056,10,1,0.0015203856056274154,0,10.270562648773193,5,0.1056
0.1099,13,1,0.001453463874897942,0,8.574185371398926,5,0.1099
0.1099,19,1,0.001278780924108595,6,5.812036752700806,5,0.0577
0.0455,1,1,0.0015020176670884962,0,16.51360034942627,6,0.0455
0.0914,3,1,0.0014943653335271236,1,14.852957725524902,6,0.0664
0.105,10,1,0.001409339828575615,0,10.608879089355469,6,0.105
0.1085,13,1,0.0013473059207530407,0,9.004297256469727,6,0.1085
0.1085,19,1,0.001185381446455649,6,6.347870826721191,6,0.081
0.0874,1,1,0.0005572063154442526,0,16.52477741241455,7,0.0874
0.089,3,1,0.0005543675148883656,0,15.767442226409912,7,0.089
0.0899,10,1,0.0005228254435992495,3,13.809816360473633,7,0.0896
0.1024,20,1,0.0004282342580102082,0,11.605162620544434,7,0.1024
0.1024,26,1,0.0003531485282743562,6,10.583785057067871,7,0.1004
0.0538,1,1,0.001357530515323649,0,16.51387310028076,8,0.0538
0.0875,3,1,0.0013506143008538583,1,14.971574783325195,8,0.0664
0.1077,10,1,0.0012737678561803986,1,11.038434028625488,8,0.1045
0.1081,14,1,0.001196269998066452,0,9.12022876739502,8,0.1081
0.1081,20,1,0.0010433138621057146,6,6.68339729309082,8,0.0825
0.09,1,1,0.0005047475052423843,0,16.526247024536133,9,0.09
0.09,3,1,0.0005021759667318737,2,15.831149101257324,9,0.089
0.09,7,1,0.0004894636268447599,6,14.754931926727295,9,0.0841
0.0744,1,1,0.0007536726282584463,0,16.52019214630127,10,0.0744
0.0851,3,1,0.0007498328902354645,1,15.54554557800293,10,0.0801
0.0959,10,1,0.0007071693469297322,1,13.043872356414795,10,0.0959
0.109,17,1,0.0006243532797156531,0,11.010005474090576,10,0.109
0.109,23,1,0.000529911687824451,6,9.554382801055908,10,0.1071
