early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,8,0.0029,ok,0.0079,0.0029,1
True,7,0.003,ok,0.0093,0.0032,2
True,8,0.0028,ok,0.0085,0.003,3
True,10,0.0029,ok,0.0079,0.0022,4
True,8,0.0029,ok,0.0079,0.0029,5
True,8,0.0029,ok,0.0079,0.0031,6
True,6,0.0031,ok,0.0093,0.0033,7
True,7,0.0028,ok,0.0085,0.0031,8
True,9,0.0034,ok,0.0057,0.0025,9
True,9,0.0031,ok,0.0063,0.0023,10
