early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.alpha_effective,micro_1.alpha_value,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.factored_group_entropy_mean,micro_1.group_cv_usage,micro_1.group_entropy_mean,micro_1.group_n_eff,micro_1.group_top1_max_frac,micro_1.moe_delta_norm,micro_1.n_eff,micro_1.residual_delta_norm,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.shared_delta_norm,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.alpha_effective,mid_1.alpha_value,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.factored_group_entropy_mean,mid_1.group_cv_usage,mid_1.group_entropy_mean,mid_1.group_n_eff,mid_1.group_top1_max_frac,mid_1.moe_delta_norm,mid_1.n_eff,mid_1.residual_delta_norm,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.shared_delta_norm,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0783,ok,0.1852,0.1584,1
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,ok,0.185,0.1599,2
True,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0792,ok,0.1856,0.1591,3
True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0791,ok,0.1859,0.1598,4
True,31,0.0,0.0,13.334624937371446,1.9327309091526812,0.0,0.47465978420246907,0.7238506078720093,0.2771841287612915,0.0,1.0140585043191108,0.4568577367708354,1.9720804399103882,0.6783632796157211,11.584122961275776,2.534078820512286,4.017099078371394,0.0,0.0,4.017099078371394,11.584122961275776,0.555568979365367,0.0,0.0,12.279303817704763,1.7639251806691396,0.0,0.434624095133841,0.7762461304664612,0.10616123676300049,0.0,0.6279475749887575,0.40693717059229206,2.8687858166127866,0.418236693089199,12.846381841345393,2.9186918959110133,4.811420327003455,0.6422863010182254,0.32033047331874664,4.811420327003455,12.846381841345393,0.4181829978499531,0.0,0.0,14.709880478350298,1.9866917733343907,0.0,0.28408166394690315,0.7820050716400146,0.024145582690835,0.0,0.8130247040766365,0.26507852323532133,2.4081746839320393,0.5785147449364271,14.611304000646063,2.425740013235345,3.735842970027293,0.0,0.0,3.735842970027293,14.611304000646063,0.5785751520805786,0.08,ok,0.1816,0.1572,5
