global_best_valid_mrr20,global_best_test_mrr20,model,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,profile_id,concept_id,detail_id,lr_band_id,lr_lo,lr_hi,lr_center,stage_id,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,result_path,timestamp_utc
0.220900,0.225500,SASRec,0.220900,0.225500,0.220900,0.225500,LR4_1.6e3_4.8e3,LR,LR4,LR4,1.440000e-03,4.320000e-03,2.494153e-03,A,P16_SA_D00_M01_SASREC_LR4_1.6e3_4.8e3_S1,SA_LASTFM0_03_SASREC_LR4_1.6e3_4.8e3_S1,lastfm0.03,LR4_1.6e3_4.8e3,1,7,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagea_lr_anchor2_core5/P16/lastfm0.03/SASRec/lastfm0.03_SASRec_p16_sa_d00_m01_sasrec_lr4_1.6e3_4.8e3_s1_20260329_122329_799759_pid454721.json,2026-03-29T12:44:52.227353Z
0.224700,0.226700,SASRec,0.224700,0.226700,0.224700,0.226700,LR3_8e4_2.4e3,LR,LR3,LR3,7.200000e-04,2.160000e-03,1.247077e-03,A,P16_SA_D00_M01_SASREC_LR3_8e4_2.4e3_S1,SA_LASTFM0_03_SASREC_LR3_8e4_2.4e3_S1,lastfm0.03,LR3_8e4_2.4e3,1,6,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagea_lr_anchor2_core5/P16/lastfm0.03/SASRec/lastfm0.03_SASRec_p16_sa_d00_m01_sasrec_lr3_8e4_2.4e3_s1_20260329_122329_933885_pid454720.json,2026-03-29T12:49:14.568123Z
0.224700,0.226700,SASRec,0.224700,0.226700,0.199000,0.202300,LR1_2e4_7e4,LR,LR1,LR1,1.800000e-04,6.300000e-04,3.367492e-04,A,P16_SA_D00_M01_SASREC_LR1_2e4_7e4_S1,SA_LASTFM0_03_SASREC_LR1_2e4_7e4_S1,lastfm0.03,LR1_2e4_7e4,1,4,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagea_lr_anchor2_core5/P16/lastfm0.03/SASRec/lastfm0.03_SASRec_p16_sa_d00_m01_sasrec_lr1_2e4_7e4_s1_20260329_122329_989668_pid454718.json,2026-03-29T12:49:33.684019Z
0.224700,0.226700,SASRec,0.224700,0.226700,0.218800,0.219700,LR2_4e4_1.2e3,LR,LR2,LR2,3.600000e-04,1.080000e-03,6.235383e-04,A,P16_SA_D00_M01_SASREC_LR2_4e4_1.2e3_S1,SA_LASTFM0_03_SASREC_LR2_4e4_1.2e3_S1,lastfm0.03,LR2_4e4_1.2e3,1,5,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagea_lr_anchor2_core5/P16/lastfm0.03/SASRec/lastfm0.03_SASRec_p16_sa_d00_m01_sasrec_lr2_4e4_1.2e3_s1_20260329_122330_102186_pid454719.json,2026-03-29T12:49:50.772092Z
0.224700,0.226700,GRU4Rec,0.002500,0.002300,0.002500,0.002300,LR2_4e4_1.2e3,LR,LR2,LR2,3.060000e-04,9.180000e-04,5.300075e-04,A,P16_SA_D00_M02_GRU4REC_LR2_4e4_1.2e3_S1,SA_LASTFM0_03_GRU4REC_LR2_4e4_1.2e3_S1,lastfm0.03,LR2_4e4_1.2e3,1,5,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagea_lr_anchor2_core5/P16/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p16_sa_d00_m02_gru4rec_lr2_4e4_1.2e3_s1_20260329_124955_748623_pid457456.json,2026-03-29T12:52:23.987162Z
0.224700,0.226700,GRU4Rec,0.032800,0.028700,0.032800,0.028700,LR1_2e4_7e4,LR,LR1,LR1,1.530000e-04,5.355000e-04,2.862368e-04,A,P16_SA_D00_M02_GRU4REC_LR1_2e4_7e4_S1,SA_LASTFM0_03_GRU4REC_LR1_2e4_7e4_S1,lastfm0.03,LR1_2e4_7e4,1,4,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagea_lr_anchor2_core5/P16/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p16_sa_d00_m02_gru4rec_lr1_2e4_7e4_s1_20260329_124938_632157_pid457409.json,2026-03-29T12:56:03.294941Z
0.224700,0.226700,GRU4Rec,0.168600,0.165200,0.168600,0.165200,LR3_8e4_2.4e3,LR,LR3,LR3,6.120000e-04,1.836000e-03,1.060015e-03,A,P16_SA_D00_M02_GRU4REC_LR3_8e4_2.4e3_S1,SA_LASTFM0_03_GRU4REC_LR3_8e4_2.4e3_S1,lastfm0.03,LR3_8e4_2.4e3,1,5,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagea_lr_anchor2_core5/P16/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p16_sa_d00_m02_gru4rec_lr3_8e4_2.4e3_s1_20260329_125229_352867_pid458114.json,2026-03-29T13:00:31.634219Z
0.224700,0.226700,SASRec,0.224700,0.226700,0.215200,0.219100,LR5_3.2e3_7.5e3,LR,LR5,LR5,2.880000e-03,6.750000e-03,4.409082e-03,A,P16_SA_D00_M01_SASREC_LR5_3.2e3_7.5e3_S1,SA_LASTFM0_03_SASREC_LR5_3.2e3_7.5e3_S1,lastfm0.03,LR5_3.2e3_7.5e3,1,7,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagea_lr_anchor2_core5/P16/lastfm0.03/SASRec/lastfm0.03_SASRec_p16_sa_d00_m01_sasrec_lr5_3.2e3_7.5e3_s1_20260329_124457_228107_pid456558.json,2026-03-29T13:08:12.190993Z
0.224700,0.226700,GRU4Rec,0.187800,0.181400,0.187800,0.181400,LR4_1.6e3_4.8e3,LR,LR4,LR4,1.224000e-03,3.672000e-03,2.120030e-03,A,P16_SA_D00_M02_GRU4REC_LR4_1.6e3_4.8e3_S1,SA_LASTFM0_03_GRU4REC_LR4_1.6e3_4.8e3_S1,lastfm0.03,LR4_1.6e3_4.8e3,1,4,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagea_lr_anchor2_core5/P16/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p16_sa_d00_m02_gru4rec_lr4_1.6e3_4.8e3_s1_20260329_125608_193766_pid459200.json,2026-03-29T13:09:18.323393Z
0.224700,0.226700,SASRec,0.224700,0.226700,0.203400,0.198100,LR6_5e3_1e2,LR,LR6,LR6,4.500000e-03,9.000000e-03,6.363961e-03,A,P16_SA_D00_M01_SASREC_LR6_5e3_1e2_S1,SA_LASTFM0_03_SASREC_LR6_5e3_1e2_S1,lastfm0.03,LR6_5e3_1e2,1,6,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagea_lr_anchor2_core5/P16/lastfm0.03/SASRec/lastfm0.03_SASRec_p16_sa_d00_m01_sasrec_lr6_5e3_1e2_s1_20260329_124919_896987_pid457356.json,2026-03-29T13:12:07.569994Z
