early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_exposure_js,macro_1.route_consistency_feature_group_knn_exposure_score,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.alpha_effective,micro_1.alpha_value,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.factored_group_entropy_mean,micro_1.group_cv_usage,micro_1.group_entropy_mean,micro_1.group_n_eff,micro_1.group_top1_max_frac,micro_1.moe_delta_norm,micro_1.n_eff,micro_1.residual_delta_norm,micro_1.route_consistency_feature_group_knn_exposure_js,micro_1.route_consistency_feature_group_knn_exposure_score,micro_1.route_consistency_feature_group_knn_focus_js,micro_1.route_consistency_feature_group_knn_focus_score,micro_1.route_consistency_feature_group_knn_mean_js,micro_1.route_consistency_feature_group_knn_mean_score,micro_1.route_consistency_feature_group_knn_memory_js,micro_1.route_consistency_feature_group_knn_memory_score,micro_1.route_consistency_feature_group_knn_tempo_js,micro_1.route_consistency_feature_group_knn_tempo_score,micro_1.route_consistency_group_knn_js,micro_1.route_consistency_group_knn_score,micro_1.route_consistency_intra_group_knn_mean_js,micro_1.route_consistency_intra_group_knn_mean_score,micro_1.route_consistency_knn_js,micro_1.route_consistency_knn_score,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.shared_delta_norm,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.alpha_effective,mid_1.alpha_value,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.factored_group_entropy_mean,mid_1.group_cv_usage,mid_1.group_entropy_mean,mid_1.group_n_eff,mid_1.group_top1_max_frac,mid_1.moe_delta_norm,mid_1.n_eff,mid_1.residual_delta_norm,mid_1.route_consistency_feature_group_knn_exposure_js,mid_1.route_consistency_feature_group_knn_exposure_score,mid_1.route_consistency_feature_group_knn_focus_js,mid_1.route_consistency_feature_group_knn_focus_score,mid_1.route_consistency_feature_group_knn_mean_js,mid_1.route_consistency_feature_group_knn_mean_score,mid_1.route_consistency_feature_group_knn_memory_js,mid_1.route_consistency_feature_group_knn_memory_score,mid_1.route_consistency_feature_group_knn_tempo_js,mid_1.route_consistency_feature_group_knn_tempo_score,mid_1.route_consistency_group_knn_js,mid_1.route_consistency_group_knn_score,mid_1.route_consistency_intra_group_knn_mean_js,mid_1.route_consistency_intra_group_knn_mean_score,mid_1.route_consistency_knn_js,mid_1.route_consistency_knn_score,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.shared_delta_norm,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0782,ok,0.1851,0.1576,1
True,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0792,ok,0.1874,0.1598,2
True,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0792,ok,0.1875,0.1599,3
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0785,ok,0.1856,0.1585,4
True,20,0.0,0.0,4.036576022823163,0.4687550850206512,0.0,1.4614517931588071,0.7480337619781494,0.1589411497116089,0.0,0.16882111822573032,1.186485391355444,3.8891564125688816,0.392932811594592,16.451769668661992,9.838230712834468,3.326176922366964,0.07932005426022494,0.9237442288524914,0.09100974971034294,0.9130088092844407,0.08808489873385254,0.9157081123411416,0.09861877772961605,0.906088063139433,0.08339101323522626,0.9199913480882015,0.026375591462564196,0.9739692063830248,0.056144874097551395,0.9454230034662895,0.06474715846920621,0.9373044229046432,0.0,0.0,3.326176922366964,16.451769668661992,0.1810737705468189,0.0,0.0,3.6534776976425296,1.043145387078959,0.0,0.8062326429964348,0.44058898091316223,0.01631958596408367,0.0,0.5840823808079219,0.6584739051362433,2.9825096027679723,0.4925218192841977,25.462775648040715,5.746707297628302,3.9959319870391856,0.07920910231857498,0.9238467257542805,0.10539206092439744,0.899971609707878,0.09582792822994403,0.9086968566074644,0.11120494091902458,0.8947553581521338,0.08750560875777913,0.9162137328155651,0.023941780908356348,0.9763425498796902,0.05443630255725362,0.947031435950022,0.06079654262058469,0.9410146766808327,0.5543326528866017,0.34442709462884713,3.9959319870391856,25.462775648040715,0.3398394064886222,0.0,0.0,5.425170312582406,0.9540684236863726,0.0,1.2021233705452528,0.48659995198249817,-0.016356999054551125,0.0,0.4712382989124477,0.9646548007004712,3.2731467973879544,0.4416120205742258,21.240373826538686,6.281911616846891,3.9626655536364117,0.09268648630330019,0.9114792167244938,0.05589991102213095,0.9456337786723134,0.06990943652379802,0.9325657867398879,0.06512463082115923,0.936950683167319,0.06592671794860173,0.9361994683954254,0.01705755251167281,0.9830871038747216,0.061583842942498544,0.9408022587075737,0.03891459311571851,0.9618328527856567,0.0,0.0,3.9626655536364117,21.240373826538686,0.2561665626321406,0.0801,ok,0.1808,0.1584,5
