early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,19,0.0161,ok,0.3012,0.2514,1
True,11,0.0173,ok,0.327,0.2818,2
True,14,0.0174,ok,0.3438,0.3132,3
True,14,0.0173,ok,0.3214,0.2702,4
True,11,0.0175,ok,0.3359,0.3015,5
True,11,0.0171,ok,0.3326,0.2711,6
True,23,0.0164,ok,0.3326,0.2894,7
True,10,0.0163,ok,0.318,0.2801,8
True,11,0.0177,ok,0.3337,0.2807,9
True,16,0.0166,ok,0.3068,0.2533,10
True,15,0.0163,ok,0.3124,0.2709,11
True,17,0.0174,ok,0.3091,0.271,12
True,16,0.0181,ok,0.3281,0.2869,13
True,7,0.0109,ok,0.0179,0.0055,14
