model,global_best_valid_mrr20,global_best_test_mrr20,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,candidate_id,candidate_source,source_stage,transfer_from_dataset,result_path,timestamp_utc
FAME,0.352400,0.352000,0.352400,0.352000,0.352400,0.352000,P22_SG_D05_M09_C01_FAME_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_S3,SG_RETAIL_ROCKET_FAME_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_S3,retail_rocket,XFER_AMAZON_BEAUTY_FAD_H1_R1_C1,3,6,run_complete,7,False,True,XFER_amazon_beauty_FAD_H1_R1_C1,final_transfer,Final_all_datasets,amazon_beauty,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/retail_rocket/FAME/retail_rocket_FAME_p22_sg_d05_m09_c01_fame_xfer_amazon_beauty_fad_h1_r1_c1_s3_20260408_053915_300563_pid360517.json,2026-04-08T06:06:20.747692Z
FAME,0.354700,0.353000,0.354700,0.353000,0.354700,0.353000,P22_SG_D05_M09_C01_FAME_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_S1,SG_RETAIL_ROCKET_FAME_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_S1,retail_rocket,XFER_AMAZON_BEAUTY_FAD_H1_R1_C1,1,4,run_complete,7,False,True,XFER_amazon_beauty_FAD_H1_R1_C1,final_transfer,Final_all_datasets,amazon_beauty,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/retail_rocket/FAME/retail_rocket_FAME_p22_sg_d05_m09_c01_fame_xfer_amazon_beauty_fad_h1_r1_c1_s1_20260408_053915_438674_pid360515.json,2026-04-08T06:06:50.849531Z
FAME,0.354700,0.353000,0.354700,0.353000,0.351800,0.351200,P22_SG_D05_M09_C01_FAME_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_S2,SG_RETAIL_ROCKET_FAME_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_S2,retail_rocket,XFER_AMAZON_BEAUTY_FAD_H1_R1_C1,2,5,run_complete,7,False,True,XFER_amazon_beauty_FAD_H1_R1_C1,final_transfer,Final_all_datasets,amazon_beauty,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/retail_rocket/FAME/retail_rocket_FAME_p22_sg_d05_m09_c01_fame_xfer_amazon_beauty_fad_h1_r1_c1_s2_20260408_053915_131454_pid360516.json,2026-04-08T06:07:07.932217Z
FAME,0.354700,0.353000,0.354700,0.353000,0.316200,0.314800,P22_SG_D05_M09_C02_FAME_AGGR_SPARSE_FAME_G2_S1,SG_RETAIL_ROCKET_FAME_AGGR_SPARSE_FAME_G2_S1,retail_rocket,AGGR_SPARSE_FAME_G2,1,7,run_complete,7,False,True,AGGR_SPARSE_FAME_G2,manual,manual_sparse,amazon_beauty,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/retail_rocket/FAME/retail_rocket_FAME_p22_sg_d05_m09_c02_fame_aggr_sparse_fame_g2_s1_20260408_053915_060758_pid360518.json,2026-04-08T06:39:51.030764Z
FEARec,0.354700,0.353000,0.277300,0.279500,0.277300,0.279500,P22_SG_D05_M07_C01_FEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_S1,SG_RETAIL_ROCKET_FEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_S1,retail_rocket,XFER_FOURSQUARE_FAD_H1_R1_C2,1,5,run_complete,6,False,True,XFER_foursquare_FAD_H1_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/retail_rocket/FEARec/retail_rocket_FEARec_p22_sg_d05_m07_c01_fearec_xfer_foursquare_fad_h1_r1_c2_s1_20260408_060714_622762_pid365461.json,2026-04-08T06:47:36.584285Z
FEARec,0.354700,0.353000,0.279700,0.279900,0.279700,0.279900,P22_SG_D05_M07_C01_FEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_S2,SG_RETAIL_ROCKET_FEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_S2,retail_rocket,XFER_FOURSQUARE_FAD_H1_R1_C2,2,7,run_complete,6,False,True,XFER_foursquare_FAD_H1_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/retail_rocket/FEARec/retail_rocket_FEARec_p22_sg_d05_m07_c01_fearec_xfer_foursquare_fad_h1_r1_c2_s2_20260408_063956_548202_pid369876.json,2026-04-08T07:19:41.603499Z
FAME,0.354700,0.353000,0.354700,0.353000,0.308800,0.305500,P22_SG_D05_M09_C02_FAME_AGGR_SPARSE_FAME_G2_S2,SG_RETAIL_ROCKET_FAME_AGGR_SPARSE_FAME_G2_S2,retail_rocket,AGGR_SPARSE_FAME_G2,2,6,run_complete,7,False,True,AGGR_SPARSE_FAME_G2,manual,manual_sparse,amazon_beauty,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/retail_rocket/FAME/retail_rocket_FAME_p22_sg_d05_m09_c02_fame_aggr_sparse_fame_g2_s2_20260408_060625_833159_pid365333.json,2026-04-08T07:22:41.862555Z
FEARec,0.354700,0.353000,0.279700,0.280100,0.278900,0.280100,P22_SG_D05_M07_C01_FEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_S3,SG_RETAIL_ROCKET_FEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_S3,retail_rocket,XFER_FOURSQUARE_FAD_H1_R1_C2,3,5,run_complete,6,False,True,XFER_foursquare_FAD_H1_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/retail_rocket/FEARec/retail_rocket_FEARec_p22_sg_d05_m07_c01_fearec_xfer_foursquare_fad_h1_r1_c2_s3_20260408_064741_598481_pid370777.json,2026-04-08T07:27:59.260186Z
FAME,0.354700,0.353000,0.354700,0.353000,0.309100,0.309000,P22_SG_D05_M09_C02_FAME_AGGR_SPARSE_FAME_G2_S3,SG_RETAIL_ROCKET_FAME_AGGR_SPARSE_FAME_G2_S3,retail_rocket,AGGR_SPARSE_FAME_G2,3,4,run_complete,7,False,True,AGGR_SPARSE_FAME_G2,manual,manual_sparse,amazon_beauty,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/retail_rocket/FAME/retail_rocket_FAME_p22_sg_d05_m09_c02_fame_aggr_sparse_fame_g2_s3_20260408_060656_196461_pid365384.json,2026-04-08T07:31:06.520757Z
FEARec,0.354700,0.353000,0.279700,0.280100,0.221900,0.223900,P22_SG_D05_M07_C02_FEAREC_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_S1,SG_RETAIL_ROCKET_FEAREC_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_S1,retail_rocket,XFER_AMAZON_BEAUTY_FAD_H1_R1_C1,1,7,run_complete,6,False,True,XFER_amazon_beauty_FAD_H1_R1_C1,final_transfer,Final_all_datasets,amazon_beauty,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/retail_rocket/FEARec/retail_rocket_FEARec_p22_sg_d05_m07_c02_fearec_xfer_amazon_beauty_fad_h1_r1_c1_s1_20260408_071946_861837_pid374844.json,2026-04-08T07:52:45.910293Z
