model,best_mrr20_group,best_mrr20_run,best_mrr20_trial,best_hr10_group,best_hr10_run,best_hr10_trial,test_mrr20_group,test_mrr20_run,test_mrr20_trial,test_hr10_group,test_hr10_run,test_hr10_trial,hit_best_mrr20,hit_best_hr10,hit_test_mrr20,hit_test_hr10,trial_idx,trials_progress,status,run_phase,group_key,experiment_note,trial_knobs,log_rel_path
unknown,0.0766,0.0766,0.0766,0.1005,0.1005,0.1005,0.1573,0.1573,0.1573,0.1791,0.1791,0.1791,Y,Y,Y,Y,1,1/5,success,P2_real_M00_BSAREC_C01,unknown,C01 g0_20260318_134231_3507,drop=0.20 lr=0.00314 num_heads=2 num_layers=2 wd=1e-06,P2_real/bsarec_C01_g0_20260318_134231_3507.log
unknown,0.0766,0.0766,0.0766,0.1005,0.1005,0.1005,0.1573,0.1573,0.1573,0.1791,0.1791,0.1791,Y,Y,Y,Y,1,1/20,success,P2_real_M00_BSAREC_C01,unknown,C01 g0_20260318_141458_452,drop=0.20 lr=0.00314 num_heads=2 num_layers=2 wd=1e-06,P2_real/bsarec_C01_g0_20260318_141458_452.log
unknown,0.0771,0.0771,0.0771,0.1052,0.1052,0.1052,0.1573,0.1573,0.1566,0.1796,0.1796,0.1796,Y,Y,,Y,6,6/20,success,P2_real_M00_BSAREC_C01,unknown,C01 g0_20260318_141458_452,drop=0.20 lr=0.00314 num_heads=8 num_layers=3 wd=0.0001,P2_real/bsarec_C01_g0_20260318_141458_452.log
unknown,0.0771,0.0771,0.0754,0.1052,0.1052,0.0968,0.1574,0.1574,0.1574,0.1796,0.1796,0.1751,,,Y,,16,16/20,success,P2_real_M00_BSAREC_C01,unknown,C01 g0_20260318_141458_452,drop=0.20 lr=0.00198 num_heads=2 num_layers=3 wd=0,P2_real/bsarec_C01_g0_20260318_141458_452.log
unknown,0.0771,0.0758,0.0758,0.1052,0.0985,0.0985,0.1574,0.1553,0.1553,0.1796,0.1753,0.1753,Y,Y,Y,Y,1,1/5,success,P2_real_M00_BSAREC_C02,unknown,C02 g1_20260318_134231_91,drop=0.20 lr=0.00244 num_heads=4 num_layers=3 wd=1e-05,P2_real/bsarec_C02_g1_20260318_134231_91.log
unknown,0.0771,0.0758,0.0758,0.1052,0.0985,0.0985,0.1574,0.1553,0.1553,0.1796,0.1753,0.1753,Y,Y,Y,Y,1,1/20,success,P2_real_M00_BSAREC_C02,unknown,C02 g1_20260318_141458_31382,drop=0.20 lr=0.00244 num_heads=4 num_layers=3 wd=1e-05,P2_real/bsarec_C02_g1_20260318_141458_31382.log
unknown,0.0771,0.0767,0.0767,0.1052,0.1028,0.1028,0.1574,0.1553,0.1549,0.1796,0.1775,0.1775,Y,Y,,Y,6,6/20,success,P2_real_M00_BSAREC_C02,unknown,C02 g1_20260318_141458_31382,drop=0.20 lr=0.00363 num_heads=4 num_layers=3 wd=0.0001,P2_real/bsarec_C02_g1_20260318_141458_31382.log
unknown,0.0771,0.0767,0.0752,0.1052,0.1028,0.1024,0.1574,0.1553,0.1536,0.1796,0.1783,0.1783,,,,Y,7,7/20,success,P2_real_M00_BSAREC_C02,unknown,C02 g1_20260318_141458_31382,drop=0.20 lr=0.00163 num_heads=2 num_layers=2 wd=0.0001,P2_real/bsarec_C02_g1_20260318_141458_31382.log
unknown,0.0771,0.0767,0.0750,0.1052,0.1028,0.0957,0.1574,0.1563,0.1563,0.1796,0.1783,0.1739,,,Y,,18,18/20,success,P2_real_M00_BSAREC_C02,unknown,C02 g1_20260318_141458_31382,drop=0.20 lr=0.00197 num_heads=4 num_layers=2 wd=0,P2_real/bsarec_C02_g1_20260318_141458_31382.log
unknown,0.0771,0.0718,0.0718,0.1052,0.0892,0.0892,0.1574,0.1522,0.1522,0.1796,0.1673,0.1673,Y,Y,Y,Y,1,1/5,success,P2_real_M00_BSAREC_C03,unknown,C03 g2_20260318_134231_10181,drop=0.10 lr=0.00154 num_heads=4 num_layers=2 wd=0,P2_real/bsarec_C03_g2_20260318_134231_10181.log
unknown,0.0771,0.0748,0.0748,0.1052,0.0987,0.0987,0.1574,0.1548,0.1548,0.1796,0.1755,0.1755,Y,Y,Y,Y,3,3/5,success,P2_real_M00_BSAREC_C03,unknown,C03 g2_20260318_134231_10181,drop=0.20 lr=0.00316 num_heads=2 num_layers=2 wd=1e-06,P2_real/bsarec_C03_g2_20260318_134231_10181.log
unknown,0.0771,0.0749,0.0749,0.1052,0.0987,0.0972,0.1574,0.1548,0.1540,0.1796,0.1755,0.1729,Y,,,,5,5/5,success,P2_real_M00_BSAREC_C03,unknown,C03 g2_20260318_134231_10181,drop=0.20 lr=0.0015 num_heads=2 num_layers=2 wd=1e-05,P2_real/bsarec_C03_g2_20260318_134231_10181.log
unknown,0.0771,0.0718,0.0718,0.1052,0.0892,0.0892,0.1574,0.1522,0.1522,0.1796,0.1673,0.1673,Y,Y,Y,Y,1,1/20,success,P2_real_M00_BSAREC_C03,unknown,C03 g2_20260318_141458_23613,drop=0.10 lr=0.00154 num_heads=4 num_layers=2 wd=0,P2_real/bsarec_C03_g2_20260318_141458_23613.log
unknown,0.0771,0.0748,0.0748,0.1052,0.0987,0.0987,0.1574,0.1548,0.1548,0.1796,0.1755,0.1755,Y,Y,Y,Y,3,3/20,success,P2_real_M00_BSAREC_C03,unknown,C03 g2_20260318_141458_23613,drop=0.20 lr=0.00316 num_heads=2 num_layers=2 wd=1e-06,P2_real/bsarec_C03_g2_20260318_141458_23613.log
unknown,0.0771,0.0749,0.0749,0.1052,0.0987,0.0972,0.1574,0.1548,0.1540,0.1796,0.1755,0.1729,Y,,,,5,5/20,success,P2_real_M00_BSAREC_C03,unknown,C03 g2_20260318_141458_23613,drop=0.20 lr=0.0015 num_heads=2 num_layers=2 wd=1e-05,P2_real/bsarec_C03_g2_20260318_141458_23613.log
unknown,0.0771,0.0749,0.0748,0.1052,0.0987,0.0974,0.1574,0.1561,0.1561,0.1796,0.1755,0.1745,,,Y,,6,6/20,success,P2_real_M00_BSAREC_C03,unknown,C03 g2_20260318_141458_23613,drop=0.20 lr=0.00287 num_heads=8 num_layers=2 wd=0,P2_real/bsarec_C03_g2_20260318_141458_23613.log
unknown,0.0771,0.0763,0.0763,0.1052,0.1026,0.1026,0.1574,0.1565,0.1565,0.1796,0.1789,0.1789,Y,Y,Y,Y,7,7/20,success,P2_real_M00_BSAREC_C03,unknown,C03 g2_20260318_141458_23613,drop=0.20 lr=0.000999 num_heads=8 num_layers=1 wd=0.0001,P2_real/bsarec_C03_g2_20260318_141458_23613.log
unknown,0.0771,0.0764,0.0764,0.1052,0.1026,0.1019,0.1574,0.1565,0.1560,0.1796,0.1789,0.1779,Y,,,,13,13/20,success,P2_real_M00_BSAREC_C03,unknown,C03 g2_20260318_141458_23613,drop=0.10 lr=0.00203 num_heads=2 num_layers=2 wd=0.0001,P2_real/bsarec_C03_g2_20260318_141458_23613.log
unknown,0.0771,0.0743,0.0743,0.1052,0.0950,0.0950,0.1574,0.1551,0.1551,0.1796,0.1724,0.1724,Y,Y,Y,Y,1,1/5,success,P2_real_M00_BSAREC_C04,unknown,C04 g3_20260318_134231_22743,drop=0.20 lr=0.00094 num_heads=2 num_layers=3 wd=0.0001,P2_real/bsarec_C04_g3_20260318_134231_22743.log
unknown,0.0771,0.0755,0.0755,0.1052,0.1022,0.1022,0.1574,0.1551,0.1550,0.1796,0.1771,0.1771,Y,Y,,Y,3,3/5,success,P2_real_M00_BSAREC_C04,unknown,C04 g3_20260318_134231_22743,drop=0.20 lr=0.00364 num_heads=4 num_layers=1 wd=0.0001,P2_real/bsarec_C04_g3_20260318_134231_22743.log
unknown,0.0771,0.0743,0.0743,0.1052,0.0950,0.0950,0.1574,0.1551,0.1551,0.1796,0.1724,0.1724,Y,Y,Y,Y,1,1/20,success,P2_real_M00_BSAREC_C04,unknown,C04 g3_20260318_141458_6475,drop=0.20 lr=0.00094 num_heads=2 num_layers=3 wd=0.0001,P2_real/bsarec_C04_g3_20260318_141458_6475.log
unknown,0.0771,0.0755,0.0755,0.1052,0.1022,0.1022,0.1574,0.1551,0.1550,0.1796,0.1771,0.1771,Y,Y,,Y,3,3/20,success,P2_real_M00_BSAREC_C04,unknown,C04 g3_20260318_141458_6475,drop=0.20 lr=0.00364 num_heads=4 num_layers=1 wd=0.0001,P2_real/bsarec_C04_g3_20260318_141458_6475.log
unknown,0.0771,0.0762,0.0762,0.1052,0.1022,0.1010,0.1574,0.1567,0.1567,0.1796,0.1786,0.1786,Y,,Y,Y,10,10/20,success,P2_real_M00_BSAREC_C04,unknown,C04 g3_20260318_141458_6475,drop=0.00 lr=0.00329 num_heads=2 num_layers=2 wd=0.0001,P2_real/bsarec_C04_g3_20260318_141458_6475.log
unknown,0.0771,0.0770,0.0770,0.1052,0.1030,0.1030,0.1574,0.1567,0.1564,0.1796,0.1786,0.1783,Y,Y,,,16,16/20,success,P2_real_M00_BSAREC_C04,unknown,C04 g3_20260318_141458_6475,drop=0.20 lr=0.00365 num_heads=8 num_layers=1 wd=0.0001,P2_real/bsarec_C04_g3_20260318_141458_6475.log
unknown,0.0771,0.0770,0.0766,0.1052,0.1036,0.1036,0.1574,0.1568,0.1568,0.1796,0.1791,0.1791,,Y,Y,Y,17,17/20,success,P2_real_M00_BSAREC_C04,unknown,C04 g3_20260318_141458_6475,drop=0.20 lr=0.00354 num_heads=8 num_layers=1 wd=0.0001,P2_real/bsarec_C04_g3_20260318_141458_6475.log
unknown,0.0771,0.0746,0.0746,0.1052,0.0975,0.0975,0.1574,0.1537,0.1537,0.1796,0.1728,0.1728,Y,Y,Y,Y,1,1/5,success,P2_real_M00_BSAREC_C05,unknown,C05 g0_20260318_134803_19577,drop=0.20 lr=0.00186 num_heads=8 num_layers=3 wd=1e-05,P2_real/bsarec_C05_g0_20260318_134803_19577.log
unknown,0.0771,0.0748,0.0748,0.1052,0.0984,0.0984,0.1574,0.1561,0.1561,0.1796,0.1776,0.1776,Y,Y,Y,Y,3,3/5,success,P2_real_M00_BSAREC_C05,unknown,C05 g0_20260318_134803_19577,drop=0.20 lr=0.000842 num_heads=2 num_layers=3 wd=0.0001,P2_real/bsarec_C05_g0_20260318_134803_19577.log
unknown,0.0771,0.0746,0.0746,0.1052,0.0975,0.0975,0.1574,0.1537,0.1537,0.1796,0.1728,0.1728,Y,Y,Y,Y,1,1/20,running,P2_real_M00_BSAREC_C05,unknown,C05 g0_20260318_143619_5871,drop=0.20 lr=0.00186 num_heads=8 num_layers=3 wd=1e-05,P2_real/bsarec_C05_g0_20260318_143619_5871.log
