model,best_mrr20_group,best_mrr20_run,best_mrr20_trial,best_hr10_group,best_hr10_run,best_hr10_trial,test_mrr20_group,test_mrr20_run,test_mrr20_trial,test_hr10_group,test_hr10_run,test_hr10_trial,hit_best_mrr20,hit_best_hr10,hit_test_mrr20,hit_test_hr10,trial_idx,trials_progress,status,run_phase,group_key,experiment_note,trial_knobs,log_rel_path
unknown,0.0740,0.0740,0.0740,0.0992,0.0992,0.0992,0.1531,0.1531,0.1531,0.1754,0.1754,0.1754,Y,Y,Y,Y,1,1/20,success,P2_real_real_M00_BSAREC_C01,unknown,C01 g0_20260318_152905_10874,lr=0.000688,P2_real_real/bsarec_C01_g0_20260318_152905_10874.log
unknown,0.0747,0.0747,0.0747,0.0997,0.0997,0.0997,0.1543,0.1543,0.1543,0.1764,0.1764,0.1764,Y,Y,Y,Y,3,3/20,success,P2_real_real_M00_BSAREC_C01,unknown,C01 g0_20260318_152905_10874,lr=0.000804,P2_real_real/bsarec_C01_g0_20260318_152905_10874.log
unknown,0.0747,0.0747,0.0741,0.0997,0.0997,0.0986,0.1543,0.1543,0.1539,0.1765,0.1765,0.1765,,,,Y,4,4/20,success,P2_real_real_M00_BSAREC_C01,unknown,C01 g0_20260318_152905_10874,lr=0.00064,P2_real_real/bsarec_C01_g0_20260318_152905_10874.log
unknown,0.0747,0.0747,0.0745,0.0997,0.0997,0.0993,0.1546,0.1546,0.1546,0.1765,0.1765,0.1761,,,Y,,5,5/20,success,P2_real_real_M00_BSAREC_C01,unknown,C01 g0_20260318_152905_10874,lr=0.000802,P2_real_real/bsarec_C01_g0_20260318_152905_10874.log
unknown,0.0752,0.0752,0.0752,0.1017,0.1017,0.1017,0.1546,0.1546,0.1527,0.1778,0.1778,0.1778,Y,Y,,Y,6,6/20,success,P2_real_real_M00_BSAREC_C01,unknown,C01 g0_20260318_152905_10874,lr=0.00321,P2_real_real/bsarec_C01_g0_20260318_152905_10874.log
unknown,0.0752,0.0752,0.0751,0.1017,0.1017,0.1002,0.1548,0.1548,0.1548,0.1778,0.1778,0.1775,,,Y,,8,8/20,success,P2_real_real_M00_BSAREC_C01,unknown,C01 g0_20260318_152905_10874,lr=0.00145,P2_real_real/bsarec_C01_g0_20260318_152905_10874.log
unknown,0.0763,0.0763,0.0763,0.1019,0.1019,0.1019,0.1559,0.1559,0.1559,0.1789,0.1789,0.1789,Y,Y,Y,Y,9,9/20,success,P2_real_real_M00_BSAREC_C01,unknown,C01 g0_20260318_152905_10874,lr=0.00245,P2_real_real/bsarec_C01_g0_20260318_152905_10874.log
unknown,0.0763,0.0763,0.0756,0.1025,0.1025,0.1025,0.1559,0.1559,0.1539,0.1789,0.1789,0.1768,,Y,,,14,14/20,success,P2_real_real_M00_BSAREC_C01,unknown,C01 g0_20260318_152905_10874,lr=0.00294,P2_real_real/bsarec_C01_g0_20260318_152905_10874.log
unknown,0.0763,0.0763,0.0753,0.1039,0.1039,0.1039,0.1559,0.1559,0.1510,0.1789,0.1789,0.1786,,Y,,,16,16/20,success,P2_real_real_M00_BSAREC_C01,unknown,C01 g0_20260318_152905_10874,lr=0.00519,P2_real_real/bsarec_C01_g0_20260318_152905_10874.log
unknown,0.0763,0.0759,0.0759,0.1039,0.1023,0.1023,0.1559,0.1556,0.1556,0.1789,0.1783,0.1783,Y,Y,Y,Y,1,1/20,success,P2_real_real_M00_BSAREC_C02,unknown,C02 g1_20260318_152905_9679,lr=0.00411,P2_real_real/bsarec_C02_g1_20260318_152905_9679.log
unknown,0.0763,0.0760,0.0760,0.1039,0.1026,0.1026,0.1559,0.1556,0.1535,0.1789,0.1783,0.1775,Y,Y,,,6,6/20,success,P2_real_real_M00_BSAREC_C02,unknown,C02 g1_20260318_152905_9679,lr=0.00501,P2_real_real/bsarec_C02_g1_20260318_152905_9679.log
unknown,0.0763,0.0760,0.0753,0.1039,0.1026,0.0992,0.1562,0.1562,0.1562,0.1789,0.1783,0.1764,,,Y,,7,7/20,success,P2_real_real_M00_BSAREC_C02,unknown,C02 g1_20260318_152905_9679,lr=0.0019,P2_real_real/bsarec_C02_g1_20260318_152905_9679.log
unknown,0.0763,0.0760,0.0752,0.1039,0.1026,0.0976,0.1566,0.1566,0.1566,0.1789,0.1783,0.1763,,,Y,,10,10/20,success,P2_real_real_M00_BSAREC_C02,unknown,C02 g1_20260318_152905_9679,lr=0.00191,P2_real_real/bsarec_C02_g1_20260318_152905_9679.log
unknown,0.0764,0.0764,0.0764,0.1039,0.1026,0.1019,0.1566,0.1566,0.1566,0.1793,0.1793,0.1793,Y,,,Y,12,12/20,success,P2_real_real_M00_BSAREC_C02,unknown,C02 g1_20260318_152905_9679,lr=0.00288,P2_real_real/bsarec_C02_g1_20260318_152905_9679.log
unknown,0.0775,0.0775,0.0775,0.1039,0.1033,0.1033,0.1566,0.1566,0.1566,0.1799,0.1799,0.1799,Y,Y,,Y,16,16/20,success,P2_real_real_M00_BSAREC_C02,unknown,C02 g1_20260318_152905_9679,lr=0.00517,P2_real_real/bsarec_C02_g1_20260318_152905_9679.log
unknown,0.0775,0.0735,0.0735,0.1039,0.0944,0.0944,0.1566,0.1535,0.1535,0.1799,0.1730,0.1730,Y,Y,Y,Y,1,1/20,success,P2_real_real_M00_BSAREC_C03,unknown,C03 g2_20260318_152905_14521,lr=0.000949,P2_real_real/bsarec_C03_g2_20260318_152905_14521.log
unknown,0.0775,0.0750,0.0750,0.1039,0.0977,0.0977,0.1566,0.1544,0.1544,0.1799,0.1751,0.1751,Y,Y,Y,Y,2,2/20,success,P2_real_real_M00_BSAREC_C03,unknown,C03 g2_20260318_152905_14521,lr=0.00147,P2_real_real/bsarec_C03_g2_20260318_152905_14521.log
unknown,0.0775,0.0750,0.0743,0.1039,0.0977,0.0962,0.1566,0.1546,0.1546,0.1799,0.1754,0.1754,,,Y,Y,3,3/20,success,P2_real_real_M00_BSAREC_C03,unknown,C03 g2_20260318_152905_14521,lr=0.00127,P2_real_real/bsarec_C03_g2_20260318_152905_14521.log
unknown,0.0775,0.0761,0.0761,0.1039,0.1016,0.1016,0.1566,0.1566,0.1566,0.1799,0.1782,0.1782,Y,Y,Y,Y,4,4/20,success,P2_real_real_M00_BSAREC_C03,unknown,C03 g2_20260318_152905_14521,lr=0.00235,P2_real_real/bsarec_C03_g2_20260318_152905_14521.log
unknown,0.0775,0.0767,0.0767,0.1039,0.1025,0.1025,0.1566,0.1566,0.1566,0.1799,0.1792,0.1792,Y,Y,,Y,8,8/20,success,P2_real_real_M00_BSAREC_C03,unknown,C03 g2_20260318_152905_14521,lr=0.00409,P2_real_real/bsarec_C03_g2_20260318_152905_14521.log
unknown,0.0775,0.0771,0.0771,0.1039,0.1028,0.1028,0.1574,0.1574,0.1574,0.1803,0.1803,0.1803,Y,Y,Y,Y,12,12/20,success,P2_real_real_M00_BSAREC_C03,unknown,C03 g2_20260318_152905_14521,lr=0.0042,P2_real_real/bsarec_C03_g2_20260318_152905_14521.log
unknown,0.0775,0.0771,0.0767,0.1039,0.1033,0.1033,0.1575,0.1575,0.1575,0.1818,0.1818,0.1818,,Y,Y,Y,14,14/20,success,P2_real_real_M00_BSAREC_C03,unknown,C03 g2_20260318_152905_14521,lr=0.0039,P2_real_real/bsarec_C03_g2_20260318_152905_14521.log
