model,best_mrr20_group,best_mrr20_run,best_mrr20_trial,best_hr10_group,best_hr10_run,best_hr10_trial,test_mrr20_group,test_mrr20_run,test_mrr20_trial,test_hr10_group,test_hr10_run,test_hr10_trial,hit_best_mrr20,hit_best_hr10,hit_test_mrr20,hit_test_hr10,trial_idx,trials_progress,status,run_phase,group_key,experiment_note,trial_knobs,log_rel_path
unknown,0.0752,0.0752,0.0752,0.1028,0.1028,0.1028,0.1539,0.1539,0.1539,0.1788,0.1788,0.1788,Y,Y,Y,Y,1,1/40,success,P1_FIXREG_W1_D00_BSAREC_C1,unknown,C1 g0_20260314_164901_20879,lr=0.00225,P1_FIXREG/bsarec_C1_g0_20260314_164901_20879.log
unknown,0.0752,0.0752,0.0751,0.1028,0.1028,0.1011,0.1542,0.1542,0.1542,0.1788,0.1788,0.1775,,,Y,,15,15/40,success,P1_FIXREG_W1_D00_BSAREC_C1,unknown,C1 g0_20260314_164901_20879,lr=0.00201,P1_FIXREG/bsarec_C1_g0_20260314_164901_20879.log
unknown,0.0755,0.0755,0.0755,0.1028,0.1028,0.1003,0.1544,0.1544,0.1544,0.1788,0.1788,0.1780,Y,,Y,,20,20/40,success,P1_FIXREG_W1_D00_BSAREC_C1,unknown,C1 g0_20260314_164901_20879,lr=0.00065,P1_FIXREG/bsarec_C1_g0_20260314_164901_20879.log
unknown,0.0755,0.0755,0.0750,0.1028,0.1028,0.1002,0.1546,0.1546,0.1546,0.1788,0.1788,0.1784,,,Y,,39,39/40,success,P1_FIXREG_W1_D00_BSAREC_C1,unknown,C1 g0_20260314_164901_20879,lr=0.000706,P1_FIXREG/bsarec_C1_g0_20260314_164901_20879.log
unknown,0.0755,0.0740,0.0740,0.1028,0.0978,0.0978,0.1546,0.1515,0.1515,0.1788,0.1759,0.1759,Y,Y,Y,Y,1,1/40,success,P1_FIXREG_W1_D00_BSAREC_C1,unknown,C1 g0_20260314_180140_30620,lr=0.00225,P1_FIXREG/bsarec_C1_g0_20260314_180140_30620.log
unknown,0.0755,0.0740,0.0734,0.1028,0.1016,0.1016,0.1546,0.1515,0.1486,0.1788,0.1760,0.1760,,Y,,Y,6,6/40,success,P1_FIXREG_W1_D00_BSAREC_C1,unknown,C1 g0_20260314_180140_30620,lr=0.00895,P1_FIXREG/bsarec_C1_g0_20260314_180140_30620.log
unknown,0.0755,0.0745,0.0745,0.1028,0.1026,0.1026,0.1546,0.1528,0.1528,0.1791,0.1791,0.1791,Y,Y,Y,Y,8,8/40,success,P1_FIXREG_W1_D00_BSAREC_C1,unknown,C1 g0_20260314_180140_30620,lr=0.00408,P1_FIXREG/bsarec_C1_g0_20260314_180140_30620.log
unknown,0.0755,0.0745,0.0738,0.1028,0.1028,0.1028,0.1546,0.1528,0.1517,0.1791,0.1791,0.1786,,Y,,,31,31/40,success,P1_FIXREG_W1_D00_BSAREC_C1,unknown,C1 g0_20260314_180140_30620,lr=0.00511,P1_FIXREG/bsarec_C1_g0_20260314_180140_30620.log
unknown,0.0766,0.0766,0.0766,0.1037,0.1037,0.1037,0.1558,0.1558,0.1558,0.1796,0.1796,0.1796,Y,Y,Y,Y,1,1/40,success,P1_FIXREG_W1_D00_BSAREC_C2,unknown,C2 g1_20260314_180140_27162,lr=0.00275,P1_FIXREG/bsarec_C2_g1_20260314_180140_27162.log
unknown,0.0771,0.0771,0.0771,0.1037,0.1037,0.1033,0.1573,0.1573,0.1573,0.1803,0.1803,0.1803,Y,,Y,Y,2,2/40,success,P1_FIXREG_W1_D00_BSAREC_C2,unknown,C2 g1_20260314_180140_27162,lr=0.00423,P1_FIXREG/bsarec_C2_g1_20260314_180140_27162.log
unknown,0.0772,0.0772,0.0772,0.1037,0.1037,0.1028,0.1574,0.1574,0.1574,0.1803,0.1803,0.1797,Y,,Y,,7,7/40,success,P1_FIXREG_W1_D00_BSAREC_C2,unknown,C2 g1_20260314_180140_27162,lr=0.0042,P1_FIXREG/bsarec_C2_g1_20260314_180140_27162.log
unknown,0.0772,0.0772,0.0761,0.1037,0.1037,0.1015,0.1574,0.1574,0.1569,0.1811,0.1811,0.1811,,,,Y,10,10/40,success,P1_FIXREG_W1_D00_BSAREC_C2,unknown,C2 g1_20260314_180140_27162,lr=0.00242,P1_FIXREG/bsarec_C2_g1_20260314_180140_27162.log
unknown,0.0773,0.0773,0.0773,0.1037,0.1037,0.1028,0.1574,0.1574,0.1573,0.1811,0.1811,0.1804,Y,,,,11,11/40,success,P1_FIXREG_W1_D00_BSAREC_C2,unknown,C2 g1_20260314_180140_27162,lr=0.0035,P1_FIXREG/bsarec_C2_g1_20260314_180140_27162.log
unknown,0.0777,0.0777,0.0777,0.1097,0.1097,0.1097,0.1574,0.1574,0.1530,0.1816,0.1816,0.1816,Y,Y,,Y,21,21/40,success,P1_FIXREG_W1_D00_BSAREC_C2,unknown,C2 g1_20260314_180140_27162,lr=0.00969,P1_FIXREG/bsarec_C2_g1_20260314_180140_27162.log
unknown,0.0789,0.0789,0.0789,0.1097,0.1097,0.1090,0.1574,0.1574,0.1560,0.1839,0.1839,0.1839,Y,,,Y,28,28/40,success,P1_FIXREG_W1_D00_BSAREC_C2,unknown,C2 g1_20260314_180140_27162,lr=0.00996,P1_FIXREG/bsarec_C2_g1_20260314_180140_27162.log
unknown,0.0789,0.0743,0.0743,0.1097,0.0986,0.0986,0.1574,0.1545,0.1545,0.1839,0.1774,0.1774,Y,Y,Y,Y,1,1/40,success,P1_FIXREG_W1_D00_BSAREC_C3,unknown,C3 g2_20260314_180140_29594,lr=0.00233,P1_FIXREG/bsarec_C3_g2_20260314_180140_29594.log
unknown,0.0789,0.0755,0.0755,0.1097,0.1004,0.1004,0.1574,0.1555,0.1555,0.1839,0.1774,0.1760,Y,Y,Y,,21,21/40,success,P1_FIXREG_W1_D00_BSAREC_C3,unknown,C3 g2_20260314_180140_29594,lr=0.00266,P1_FIXREG/bsarec_C3_g2_20260314_180140_29594.log
unknown,0.0789,0.0757,0.0757,0.1097,0.1011,0.1011,0.1574,0.1566,0.1566,0.1839,0.1774,0.1768,Y,Y,Y,,22,22/40,success,P1_FIXREG_W1_D00_BSAREC_C3,unknown,C3 g2_20260314_180140_29594,lr=0.00291,P1_FIXREG/bsarec_C3_g2_20260314_180140_29594.log
unknown,0.0789,0.0765,0.0765,0.1097,0.1016,0.1016,0.1574,0.1566,0.1553,0.1839,0.1774,0.1760,Y,Y,,,25,25/40,success,P1_FIXREG_W1_D00_BSAREC_C3,unknown,C3 g2_20260314_180140_29594,lr=0.00315,P1_FIXREG/bsarec_C3_g2_20260314_180140_29594.log
unknown,0.0789,0.0765,0.0756,0.1097,0.1016,0.1015,0.1574,0.1566,0.1548,0.1839,0.1778,0.1778,,,,Y,26,26/40,success,P1_FIXREG_W1_D00_BSAREC_C3,unknown,C3 g2_20260314_180140_29594,lr=0.00371,P1_FIXREG/bsarec_C3_g2_20260314_180140_29594.log
unknown,0.0789,0.0765,0.0760,0.1097,0.1016,0.1015,0.1574,0.1566,0.1563,0.1839,0.1787,0.1787,,,,Y,28,28/40,success,P1_FIXREG_W1_D00_BSAREC_C3,unknown,C3 g2_20260314_180140_29594,lr=0.00321,P1_FIXREG/bsarec_C3_g2_20260314_180140_29594.log
unknown,0.0789,0.0770,0.0770,0.1097,0.1025,0.1025,0.1574,0.1566,0.1565,0.1839,0.1794,0.1794,Y,Y,,Y,30,30/40,success,P1_FIXREG_W1_D00_BSAREC_C3,unknown,C3 g2_20260314_180140_29594,lr=0.00353,P1_FIXREG/bsarec_C3_g2_20260314_180140_29594.log
