phase,dataset,source_dataset,target_dataset,pair_id,setting_id,seed,transfer_mode,backend_transfer_mode,policy,source_checkpoint,baseline_native_checkpoint,checkpoint_export,lr_values,job_key,run_phase,log_path
native,retail_rocket,,beauty,,beauty_h13_final,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/beauty/beauty_h13_final/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/beauty/beauty_h13_final/seed_2/best.pth,[0.000964234],native/retail_rocket/as_beauty/beauty_h13_final/seed_2,AI502_G1_NATIVE_retail_rocket_AS_beauty_beauty_h13_final_s2,
native,retail_rocket,,beauty,,beauty_h13_final,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/beauty/beauty_h13_final/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/beauty/beauty_h13_final/seed_3/best.pth,[0.000964234],native/retail_rocket/as_beauty/beauty_h13_final/seed_3,AI502_G1_NATIVE_retail_rocket_AS_beauty_beauty_h13_final_s3,
native,retail_rocket,,beauty,,beauty_h13_final,4,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/beauty/beauty_h13_final/seed_4/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/beauty/beauty_h13_final/seed_4/best.pth,[0.000964234],native/retail_rocket/as_beauty/beauty_h13_final/seed_4,AI502_G1_NATIVE_retail_rocket_AS_beauty_beauty_h13_final_s4,
native,retail_rocket,,beauty,,beauty_h13_final,5,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/beauty/beauty_h13_final/seed_5/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/beauty/beauty_h13_final/seed_5/best.pth,[0.000964234],native/retail_rocket/as_beauty/beauty_h13_final/seed_5,AI502_G1_NATIVE_retail_rocket_AS_beauty_beauty_h13_final_s5,
native,beauty,,retail_rocket,,retail_r10_h13_width_refine,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r10_h13_width_refine/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r10_h13_width_refine/seed_1/best.pth,[0.000692007],native/beauty/as_retail_rocket/retail_r10_h13_width_refine/seed_1,AI502_G1_NATIVE_beauty_AS_retail_rocket_retail_r10_h13_width_refine_s1,
native,beauty,,retail_rocket,,retail_r10_h13_width_refine,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r10_h13_width_refine/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r10_h13_width_refine/seed_2/best.pth,[0.000692007],native/beauty/as_retail_rocket/retail_r10_h13_width_refine/seed_2,AI502_G1_NATIVE_beauty_AS_retail_rocket_retail_r10_h13_width_refine_s2,
native,beauty,,retail_rocket,,retail_r10_h13_width_refine,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r10_h13_width_refine/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r10_h13_width_refine/seed_3/best.pth,[0.000692007],native/beauty/as_retail_rocket/retail_r10_h13_width_refine/seed_3,AI502_G1_NATIVE_beauty_AS_retail_rocket_retail_r10_h13_width_refine_s3,
native,beauty,,retail_rocket,,retail_r10_h13_width_refine,4,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r10_h13_width_refine/seed_4/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r10_h13_width_refine/seed_4/best.pth,[0.000692007],native/beauty/as_retail_rocket/retail_r10_h13_width_refine/seed_4,AI502_G1_NATIVE_beauty_AS_retail_rocket_retail_r10_h13_width_refine_s4,
native,beauty,,retail_rocket,,retail_r10_h13_width_refine,5,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r10_h13_width_refine/seed_5/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r10_h13_width_refine/seed_5/best.pth,[0.000692007],native/beauty/as_retail_rocket/retail_r10_h13_width_refine/seed_5,AI502_G1_NATIVE_beauty_AS_retail_rocket_retail_r10_h13_width_refine_s5,
native,retail_rocket,,retail_rocket,,retail_r10_h13_width_refine,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r10_h13_width_refine/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r10_h13_width_refine/seed_1/best.pth,[0.000692007],native/retail_rocket/as_retail_rocket/retail_r10_h13_width_refine/seed_1,AI502_G1_NATIVE_retail_rocket_AS_retail_rocket_retail_r10_h13_width_refine_s1,
native,retail_rocket,,retail_rocket,,retail_r10_h13_width_refine,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r10_h13_width_refine/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r10_h13_width_refine/seed_2/best.pth,[0.000692007],native/retail_rocket/as_retail_rocket/retail_r10_h13_width_refine/seed_2,AI502_G1_NATIVE_retail_rocket_AS_retail_rocket_retail_r10_h13_width_refine_s2,
native,retail_rocket,,retail_rocket,,retail_r10_h13_width_refine,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r10_h13_width_refine/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r10_h13_width_refine/seed_3/best.pth,[0.000692007],native/retail_rocket/as_retail_rocket/retail_r10_h13_width_refine/seed_3,AI502_G1_NATIVE_retail_rocket_AS_retail_rocket_retail_r10_h13_width_refine_s3,
native,retail_rocket,,retail_rocket,,retail_r10_h13_width_refine,4,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r10_h13_width_refine/seed_4/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r10_h13_width_refine/seed_4/best.pth,[0.000692007],native/retail_rocket/as_retail_rocket/retail_r10_h13_width_refine/seed_4,AI502_G1_NATIVE_retail_rocket_AS_retail_rocket_retail_r10_h13_width_refine_s4,
native,retail_rocket,,retail_rocket,,retail_r10_h13_width_refine,5,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r10_h13_width_refine/seed_5/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r10_h13_width_refine/seed_5/best.pth,[0.000692007],native/retail_rocket/as_retail_rocket/retail_r10_h13_width_refine/seed_5,AI502_G1_NATIVE_retail_rocket_AS_retail_rocket_retail_r10_h13_width_refine_s5,
native,beauty,,retail_rocket,,retail_r15_h13_width_lr_validate,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r15_h13_width_lr_validate/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r15_h13_width_lr_validate/seed_1/best.pth,[0.000702904],native/beauty/as_retail_rocket/retail_r15_h13_width_lr_validate/seed_1,AI502_G1_NATIVE_beauty_AS_retail_rocket_retail_r15_h13_width_lr_validate_s1,
native,beauty,,retail_rocket,,retail_r15_h13_width_lr_validate,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r15_h13_width_lr_validate/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r15_h13_width_lr_validate/seed_2/best.pth,[0.000702904],native/beauty/as_retail_rocket/retail_r15_h13_width_lr_validate/seed_2,AI502_G1_NATIVE_beauty_AS_retail_rocket_retail_r15_h13_width_lr_validate_s2,
native,beauty,,retail_rocket,,retail_r15_h13_width_lr_validate,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r15_h13_width_lr_validate/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r15_h13_width_lr_validate/seed_3/best.pth,[0.000702904],native/beauty/as_retail_rocket/retail_r15_h13_width_lr_validate/seed_3,AI502_G1_NATIVE_beauty_AS_retail_rocket_retail_r15_h13_width_lr_validate_s3,
native,beauty,,retail_rocket,,retail_r15_h13_width_lr_validate,4,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r15_h13_width_lr_validate/seed_4/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r15_h13_width_lr_validate/seed_4/best.pth,[0.000702904],native/beauty/as_retail_rocket/retail_r15_h13_width_lr_validate/seed_4,AI502_G1_NATIVE_beauty_AS_retail_rocket_retail_r15_h13_width_lr_validate_s4,
native,beauty,,retail_rocket,,retail_r15_h13_width_lr_validate,5,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r15_h13_width_lr_validate/seed_5/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/beauty/retail_rocket/retail_r15_h13_width_lr_validate/seed_5/best.pth,[0.000702904],native/beauty/as_retail_rocket/retail_r15_h13_width_lr_validate/seed_5,AI502_G1_NATIVE_beauty_AS_retail_rocket_retail_r15_h13_width_lr_validate_s5,
native,retail_rocket,,retail_rocket,,retail_r15_h13_width_lr_validate,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r15_h13_width_lr_validate/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r15_h13_width_lr_validate/seed_1/best.pth,[0.000702904],native/retail_rocket/as_retail_rocket/retail_r15_h13_width_lr_validate/seed_1,AI502_G1_NATIVE_retail_rocket_AS_retail_rocket_retail_r15_h13_width_lr_validate_s1,
native,retail_rocket,,retail_rocket,,retail_r15_h13_width_lr_validate,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r15_h13_width_lr_validate/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r15_h13_width_lr_validate/seed_2/best.pth,[0.000702904],native/retail_rocket/as_retail_rocket/retail_r15_h13_width_lr_validate/seed_2,AI502_G1_NATIVE_retail_rocket_AS_retail_rocket_retail_r15_h13_width_lr_validate_s2,
native,retail_rocket,,retail_rocket,,retail_r15_h13_width_lr_validate,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r15_h13_width_lr_validate/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r15_h13_width_lr_validate/seed_3/best.pth,[0.000702904],native/retail_rocket/as_retail_rocket/retail_r15_h13_width_lr_validate/seed_3,AI502_G1_NATIVE_retail_rocket_AS_retail_rocket_retail_r15_h13_width_lr_validate_s3,
native,retail_rocket,,retail_rocket,,retail_r15_h13_width_lr_validate,4,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r15_h13_width_lr_validate/seed_4/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r15_h13_width_lr_validate/seed_4/best.pth,[0.000702904],native/retail_rocket/as_retail_rocket/retail_r15_h13_width_lr_validate/seed_4,AI502_G1_NATIVE_retail_rocket_AS_retail_rocket_retail_r15_h13_width_lr_validate_s4,
native,retail_rocket,,retail_rocket,,retail_r15_h13_width_lr_validate,5,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r15_h13_width_lr_validate/seed_5/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_group1_best/checkpoints/native/retail_rocket/retail_rocket/retail_r15_h13_width_lr_validate/seed_5/best.pth,[0.000702904],native/retail_rocket/as_retail_rocket/retail_r15_h13_width_lr_validate/seed_5,AI502_G1_NATIVE_retail_rocket_AS_retail_rocket_retail_r15_h13_width_lr_validate_s5,
