avg_epoch_time_sec,early_stopped,epochs_run,mrr@20,status,test_hr@10,test_inference_time_sec,test_mrr@20,trial
2.5336879563331602,False,100,0.1422,ok,0.189,0.10993695259094238,0.1164,1
2.5347298121452333,False,100,0.1347,ok,0.1815,0.10938858985900879,0.1116,2
2.5263513636589052,False,100,0.1458,ok,0.1954,0.11192774772644043,0.1207,3
2.523152441978455,False,100,0.134,ok,0.1795,0.1129603385925293,0.1121,4
2.558794231414795,False,100,0.12,ok,0.1471,0.13851690292358398,0.0951,5
2.5485665249824523,False,100,0.1135,ok,0.1335,0.13766193389892578,0.0862,6
2.544380691051483,False,100,0.1132,ok,0.1319,0.11238551139831543,0.0856,7
2.508893599510193,False,100,0.1569,ok,0.209,0.11003541946411133,0.1291,8
2.5123722059973357,True,87,0.1605,ok,0.219,0.11203479766845703,0.1318,9
2.5481436586380006,False,100,0.118,ok,0.1451,0.11955142021179199,0.0914,10
2.5419742941856383,False,100,0.1078,ok,0.1243,0.1081995964050293,0.0828,11
2.5170151802024456,True,99,0.1313,ok,0.1595,0.11308050155639648,0.1024,12
2.5323347854614258,False,100,0.1445,ok,0.1946,0.1083838939666748,0.1182,13
2.5343593549728394,False,100,0.1311,ok,0.1659,0.1136941909790039,0.1058,14
