stage,dataset,model,family,job_id,parent_job_id,run_phase,runtime_seed,gpu_id,status,valid_score,test_score,best_valid_mrr20,test_mrr20,result_path,log_path,elapsed_sec,error,timestamp_utc
stage1,beauty,featured_moe_n3,route,S1_BEAUTY_G3K2,,S1_BEAUTY_TOPK_G3K2,920001,resume,ok,0.0863024975068864,0.04337777777777777,0.0679,0.0279,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s1_beauty_topk_g3k2_20260419_104631_832700_pid368108.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage1/beauty/featured_moe_n3/route/S1_BEAUTY_G3K2.log,0.0,,2026-04-19T10:48:47.858685Z
stage1,foursquare,featured_moe_n3,route,S1_FOURSQUARE_G4K2,,S1_FOURSQUARE_TOPK_G4K2,920004,1,ok,0.2644666666666667,0.22252222222222226,0.2006,0.1646,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/foursquare_FeaturedMoE_N3_s1_foursquare_topk_g4k2_20260419_104852_807609_pid369214.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage1/foursquare/featured_moe_n3/route/S1_FOURSQUARE_G4K2.log,390.9483234882355,,2026-04-19T10:55:18.820416Z
stage1,beauty,featured_moe_n3,route,S1_BEAUTY_G4K2,,S1_BEAUTY_TOPK_G4K2,920002,resume,ok,0.07310025735988061,0.040933333333333335,0.0492,0.0261,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s1_beauty_topk_g4k2_20260419_104631_876573_pid368110.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage1/beauty/featured_moe_n3/route/S1_BEAUTY_G4K2.log,0.0,,2026-04-19T10:48:47.860771Z
stage1,foursquare,featured_moe_n3,route,S1_FOURSQUARE_G3K2,,S1_FOURSQUARE_TOPK_G3K2,920003,0,ok,0.2659666666666667,0.22444122567860875,0.2026,0.1656,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/foursquare_FeaturedMoE_N3_s1_foursquare_topk_g3k2_20260419_104852_817555_pid369211.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage1/foursquare/featured_moe_n3/route/S1_FOURSQUARE_G3K2.log,359.9060754776001,,2026-04-19T10:54:47.775958Z
stage1,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S1_KUAIRECLARGESTRICTPOSV2_0_2_G3K2,,S1_KUAIRECLARGESTRICTPOSV2_0_2_TOPK_G3K2,920005,2,ok,0.02655028314584757,0.35086182819574396,0.0187,0.3416,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s1_kuaireclargestrictposv2_0_2_topk_g3k2_20260419_104852_951049_pid369216.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage1/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S1_KUAIRECLARGESTRICTPOSV2_0_2_G3K2.log,502.5064697265625,,2026-04-19T10:57:10.382302Z
stage1,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,S1_KUAIRECLARGESTRICTPOSV2_0_2_G4K2,,S1_KUAIRECLARGESTRICTPOSV2_0_2_TOPK_G4K2,920006,3,ok,0.025847267209391886,0.34723333333333334,0.0187,0.3397,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s1_kuaireclargestrictposv2_0_2_topk_g4k2_20260419_104852_987469_pid369218.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage1/kuaireclargestrictposv2_0_2/featured_moe_n3/route/S1_KUAIRECLARGESTRICTPOSV2_0_2_G4K2.log,552.1714861392975,,2026-04-19T10:58:00.046383Z
stage1,lastfm0.03,featured_moe_n3,route,S1_LASTFM0_03_G3K2,,S1_LASTFM0_03_TOPK_G3K2,920007,6,ok,0.33547777777777776,0.34192250370029426,0.2969,0.3015,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_topk_g3k2_20260419_104631_929642_pid368117.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage1/lastfm0_03/featured_moe_n3/route/S1_LASTFM0_03_G3K2.log,1468.5097169876099,,2026-04-19T11:10:56.327102Z
stage1,lastfm0.03,featured_moe_n3,route,S1_LASTFM0_03_G4K2,,S1_LASTFM0_03_TOPK_G4K2,920008,7,ok,0.33614444444444447,0.3416222222222222,0.2977,0.302,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_topk_g4k2_20260419_104631_834322_pid368118.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage1/lastfm0_03/featured_moe_n3/route/S1_LASTFM0_03_G4K2.log,1444.8864755630493,,2026-04-19T11:10:32.705409Z
stage1,movielens1m,featured_moe_n3,route,S1_MOVIELENS1M_G3K2,,S1_MOVIELENS1M_TOPK_G3K2,920009,6,ok,0.13806962573159767,0.09577777777777777,0.0872,0.0609,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/movielens1m_FeaturedMoE_N3_s1_movielens1m_topk_g3k2_20260419_104852_792369_pid369221.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage1/movielens1m/featured_moe_n3/route/S1_MOVIELENS1M_G3K2.log,1620.1140801906586,,2026-04-19T11:15:47.997157Z
stage1,movielens1m,featured_moe_n3,route,S1_MOVIELENS1M_G4K2,,S1_MOVIELENS1M_TOPK_G4K2,920010,7,ok,0.13457777777777777,0.0922948579549734,0.0862,0.0568,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/movielens1m_FeaturedMoE_N3_s1_movielens1m_topk_g4k2_20260419_104852_614756_pid369222.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage1/movielens1m/featured_moe_n3/route/S1_MOVIELENS1M_G4K2.log,1614.104819059372,,2026-04-19T11:15:41.986987Z
