early_stopped,epochs_run,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.n_eff,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.factored_group_entropy_mean,micro_1.group_cv_usage,micro_1.group_entropy_mean,micro_1.group_n_eff,micro_1.group_top1_max_frac,micro_1.n_eff,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.factored_group_entropy_mean,mid_1.group_cv_usage,mid_1.group_entropy_mean,mid_1.group_n_eff,mid_1.group_top1_max_frac,mid_1.n_eff,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3983,ok,0.4397,0.374,1
True,57,0.0,0.08005205541849136,0.0,1.3036610480363264,0.06750713288784027,-0.20530420541763306,0.0,0.08005205417703838,1.3036610480363264,3.974530356663134,0.3015243250685711,3.974530356663134,0.0,0.0,4.488815667497167,0.3015243250685711,0.0,0.016362503170967102,0.0,1.348073697199082,-0.09906424582004547,-0.19598563015460968,0.0,0.01636247911220384,1.348073697199082,3.998929310413457,0.2907467997144834,3.998929310413457,0.5191553280837761,0.41589808033959585,4.034929598443437,0.2907467997144834,0.0,0.0694398399853611,0.0,1.3148291757447481,-0.10616325587034225,-0.23060518503189087,0.0,0.06943984218461834,1.3148291757447481,3.9808049702356976,0.27680431608277084,3.9808049702356976,0.0,0.0,4.136367188150999,0.27680431608277084,0.4026,ok,0.4421,0.379,2
True,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4021,ok,0.4454,0.3791,3
True,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4019,ok,0.4426,0.378,4
