early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,15,0.0103,ok,0.0224,0.0092,1
True,41,0.0141,ok,0.0918,0.0462,2
True,19,0.0101,ok,0.0269,0.0101,3
True,25,0.013,ok,0.056,0.0331,4
True,10,0.0172,ok,0.3158,0.2529,5
True,19,0.0108,ok,0.0392,0.0204,6
True,8,0.0067,ok,0.019,0.0053,7
True,15,0.0103,ok,0.0246,0.0077,8
True,38,0.0182,ok,0.3606,0.3259,9
True,48,0.0156,ok,0.159,0.1142,10
True,16,0.019,ok,0.355,0.319,11
True,42,0.0141,ok,0.1142,0.0573,12
True,20,0.0175,ok,0.327,0.2935,13
True,8,0.0074,ok,0.019,0.0063,14
