early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
False,100,0.1971,ok,0.2529,0.1969,1
False,100,0.2316,ok,0.2869,0.2323,2
True,41,0.2488,ok,0.294,0.2446,3
True,100,0.2393,ok,0.2879,0.2361,4
True,64,0.247,ok,0.2923,0.2427,5
False,100,0.2048,ok,0.2553,0.2062,6
False,100,0.2444,ok,0.2933,0.2494,7
False,100,0.2313,ok,0.2876,0.2316,8
True,52,0.248,ok,0.3008,0.2511,9
False,100,0.2385,ok,0.2906,0.2377,10
