model,best_mrr20_group,best_mrr20_run,best_mrr20_trial,best_hr10_group,best_hr10_run,best_hr10_trial,test_mrr20_group,test_mrr20_run,test_mrr20_trial,test_hr10_group,test_hr10_run,test_hr10_trial,hit_best_mrr20,hit_best_hr10,hit_test_mrr20,hit_test_hr10,trial_idx,trials_progress,status,run_phase,group_key,experiment_note,trial_knobs,log_rel_path
FeaturedMoE_N3,0.0776,0.0776,0.0776,0.1070,0.1070,0.1070,0.1590,0.1590,0.1590,0.1856,0.1856,0.1856,Y,Y,Y,Y,1,1/15,success,P00,FeaturedMoE_N3,plain P00 scale1,drop=0.20 lr=0.00147 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_P00_plain_c2_one_layer.log
FeaturedMoE_N3,0.0776,0.0776,0.0774,0.1073,0.1073,0.1073,0.1591,0.1591,0.1591,0.1862,0.1862,0.1862,,Y,Y,Y,2,2/15,success,P00,FeaturedMoE_N3,plain P00 scale1,drop=0.15 lr=0.00171 wd=1e-06,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_P00_plain_c2_one_layer.log
FeaturedMoE_N3,0.0776,0.0776,0.0774,0.1075,0.1075,0.1075,0.1591,0.1591,0.1586,0.1862,0.1862,0.1854,,Y,,,4,4/15,success,P00,FeaturedMoE_N3,plain P00 scale1,drop=0.15 lr=0.000806 wd=1e-06,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_P00_plain_c2_one_layer.log
FeaturedMoE_N3,0.0776,0.0776,0.0776,0.1075,0.1075,0.1075,0.1592,0.1592,0.1592,0.1862,0.1862,0.1858,,,Y,,7,7/15,success,P00,FeaturedMoE_N3,plain P00 scale1,drop=0.20 lr=0.000352 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_P00_plain_c2_one_layer.log
FeaturedMoE_N3,0.0778,0.0778,0.0778,0.1075,0.1075,0.1074,0.1592,0.1592,0.1580,0.1862,0.1862,0.1836,Y,,,,8,8/15,success,P00,FeaturedMoE_N3,plain P00 scale1,drop=0.05 lr=0.00197 wd=5e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_P00_plain_c2_one_layer.log
FeaturedMoE_N3,0.0778,0.0778,0.0778,0.1080,0.1080,0.1080,0.1592,0.1592,0.1591,0.1862,0.1862,0.1855,,Y,,,11,11/15,success,P00,FeaturedMoE_N3,plain P00 scale1,drop=0.20 lr=0.00238 wd=0.0001,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_P00_plain_c2_one_layer.log
FeaturedMoE_N3,0.0780,0.0780,0.0780,0.1080,0.1075,0.1075,0.1592,0.1591,0.1591,0.1862,0.1833,0.1833,Y,Y,Y,Y,1,1/15,success,P01,FeaturedMoE_N3,plain P01 scale1,drop=0.10 lr=0.0019 wd=1e-05,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_P01_plain_c4_wide_two_layer.log
FeaturedMoE_N3,0.0782,0.0782,0.0782,0.1096,0.1096,0.1096,0.1592,0.1591,0.1582,0.1862,0.1859,0.1859,Y,Y,,Y,2,2/15,success,P01,FeaturedMoE_N3,plain P01 scale1,drop=0.25 lr=0.000862 wd=0.0005,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_P01_plain_c4_wide_two_layer.log
FeaturedMoE_N3,0.0783,0.0783,0.0783,0.1096,0.1096,0.1092,0.1592,0.1591,0.1583,0.1862,0.1859,0.1841,Y,,,,3,3/15,success,P01,FeaturedMoE_N3,plain P01 scale1,drop=0.25 lr=0.00103 wd=0.0005,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_P01_plain_c4_wide_two_layer.log
FeaturedMoE_N3,0.0783,0.0783,0.0783,0.1100,0.1100,0.1100,0.1592,0.1591,0.1591,0.1862,0.1859,0.1857,,Y,,,4,4/15,success,P01,FeaturedMoE_N3,plain P01 scale1,drop=0.20 lr=0.000253 wd=1e-07,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_P01_plain_c4_wide_two_layer.log
