early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,21,0.3635,ok,0.553,0.3606,1
False,40,0.3638,ok,0.5529,0.3614,2
True,21,0.3624,ok,0.5538,0.3638,3
False,40,0.3638,ok,0.5529,0.3614,4
True,21,0.3634,ok,0.5548,0.3627,5
True,29,0.3627,ok,0.5535,0.3605,6
