early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0826,ok,0.0614,0.0489,1
True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0929,ok,0.0789,0.0617,2
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0826,ok,0.0614,0.0489,3
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,ok,0.0614,0.0547,4
True,19,1.0,1.0,0.0,0.13821607441252914,0.0,2.1866981777442893,0.12279348075389862,-0.01070201862603426,0.0,0.11332620182479,1.0917999732312818,2.9619603875339036,1.0,2.8326500276548674,8.83129022123013,2.8326500276548674,0.0,1.0,5.761397573932083e-05,0.9999423890503696,0.0001265469905549446,0.9998734610161777,4.6294936663017867e-05,0.9999537061349311,3.302426580174834e-05,0.9999669762794933,2.004806423466378e-05,0.9999799521862052,5.160026103917477e-05,0.9999484010702314,0.0,0.0,7.704635647123894,2.8326500276548674,1.0,0.0951,ok,0.0614,0.0575,5
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0951,ok,0.0614,0.0575,6
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,ok,0.0702,0.0546,7
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0826,ok,0.0614,0.0503,8
True,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0398,ok,0.0088,0.0044,9
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,ok,0.0614,0.0548,10
True,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0408,ok,0.0088,0.0088,11
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0826,ok,0.0614,0.0504,12
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0635,ok,0.0526,0.0422,13
True,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0948,ok,0.0702,0.0585,14
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0947,ok,0.0614,0.0575,15
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0947,ok,0.0614,0.0576,16
True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0369,ok,0.0175,0.0136,17
True,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0381,ok,0.0088,0.0051,18
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0951,ok,0.0702,0.0565,19
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0826,ok,0.0614,0.0504,20
