global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group,template_count,aux_route_consistency_lambda,aux_z_loss_lambda
0.013500,0.013500,P4S1_S1_KUAIRECLARGESTRICTPOSV2_0_2_T03_LRHI_H7_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,2,running,0.107300,,,,,,2026-04-15T04:40:26.336706Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,T03_lrhi_h7,template,broad,H7,manual_template_bank,,tpe,T03_lrhi_h7,stage1,16,0.0005,0.0001
0.013600,0.013600,P4S1_S1_KUAIRECLARGESTRICTPOSV2_0_2_T08_REG_H2_MID_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,7,running,0.106500,,,,,,2026-04-15T04:43:17.530698Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,T08_reg_h2_mid,template,broad,H2,manual_template_bank,,tpe,T08_reg_h2_mid,stage1,16,0.0008,0.0002
0.013800,0.013800,P4S1_S1_KUAIRECLARGESTRICTPOSV2_0_2_T06_CAPACITY_H14_HI_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,5,running,0.112100,,,,,,2026-04-15T04:45:35.681053Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,T06_capacity_h14_hi,template,broad,H14,manual_template_bank,,tpe,T06_capacity_h14_hi,stage1,16,0.0005,0.0001
0.014000,0.014000,P4S1_S1_KUAIRECLARGESTRICTPOSV2_0_2_T03_LRHI_H7_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,2,running,0.112200,,,,,,2026-04-15T04:45:56.703413Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,T03_lrhi_h7,template,broad,H7,manual_template_bank,,tpe,T03_lrhi_h7,stage1,16,0.0005,0.0001
0.014700,0.014700,P4S1_S1_KUAIRECLARGESTRICTPOSV2_0_2_T06_CAPACITY_H14_HI_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,5,running,0.111700,,,,,,2026-04-15T04:59:24.607140Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,T06_capacity_h14_hi,template,broad,H14,manual_template_bank,,tpe,T06_capacity_h14_hi,stage1,16,0.0005,0.0001
0.014700,0.014000,P4S1_S1_KUAIRECLARGESTRICTPOSV2_0_2_T03_LRHI_H7_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,run_complete,KuaiRecLargeStrictPosV2_0.2,1,2,run_complete_no_result,0.112200,,,False,False,,2026-04-15T05:02:38.235915Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,T03_lrhi_h7,template,broad,H7,manual_template_bank,,tpe,T03_lrhi_h7,stage1,16,0.0005,0.0001
0.014700,0.013800,P4S1_S1_KUAIRECLARGESTRICTPOSV2_0_2_T08_REG_H2_MID_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,run_complete,KuaiRecLargeStrictPosV2_0.2,1,7,run_complete_no_result,0.110700,,,False,False,,2026-04-15T05:06:31.749849Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,T08_reg_h2_mid,template,broad,H2,manual_template_bank,,tpe,T08_reg_h2_mid,stage1,16,0.0008,0.0002
0.014700,0.014700,P4S1_S1_KUAIRECLARGESTRICTPOSV2_0_2_T06_CAPACITY_H14_HI_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,run_complete,KuaiRecLargeStrictPosV2_0.2,1,5,run_complete_no_result,0.111700,,,False,False,,2026-04-15T05:09:49.113820Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,T06_capacity_h14_hi,template,broad,H14,manual_template_bank,,tpe,T06_capacity_h14_hi,stage1,16,0.0005,0.0001
0.014700,0.013700,P4S1_S1_KUAIRECLARGESTRICTPOSV2_0_2_T02_LRMID_H7_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,run_complete,KuaiRecLargeStrictPosV2_0.2,1,1,run_complete_no_result,0.111400,,,False,False,,2026-04-15T05:11:21.244504Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,T02_lrmid_h7,template,broad,H7,manual_template_bank,,tpe,T02_lrmid_h7,stage1,16,0.0005,0.0001
0.014700,0.013800,P4S1_S1_KUAIRECLARGESTRICTPOSV2_0_2_T04_LRWIDE_H7_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,run_complete,KuaiRecLargeStrictPosV2_0.2,1,3,run_complete_no_result,0.110600,,,False,False,,2026-04-15T05:13:44.955565Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,T04_lrwide_h7,template,broad,H7,manual_template_bank,,tpe,T04_lrwide_h7,stage1,16,0.0005,0.0001
