stage,dataset,model,family,job_id,parent_job_id,run_phase,runtime_seed,gpu_id,status,valid_score,test_score,best_valid_mrr20,test_mrr20,result_path,log_path,elapsed_sec,error,timestamp_utc
stage1,beauty,difsr,baseline,ADD_STAGE1_BEAUTY_DIFSR_ARCHITECTURE,ADD_STAGE3_BEAUTY_DIFSR_C1,ADD_STAGE1_BEAUTY_DIFSR_ARCHITECTURE,910007,resume,ok,0.005442389403002329,0.0004222222222222222,0.005,0.0002,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_DIFSR_add_stage1_beauty_difsr_architecture_20260418_154118_430749_pid1720518.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/difsr/baseline/ADD_STAGE1_BEAUTY_DIFSR_ARCHITECTURE.log,0.0,,2026-04-19T12:09:42.396474Z
stage1,beauty,difsr,baseline,ADD_STAGE1_BEAUTY_DIFSR_STRUCTURE,ADD_STAGE3_BEAUTY_DIFSR_C1,ADD_STAGE1_BEAUTY_DIFSR_STRUCTURE,910008,resume,ok,0.018233896564361456,0.015266666666666666,0.0123,0.0092,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_DIFSR_add_stage1_beauty_difsr_structure_20260418_154118_476978_pid1720517.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/difsr/baseline/ADD_STAGE1_BEAUTY_DIFSR_STRUCTURE.log,0.0,,2026-04-19T12:09:42.401114Z
stage1,beauty,difsr,baseline,ADD_STAGE1_BEAUTY_DIFSR_DROPOUT,ADD_STAGE3_BEAUTY_DIFSR_C1,ADD_STAGE1_BEAUTY_DIFSR_DROPOUT,910006,resume,ok,0.005539391144930598,0.005488888888888889,0.0046,0.004,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_DIFSR_add_stage1_beauty_difsr_dropout_20260418_154118_381066_pid1720515.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/difsr/baseline/ADD_STAGE1_BEAUTY_DIFSR_DROPOUT.log,0.0,,2026-04-19T12:09:42.391721Z
stage1,beauty,difsr,baseline,ADD_STAGE1_BEAUTY_DIFSR_REGULARIZATION,ADD_STAGE3_BEAUTY_DIFSR_C1,ADD_STAGE1_BEAUTY_DIFSR_REGULARIZATION,910005,resume,ok,0.0011333333333333334,0.0004222222222222222,0.0005,0.0002,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_DIFSR_add_stage1_beauty_difsr_regularization_20260418_154118_411672_pid1720516.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/difsr/baseline/ADD_STAGE1_BEAUTY_DIFSR_REGULARIZATION.log,0.0,,2026-04-19T12:09:42.386926Z
stage1,beauty,bsarec,baseline,ADD_STAGE1_BEAUTY_BSAREC_STRUCTURE,ADD_STAGE3_BEAUTY_BSAREC_C2,ADD_STAGE1_BEAUTY_BSAREC_STRUCTURE,910004,resume,ok,0.008444168762416512,0.001605230734933527,0.0071,0.0007,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_BSARec_add_stage1_beauty_bsarec_structure_20260418_154118_484908_pid1720514.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/bsarec/baseline/ADD_STAGE1_BEAUTY_BSAREC_STRUCTURE.log,0.0,,2026-04-19T12:09:42.382008Z
stage1,beauty,bsarec,baseline,ADD_STAGE1_BEAUTY_BSAREC_REGULARIZATION,ADD_STAGE3_BEAUTY_BSAREC_C2,ADD_STAGE1_BEAUTY_BSAREC_REGULARIZATION,910001,resume,ok,0.00657865204272766,0.005386445107960238,0.0051,0.0022,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_BSARec_add_stage1_beauty_bsarec_regularization_20260418_154118_424148_pid1720509.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/bsarec/baseline/ADD_STAGE1_BEAUTY_BSAREC_REGULARIZATION.log,0.0,,2026-04-19T12:09:42.367418Z
stage1,beauty,bsarec,baseline,ADD_STAGE1_BEAUTY_BSAREC_ARCHITECTURE,ADD_STAGE3_BEAUTY_BSAREC_C2,ADD_STAGE1_BEAUTY_BSAREC_ARCHITECTURE,910003,resume,ok,0.0152,0.008488888888888888,0.013,0.0057,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_BSARec_add_stage1_beauty_bsarec_architecture_20260418_154118_389047_pid1720511.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/bsarec/baseline/ADD_STAGE1_BEAUTY_BSAREC_ARCHITECTURE.log,0.0,,2026-04-19T12:09:42.377190Z
stage1,beauty,fame,baseline,ADD_STAGE1_BEAUTY_FAME_REGULARIZATION,S3_BEAUTY_FAME_C1,ADD_STAGE1_BEAUTY_FAME_REGULARIZATION,910009,resume,ok,0.017263992901081913,0.01648888888888889,0.0113,0.0107,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_FAME_add_stage1_beauty_fame_regularization_20260418_154201_791626_pid1721003.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/fame/baseline/ADD_STAGE1_BEAUTY_FAME_REGULARIZATION.log,0.0,,2026-04-19T12:09:42.406133Z
stage1,beauty,fame,baseline,ADD_STAGE1_BEAUTY_FAME_STRUCTURE,S3_BEAUTY_FAME_C1,ADD_STAGE1_BEAUTY_FAME_STRUCTURE,910012,resume,ok,0.007477777777777778,0.006288888888888889,0.0051,0.0049,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_FAME_add_stage1_beauty_fame_structure_20260418_154218_906334_pid1721278.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/fame/baseline/ADD_STAGE1_BEAUTY_FAME_STRUCTURE.log,0.0,,2026-04-19T12:09:42.420522Z
stage1,beauty,fame,baseline,ADD_STAGE1_BEAUTY_FAME_ARCHITECTURE,S3_BEAUTY_FAME_C1,ADD_STAGE1_BEAUTY_FAME_ARCHITECTURE,910011,resume,ok,0.0317902510203604,0.028433333333333335,0.023,0.0207,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_FAME_add_stage1_beauty_fame_architecture_20260418_154209_546835_pid1721183.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/fame/baseline/ADD_STAGE1_BEAUTY_FAME_ARCHITECTURE.log,0.0,,2026-04-19T12:09:42.415801Z
stage1,beauty,fame,baseline,ADD_STAGE1_BEAUTY_FAME_DROPOUT,S3_BEAUTY_FAME_C1,ADD_STAGE1_BEAUTY_FAME_DROPOUT,910010,resume,ok,0.021796267130568005,0.022735899396712746,0.017,0.0168,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_FAME_add_stage1_beauty_fame_dropout_20260418_154202_552237_pid1721007.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/fame/baseline/ADD_STAGE1_BEAUTY_FAME_DROPOUT.log,0.0,,2026-04-19T12:09:42.410920Z
stage1,beauty,bsarec,baseline,ADD_STAGE1_BEAUTY_BSAREC_DROPOUT,ADD_STAGE3_BEAUTY_BSAREC_C2,ADD_STAGE1_BEAUTY_BSAREC_DROPOUT,910002,resume,ok,0.021676934785086997,0.02231111111111111,0.016,0.0137,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_BSARec_add_stage1_beauty_bsarec_dropout_20260418_154118_483845_pid1720512.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/bsarec/baseline/ADD_STAGE1_BEAUTY_BSAREC_DROPOUT.log,0.0,,2026-04-19T12:09:42.372320Z
stage1,beauty,fdsa,baseline,ADD_STAGE1_BEAUTY_FDSA_REGULARIZATION,S3_BEAUTY_FDSA_C1,ADD_STAGE1_BEAUTY_FDSA_REGULARIZATION,910017,resume,ok,0.11748888888888888,0.09633108962591724,0.0981,0.0791,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_FDSA_add_stage1_beauty_fdsa_regularization_20260418_154334_206572_pid1721716.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/fdsa/baseline/ADD_STAGE1_BEAUTY_FDSA_REGULARIZATION.log,0.0,,2026-04-19T12:09:42.444786Z
stage1,beauty,fdsa,baseline,ADD_STAGE1_BEAUTY_FDSA_ARCHITECTURE,S3_BEAUTY_FDSA_C1,ADD_STAGE1_BEAUTY_FDSA_ARCHITECTURE,910019,resume,ok,0.109595871098682,0.0925,0.0942,0.0779,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_FDSA_add_stage1_beauty_fdsa_architecture_20260418_154348_480231_pid1721819.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/fdsa/baseline/ADD_STAGE1_BEAUTY_FDSA_ARCHITECTURE.log,0.0,,2026-04-19T12:09:42.453949Z
stage1,beauty,fdsa,baseline,ADD_STAGE1_BEAUTY_FDSA_DROPOUT,S3_BEAUTY_FDSA_C1,ADD_STAGE1_BEAUTY_FDSA_DROPOUT,910018,resume,ok,0.0987,0.09723333333333334,0.0707,0.0782,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_FDSA_add_stage1_beauty_fdsa_dropout_20260418_154343_188973_pid1721783.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/fdsa/baseline/ADD_STAGE1_BEAUTY_FDSA_DROPOUT.log,0.0,,2026-04-19T12:09:42.449383Z
stage1,beauty,fdsa,baseline,ADD_STAGE1_BEAUTY_FDSA_STRUCTURE,S3_BEAUTY_FDSA_C1,ADD_STAGE1_BEAUTY_FDSA_STRUCTURE,910020,resume,ok,0.11182222222222221,0.08912425422883838,0.0944,0.0735,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_addtuning/beauty_FDSA_add_stage1_beauty_fdsa_structure_20260418_154405_370476_pid1721857.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_addtuning/stage1/beauty/fdsa/baseline/ADD_STAGE1_BEAUTY_FDSA_STRUCTURE.log,0.0,,2026-04-19T12:09:42.458479Z
