early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,40,0.0934,ok,0.1347,0.0711,1
True,76,0.0896,ok,0.1232,0.0509,2
True,52,0.0944,ok,0.1547,0.0631,3
True,76,0.0922,ok,0.1404,0.0623,4
True,46,0.0918,ok,0.1289,0.0508,5
True,71,0.0994,ok,0.1347,0.0591,6
True,58,0.0996,ok,0.1461,0.058,7
True,69,0.0921,ok,0.1433,0.0651,8
True,40,0.0961,ok,0.149,0.0638,9
True,67,0.0893,ok,0.1433,0.0547,10
True,96,0.0906,ok,0.1289,0.0531,11
True,72,0.0907,ok,0.1433,0.0577,12
True,44,0.0444,ok,0.0888,0.0335,13
