question,stage,dataset,model,family,job_id,parent_job_id,run_phase,setting_key,setting_label,base_rank,base_tag,seed_id,runtime_seed,gpu_id,status,selection_rule,valid_score,test_score,best_valid_mrr20,test_mrr20,checkpoint_file,result_path,base_result_json,log_path,elapsed_sec,error,timestamp_utc
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_TOP2_R01_S3,,A07_BEAUTY_GROUP_TOP2_R01_S3,group_top2,Group Top-2,1,beauty_top01_rfmoe,3,860006,5,ok,overall_seen_target,0.11299086618621611,0.07288888888888889,0.0887,0.0481,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_top2_r01_s3_20260419_094033_912268_pid812622_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_top2_r01_s3_20260419_094033_912268_pid812622.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_TOP2_R01_S3.log,191.46108150482178,,2026-04-19T09:43:40.771784Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_DENSE_R01_S3,,A07_BEAUTY_GROUP_DENSE_R01_S3,group_dense,Dense per Group,1,beauty_top01_rfmoe,3,860005,4,ok,overall_seen_target,0.11655555555555555,0.09366666666666666,0.0885,0.0588,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_dense_r01_s3_20260419_094033_959045_pid812624_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_dense_r01_s3_20260419_094033_959045_pid812624.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_DENSE_R01_S3.log,221.69735407829285,,2026-04-19T09:44:11.010809Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_TOP1_R01_S3,,A07_BEAUTY_GROUP_TOP1_R01_S3,group_top1,Group Top-1,1,beauty_top01_rfmoe,3,860007,6,ok,overall_seen_target,0.11523333333333335,0.0730702753662968,0.0884,0.047,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_top1_r01_s3_20260419_094033_975493_pid812626_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_top1_r01_s3_20260419_094033_975493_pid812626.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_TOP1_R01_S3.log,228.49350595474243,,2026-04-19T09:44:17.822270Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GLOBAL_TOP2_R01_S3,,A07_BEAUTY_GLOBAL_TOP2_R01_S3,global_top2,Global Top-2,1,beauty_top01_rfmoe,3,860004,3,ok,overall_seen_target,0.11790741749343889,0.0903401541061384,0.0885,0.0596,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top2_r01_s3_20260419_094033_886448_pid812621_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top2_r01_s3_20260419_094033_886448_pid812621.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GLOBAL_TOP2_R01_S3.log,240.32352495193481,,2026-04-19T09:44:29.631241Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_DENSE_GLOBAL_R02_S3,,A07_BEAUTY_DENSE_GLOBAL_R02_S3,dense_global,Dense (k=0),2,beauty_top02_rfmoe,3,860008,7,ok,overall_seen_target,0.1157111111111111,0.0903111111111111,0.0911,0.0691,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_dense_global_r02_s3_20260419_094033_923944_pid812625_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_dense_global_r02_s3_20260419_094033_923944_pid812625.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_DENSE_GLOBAL_R02_S3.log,245.12482738494873,,2026-04-19T09:44:34.450627Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GLOBAL_TOP8_R01_S3,,A07_BEAUTY_GLOBAL_TOP8_R01_S3,global_top8,Global Top-8,1,beauty_top01_rfmoe,3,860002,1,ok,overall_seen_target,0.12165555555555557,0.08973822887869481,0.0919,0.0569,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top8_r01_s3_20260419_094033_892416_pid812619_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top8_r01_s3_20260419_094033_892416_pid812619.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GLOBAL_TOP8_R01_S3.log,264.75869250297546,,2026-04-19T09:44:54.066625Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GLOBAL_TOP4_R01_S3,,A07_BEAUTY_GLOBAL_TOP4_R01_S3,global_top4,Global Top-4,1,beauty_top01_rfmoe,3,860003,2,ok,overall_seen_target,0.1212,0.08724753995091244,0.0902,0.0526,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top4_r01_s3_20260419_094033_982846_pid812623_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top4_r01_s3_20260419_094033_982846_pid812623.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GLOBAL_TOP4_R01_S3.log,266.76329946517944,,2026-04-19T09:44:56.069075Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_DENSE_GLOBAL_R01_S3,,A07_BEAUTY_DENSE_GLOBAL_R01_S3,dense_global,Dense (k=0),1,beauty_top01_rfmoe,3,860001,0,ok,overall_seen_target,0.12149498133684501,0.08762042446667433,0.0902,0.0533,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_dense_global_r01_s3_20260419_094033_933855_pid812618_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_dense_global_r01_s3_20260419_094033_933855_pid812618.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_DENSE_GLOBAL_R01_S3.log,267.1670618057251,,2026-04-19T09:44:56.468881Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GLOBAL_TOP8_R03_S3,,A07_BEAUTY_GLOBAL_TOP8_R03_S3,global_top8,Global Top-8,3,beauty_top03_rfmoe,3,860016,0,ok,overall_seen_target,0.10527476688388972,0.08717777777777777,0.0686,0.0591,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top8_r03_s3_20260419_094501_222099_pid814139_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_global_top8_r03_s3_20260419_094501_222099_pid814139.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GLOBAL_TOP8_R03_S3.log,197.25328660011292,,2026-04-19T09:48:13.729447Z
a07,a07,beauty,featured_moe_n3,route,A07_BEAUTY_GROUP_DENSE_R02_S3,,A07_BEAUTY_GROUP_DENSE_R02_S3,group_dense,Dense per Group,2,beauty_top02_rfmoe,3,860012,3,ok,overall_seen_target,0.11852884958865971,0.1021888888888889,0.091,0.084,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_dense_r02_s3_20260419_094434_719558_pid814040_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a07_beauty_group_dense_r02_s3_20260419_094434_719558_pid814040.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a07/beauty/featured_moe_n3/route/A07_BEAUTY_GROUP_DENSE_R02_S3.log,257.13350892066956,,2026-04-19T09:48:46.770074Z
