best_mrr20,epoch,eval,lr,patience_used,train_loss,trial,valid_mrr20
0.0005,1,1,0.0076887492528390725,0,16.55787754058838,1,0.0005
0.0027,3,1,0.007674821165697329,1,14.715807914733887,1,0.0006
0.0238,10,1,0.007517701637432732,1,8.030603408813477,1,0.0227
0.0341,14,1,0.007354547391346494,0,4.967848300933838,1,0.0341
0.0341,24,1,0.0067344121051731475,10,1.3486597537994385,1,0.0332
0.0708,1,1,0.0003706886249189485,0,16.57184410095215,2,0.0708
0.0708,3,1,0.00037001712643453406,2,16.36422061920166,2,0.0541
0.0708,10,1,0.00036244210740802446,9,15.801244258880615,2,0.0342
0.0708,11,1,0.000360710479253157,10,15.725151062011719,2,0.0344
0.0708,1,1,0.00023744181274669443,0,16.573628425598145,3,0.0708
0.0708,3,1,0.00023701168943921259,2,16.43173313140869,3,0.056
0.0708,10,1,0.00023215956793254806,9,16.069183349609375,3,0.0418
0.0708,11,1,0.00023105038653216154,10,16.01920795440674,3,0.0373
0.0209,1,1,0.003729380061628393,0,16.552010536193848,4,0.0209
0.0377,3,1,0.0037226243294832895,0,15.13315200805664,4,0.0377
0.0431,7,1,0.0036889815739658736,0,12.580466270446777,4,0.0431
0.0431,10,1,0.003646414478344487,3,10.755093574523926,4,0.0366
0.0431,17,1,0.003491835935561787,10,6.789556980133057,4,0.0242
0.0537,1,1,0.001112153071462753,0,16.563440322875977,5,0.0537
0.0537,3,1,0.0011101384180536083,2,16.018765926361084,5,0.0358
0.0708,10,1,0.0010874115791101057,1,14.435072898864746,5,0.0702
0.0731,11,1,0.0010822162873163844,0,14.228859901428223,5,0.0731
0.0731,21,1,0.0010053070612212056,10,12.21068525314331,5,0.0723
0.0542,1,1,0.0008309418844870385,0,16.56631565093994,6,0.0542
0.0542,3,1,0.0008294366421392552,2,16.145280838012695,6,0.0424
0.0689,10,1,0.0008124563515077601,0,14.9274001121521,6,0.0689
0.0737,15,1,0.0007895536857524025,0,14.114302158355713,6,0.0737
0.0737,25,1,0.0007194792280517084,10,12.618370056152344,6,0.0703
0.0708,1,1,0.00025902702383339034,0,16.573338508605957,7,0.0708
0.0708,3,1,0.0002585577991465941,2,16.42054557800293,7,0.056
0.0708,10,1,0.00025326458402744365,9,16.02530574798584,7,0.0417
0.0708,11,1,0.0002520545698614047,10,15.971115589141846,7,0.0353
0.0,1,1,0.006308859390024319,0,16.55428123474121,8,0.0
0.0059,3,1,0.00629743095862934,1,14.729562759399414,8,0.0059
0.0204,10,1,0.006168509468455594,1,8.512186050415039,8,0.0203
0.0398,26,1,0.005397374684286339,0,1.3390558958053589,8,0.0398
0.0398,36,1,0.004650283921390947,10,0.4422580748796463,8,0.0376
0.0664,1,1,0.000438395181624805,0,16.57096767425537,9,0.0664
0.0664,3,1,0.00043760103343614657,2,16.33097553253174,9,0.0524
0.0664,10,1,0.00042864243147563557,9,15.667508602142334,9,0.0346
0.0664,11,1,0.0004265945201332637,10,15.578369617462158,9,0.0357
0.0708,1,1,0.00021647853313266766,0,16.573923110961914,10,0.0708
0.0708,3,1,0.00021608638458228083,2,16.442697525024414,10,0.0575
0.0708,10,1,0.00021166264752353134,9,16.112010955810547,10,0.042
0.0708,11,1,0.0002106513936093361,10,16.066048622131348,10,0.0374
0.0708,1,1,0.0003728077335923031,0,16.57182025909424,11,0.0708
0.0708,3,1,0.00037213239636516276,2,16.363165855407715,11,0.054
0.0708,10,1,0.0003645140733701988,9,15.79703140258789,11,0.0342
0.0708,11,1,0.00036277254604930536,10,15.720531940460205,11,0.0344
0.0605,1,1,0.0005580881403206277,0,16.56947422027588,12,0.0605
0.0605,3,1,0.0005570771696158295,2,16.27325439453125,12,0.0495
0.0605,10,1,0.0005456726430207055,9,15.434941291809082,12,0.0519
0.0744,16,1,0.0005265260029594806,0,14.75322437286377,12,0.0744
0.0744,26,1,0.00047745727301038907,10,13.69525146484375,12,0.0705
0.0501,1,1,0.0015419483728580457,0,16.55980396270752,13,0.0501
0.0501,3,1,0.001539155149851416,2,15.836461544036865,13,0.0364
0.0736,10,1,0.0015076454474297432,2,13.735893726348877,13,0.0673
0.0746,19,1,0.0014199233411452056,0,11.276918411254883,13,0.0746
0.0746,29,1,0.0012685775010754193,10,8.816221237182617,13,0.028
0.0428,1,1,0.0024786778308822127,0,16.55467128753662,14,0.0428
0.0431,3,1,0.0024741877324683404,0,15.491384029388428,14,0.0431
0.0653,10,1,0.002423535971212851,0,12.366193771362305,14,0.0653
0.071,12,1,0.002399322644263417,0,11.518192768096924,14,0.071
0.071,22,1,0.0022182251794315793,10,7.55401086807251,14,0.0211
0.0605,1,1,0.0005876176474355912,0,16.569116592407227,15,0.0605
0.0605,3,1,0.0005865531843440828,2,16.259164810180664,15,0.0499
0.0605,10,1,0.0005745452225119369,9,15.378578662872314,15,0.056
0.0744,16,1,0.0005543854972351926,0,14.664269924163818,15,0.0744
0.0744,26,1,0.0005027204472687621,10,13.558619022369385,15,0.0706
0.0495,1,1,0.0018396818122497383,0,16.557790756225586,16,0.0495
0.0495,3,1,0.0018363492482979832,2,15.718856811523438,16,0.0368
0.069,10,1,0.0017987553654709545,5,13.280643463134766,16,0.0677
0.075,17,1,0.0017225026561675126,0,11.03028392791748,16,0.075
0.075,27,1,0.0015543080562488091,10,8.091725826263428,16,0.0233
0.0605,1,1,0.0006295987325625029,0,16.5686092376709,17,0.0605
0.0605,3,1,0.0006284582211837212,2,16.239235877990723,17,0.0499
0.0649,10,1,0.0006155923762194467,0,15.29914903640747,17,0.0649
0.0743,14,1,0.0006022323740695319,0,14.775233268737793,17,0.0743
0.0743,24,1,0.0005514521525597909,10,13.590084075927734,17,0.0704
0.0708,1,1,0.00019514018614617275,0,16.5742130279541,18,0.0708
0.0708,3,1,0.00019478669178341973,2,16.45398235321045,18,0.0575
0.0708,10,1,0.00019079900367128226,9,16.15581226348877,18,0.0488
0.0708,11,1,0.00018988742932623544,10,16.1138858795166,18,0.042
0.0708,1,1,0.00018843286043341344,0,16.57430648803711,19,0.0708
0.0708,3,1,0.00018809151631954272,2,16.457563400268555,19,0.0619
0.0708,10,1,0.0001842408923536338,9,16.169633865356445,19,0.0494
0.0708,11,1,0.00018336065048891494,10,16.128973960876465,19,0.0488
0.0708,1,1,0.00016253231673368302,0,16.574665069580078,20,0.0708
0.0708,3,1,0.0001622378911780596,2,16.471491813659668,20,0.0664
