early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,22,0.013,ok,0.0029,0.0008,1
True,27,0.0065,ok,0.0,0.0004,2
True,22,0.0086,ok,0.0,0.0004,3
True,13,0.0066,ok,0.0,0.0005,4
True,33,0.0131,ok,0.0086,0.0042,5
True,19,0.0066,ok,0.0,0.0004,6
True,12,0.0061,ok,0.0115,0.0058,7
True,47,0.0193,ok,0.0372,0.0204,8
True,18,0.0129,ok,0.0115,0.0046,9
True,22,0.011,ok,0.0029,0.0006,10
True,29,0.0075,ok,0.0029,0.0005,11
True,29,0.0063,ok,0.0,0.0002,12
True,13,0.0067,ok,0.0,0.0004,13
True,33,0.012,ok,0.0086,0.0042,14
True,18,0.0134,ok,0.0115,0.0062,15
