early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,ok,0.0614,0.0551,1
True,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1004,ok,0.1053,0.0673,2
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0477,ok,0.0175,0.0058,3
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,ok,0.0702,0.0422,4
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0476,ok,0.0526,0.0295,5
True,27,1.0,1.0,0.0,0.09484627120311356,0.0,2.1921666798857866,0.1479087918996811,-0.01833791472017765,0.0,0.05810224478932508,1.0966556452252538,2.9899067664370578,1.0,2.808191242049226,8.91975843008531,2.808191242049226,0.0,1.0,3.6389377396718585e-05,0.9999636118383405,8.042747632855862e-05,0.9999195757578742,2.8740655861597145e-05,0.9999712597571471,3.0661432435159136e-05,0.9999693390376218,2.014841321185451e-05,0.9999798518351576,5.0276662099414165e-05,0.9999497246017508,0.0,0.0,8.159216848727876,2.808191242049226,0.9279187817258884,0.1008,ok,0.1053,0.0738,6
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,ok,0.0614,0.0507,7
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0996,ok,0.0702,0.0572,8
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,ok,0.0614,0.0504,9
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,ok,0.0614,0.0504,10
True,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,ok,0.1053,0.0697,11
True,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1005,ok,0.1053,0.0722,12
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0892,ok,0.0789,0.0576,13
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0774,ok,0.0702,0.0423,14
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,ok,0.0614,0.0505,15
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1003,ok,0.1053,0.0718,16
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0992,ok,0.1053,0.0704,17
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,ok,0.0614,0.0507,18
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0827,ok,0.0877,0.0532,19
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0866,ok,0.0614,0.0509,20
