early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,27,0.0516,ok,0.1148,0.066,1
True,59,0.061,ok,0.1311,0.0546,2
False,100,0.0602,ok,0.1335,0.0542,3
True,22,0.0547,ok,0.1335,0.0676,4
True,50,0.0673,ok,0.1311,0.0661,5
True,21,0.0561,ok,0.1335,0.0648,6
True,44,0.0622,ok,0.1452,0.0586,7
True,15,0.0484,ok,0.1639,0.0604,8
True,70,0.0594,ok,0.1335,0.0538,9
True,32,0.0702,ok,0.1194,0.0674,10
True,30,0.0608,ok,0.1194,0.0501,11
True,32,0.0663,ok,0.1218,0.0652,12
True,72,0.071,ok,0.1241,0.0696,13
True,27,0.0523,ok,0.1194,0.065,14
True,47,0.0612,ok,0.1382,0.0563,15
True,26,0.0588,ok,0.1311,0.0652,16
True,53,0.0562,ok,0.1288,0.0473,17
True,32,0.0557,ok,0.1148,0.0434,18
True,32,0.0626,ok,0.1171,0.0524,19
True,23,0.0559,ok,0.1288,0.059,20
