early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,7,0.0973,ok,0.0789,0.0796,1
True,7,0.0973,ok,0.0789,0.0796,2
True,7,0.0973,ok,0.0789,0.0796,3
True,7,0.0973,ok,0.0789,0.0796,4
True,7,0.0973,ok,0.0789,0.0796,5
True,7,0.0973,ok,0.0789,0.0796,6
