early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
False,52,0.1223,ok,0.1785,0.1211,1
False,52,0.1249,ok,0.1865,0.1244,2
False,52,0.1076,ok,0.1496,0.1094,3
False,52,0.1224,ok,0.1809,0.1237,4
False,52,0.1043,ok,0.1615,0.1021,5
False,52,0.1229,ok,0.1836,0.1223,6
False,52,0.1225,ok,0.1812,0.122,7
False,52,0.1148,ok,0.1772,0.1138,8
False,52,0.12,ok,0.173,0.1208,9
False,52,0.1239,ok,0.1849,0.1249,10
False,52,0.1216,ok,0.1761,0.1204,11
False,52,0.1224,ok,0.1812,0.1215,12
