early_stopped,epochs_run,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.n_eff,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.stage_delta_norm,macro_1.top1_max_frac,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.n_eff,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
False,1,0.0,0.03340894356369972,0.0,1.3432981610694714,0.21226774156093597,0.16704516112804413,3.995540827128461,0.0,0.0,4.365165864719028,0.29713100611481497,0.0,0.07545501738786697,0.0,1.3675774200126471,0.4227844476699829,0.32804766297340393,3.977355184126629,0.0,0.0,5.059757384400876,0.42595621626844454,0.0437,ok,0.1124,0.0824,1
