avg_epoch_time_sec,early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_exposure_js,macro_1.route_consistency_feature_group_knn_exposure_score,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_eval_targets_per_sec,test_eval_time_sec,test_hr@10,test_mrr@20,trial
8.092027078975331,True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198,ok,12174.73528117144,0.29249095916748047,0.3157,0.1659,1
8.092183837890625,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1993,ok,11147.304468798418,0.31944942474365234,0.3157,0.1671,2
8.132533950805664,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1993,ok,13322.008502014902,0.2673020362854004,0.3149,0.1669,3
8.073091683180436,True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1995,ok,13539.997012046095,0.2629985809326172,0.3149,0.167,4
8.010651521682739,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1999,ok,11685.683818179257,0.3047318458557129,0.3165,0.1667,5
8.143133370772652,True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1995,ok,11535.281076735226,0.30870509147644043,0.3157,0.1668,6
8.123924322128296,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1997,ok,12372.793407325305,0.287808895111084,0.3177,0.166,7
8.137155180392059,True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,ok,12866.096186149402,0.27677392959594727,0.3153,0.1667,8
7.996494856747714,True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2001,ok,12529.416563484634,0.2842111587524414,0.3201,0.1659,9
8.229214725494385,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,ok,12559.295868257834,0.2835350036621094,0.3193,0.1656,10
8.121554946899414,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1997,ok,11646.483690465051,0.3057575225830078,0.3201,0.1659,11
8.097178593925808,True,23,1.0,1.0,0.0,0.11597459763288498,0.0,2.5487462839750847,0.3929535448551178,0.17533273994922638,0.0,0.057688351759190695,1.3249927091727285,3.98673229153362,0.3483752940151581,4.755810290665562,15.787655613434673,4.755810290665562,0.05412235591859983,0.9473161896677963,0.05770724848863401,0.9439262428260842,0.05715563757516376,0.9444486580382668,0.05772933812471952,0.9439053920691822,0.05906360776870167,0.9426468075900046,0.012928196554913503,0.9871550136064051,0.035492373184419015,0.9651346117636883,0.04816486703134709,0.9529766596924714,0.6967421735810639,0.34816687790372636,7.298514308892571,4.755810290665562,0.14121439149751722,0.2004,ok,13266.134701403716,0.26842784881591797,0.3157,0.1666,12
8.102946166992188,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1997,ok,12600.693095986333,0.28260350227355957,0.3173,0.1671,13
8.140156778422268,True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1993,ok,12777.589939388236,0.27869105339050293,0.3165,0.1666,14
8.287753374680229,True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,ok,12307.633679398195,0.28933262825012207,0.3157,0.1666,15
