early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,7,0.0024,ok,0.0019,0.0015,1
True,34,0.0356,ok,0.0324,0.0303,2
True,26,0.0344,ok,0.0327,0.0292,3
True,7,0.0029,ok,0.0021,0.0016,4
True,21,0.0339,ok,0.0319,0.0286,5
True,8,0.0022,ok,0.0016,0.0014,6
