early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1692,ok,0.1708,0.1681,1
True,7,1.0,1.0,0.0,0.10720636695623398,0.0,2.065763207576367,0.4020424485206604,0.27887478470802307,0.0,0.06680916401341648,0.6842908930975519,1.9911127989983444,0.7174955897372411,5.812006893256894,7.90909909463973,5.812006893256894,0.0032320941630328837,0.9967731234305415,0.0017312669767045987,0.9982713550946871,0.0002304397903763138,0.9997695867588328,0.0002862560986626386,0.9997137848687052,6.710758893957824e-05,0.9999328963456156,0.00034872476045075837,0.9996513360369611,0.0,0.0,9.67750819000819,5.812006893256894,0.5014391383739284,0.1696,ok,0.1743,0.1684,2
True,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1692,ok,0.1727,0.1684,3
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1692,ok,0.174,0.1683,4
True,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1691,ok,0.1732,0.1681,5
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1635,ok,0.1746,0.1621,6
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1691,ok,0.174,0.1684,7
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1676,ok,0.1746,0.1676,8
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1695,ok,0.1729,0.1684,9
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1695,ok,0.174,0.1684,10
