early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,44,0.0703,ok,0.1429,0.0763,1
True,27,0.065,ok,0.1382,0.0706,2
True,41,0.0691,ok,0.1077,0.072,3
True,69,0.0597,ok,0.1288,0.0631,4
True,37,0.0703,ok,0.1522,0.0753,5
True,48,0.0643,ok,0.1335,0.065,6
True,47,0.0696,ok,0.1335,0.0745,7
True,32,0.0687,ok,0.1382,0.0759,8
True,23,0.0497,ok,0.1077,0.0346,9
True,32,0.0662,ok,0.1265,0.0758,10
True,83,0.0598,ok,0.1522,0.0566,11
True,32,0.0688,ok,0.1382,0.0742,12
True,27,0.0618,ok,0.1148,0.0743,13
True,26,0.0644,ok,0.1265,0.0715,14
True,26,0.0451,ok,0.1311,0.0433,15
True,42,0.0692,ok,0.1429,0.0735,16
True,37,0.0733,ok,0.1405,0.0773,17
True,38,0.0645,ok,0.1335,0.0681,18
True,77,0.071,ok,0.1569,0.0795,19
True,67,0.0691,ok,0.1405,0.0757,20
