early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2262,ok,0.2869,0.2272,1
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2153,ok,0.2723,0.219,2
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2323,ok,0.2891,0.2378,3
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2217,ok,0.2837,0.2252,4
True,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188,ok,0.2359,0.1935,5
True,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2336,ok,0.2925,0.2348,6
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2218,ok,0.2803,0.2258,7
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2259,ok,0.2888,0.2284,8
True,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2293,ok,0.2962,0.2348,9
True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2261,ok,0.2821,0.2298,10
True,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1843,ok,0.2237,0.185,11
True,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233,ok,0.2917,0.2363,12
True,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2313,ok,0.2976,0.233,13
True,45,1.0,1.0,0.0,0.19276002487212068,0.0,2.093633149600792,0.4527604281902313,0.19650962948799133,0.0,0.09690748272967913,1.0444408128349152,2.9720886435239304,0.48860481632126024,5.096420741429711,8.677571118237303,5.096420741429711,0.0,1.0,0.01623266921092816,0.9839742403104674,0.030131887192109023,0.9703175526516998,0.01856612044067545,0.9816051682797022,0.0037316601864999513,0.9962752938047073,0.004208371810108853,0.9958030984395627,0.007907375261690462,0.9921238057891891,0.0,0.0,7.4765346797767736,5.096420741429711,0.3282114188563927,0.2345,ok,0.2901,0.2382,14
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2206,ok,0.2787,0.2252,15
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226,ok,0.2893,0.2288,16
True,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1874,ok,0.2375,0.1922,17
True,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2306,ok,0.296,0.2359,18
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,ok,0.2808,0.2236,19
True,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1604,ok,0.2046,0.1612,20
