global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group,template_count,combo_band,main_eval_target_mode,history_input_mode,history_eval_policy,aux_route_consistency_lambda,aux_z_loss_lambda
0.315800,0.315800,FH1_FH_LASTFM0_03_L01_H2_REGULARIZED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,lastfm0.03,1,3,running,0.307900,,,,,,2026-04-16T14:50:54.214918Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,L01_h2_regularized,full_history_combo,prior_strong,H2,L04_h2_regularized,best lastfm valid line with strong test retention,tpe,L04_h2_regularized,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0008,0.0002
0.319600,0.319600,FH1_FH_LASTFM0_03_L02_H5_ANCHOR_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,lastfm0.03,1,0,running,0.310300,,,,,,2026-04-16T14:53:33.421425Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,L02_h5_anchor,full_history_combo,prior_strong,H5,L01_h5_anchor,minimal lastfm carry-over with the best observed test among the base four,tpe,L01_h5_anchor,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.320200,0.320200,FH1_FH_LASTFM0_03_L02_H5_ANCHOR_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,lastfm0.03,1,0,running,0.309400,,,,,,2026-04-16T15:10:20.292085Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,L02_h5_anchor,full_history_combo,prior_strong,H5,L01_h5_anchor,minimal lastfm carry-over with the best observed test among the base four,tpe,L01_h5_anchor,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.320200,0.320200,FH1_FH_LASTFM0_03_L02_H5_ANCHOR_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,lastfm0.03,1,0,run_complete_no_result,0.309400,,,False,False,,2026-04-16T15:20:43.278727Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,L02_h5_anchor,full_history_combo,prior_strong,H5,L01_h5_anchor,minimal lastfm carry-over with the best observed test among the base four,tpe,L01_h5_anchor,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.320200,0.317700,FH1_FH_LASTFM0_03_L01_H2_REGULARIZED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,lastfm0.03,1,3,run_complete_no_result,0.310200,,,False,False,,2026-04-16T15:23:21.310662Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,L01_h2_regularized,full_history_combo,prior_strong,H2,L04_h2_regularized,best lastfm valid line with strong test retention,tpe,L04_h2_regularized,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0008,0.0002
