early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,10,0.2029,ok,0.3245,0.1714,1
True,10,0.2029,ok,0.3249,0.1716,2
True,10,0.2028,ok,0.3245,0.1716,3
True,10,0.2029,ok,0.3245,0.1716,4
True,10,0.2028,ok,0.3245,0.1714,5
True,10,0.2028,ok,0.3245,0.1716,6
True,10,0.2029,ok,0.3249,0.1718,7
True,10,0.203,ok,0.3245,0.172,8
True,10,0.2028,ok,0.3245,0.1715,9
True,10,0.2028,ok,0.3245,0.1716,10
True,10,0.2028,ok,0.3245,0.1718,11
True,10,0.2028,ok,0.3245,0.1716,12
True,10,0.2028,ok,0.3245,0.1714,13
True,10,0.2029,ok,0.3249,0.1717,14
True,10,0.2029,ok,0.3245,0.1717,15
