question,stage,dataset,model,family,job_id,parent_job_id,run_phase,setting_key,setting_label,base_rank,base_tag,seed_id,runtime_seed,gpu_id,status,selection_rule,valid_score,test_score,best_valid_mrr20,test_mrr20,checkpoint_file,result_path,base_result_json,log_path,elapsed_sec,error,timestamp_utc
q4,q4,beauty,featured_moe_n3,route,Q4_BEAUTY_REMOVE_TIME_R01_S3,,Q4_BEAUTY_REMOVE_TIME_R01_S3,remove_time,Remove Time,1,beauty_top01_rfmoe,3,860003,2,ok,overall_seen_target,0.10151111111111111,0.06012222222222222,0.0781,0.0374,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_remove_time_r01_s3_20260419_090943_107263_pid805307_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_remove_time_r01_s3_20260419_090943_107263_pid805307.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q4/beauty/featured_moe_n3/route/Q4_BEAUTY_REMOVE_TIME_R01_S3.log,138.39815855026245,,2026-04-19T09:11:56.883984Z
q4,q4,beauty,featured_moe_n3,route,Q4_BEAUTY_SEQUENCE_ONLY_R02_S3,,Q4_BEAUTY_SEQUENCE_ONLY_R02_S3,sequence_only,Sequence Only,2,beauty_top02_rfmoe,3,860008,7,ok,overall_seen_target,0.11568952288224277,0.0903111111111111,0.091,0.0691,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_sequence_only_r02_s3_20260419_090943_164757_pid805308_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_sequence_only_r02_s3_20260419_090943_164757_pid805308.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q4/beauty/featured_moe_n3/route/Q4_BEAUTY_SEQUENCE_ONLY_R02_S3.log,236.29779243469238,,2026-04-19T09:13:34.804045Z
q4,q4,beauty,featured_moe_n3,route,Q4_BEAUTY_SEQUENCE_ONLY_R01_S3,,Q4_BEAUTY_SEQUENCE_ONLY_R01_S3,sequence_only,Sequence Only,1,beauty_top01_rfmoe,3,860004,3,ok,overall_seen_target,0.11925811974256101,0.09415555555555556,0.0891,0.0591,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_sequence_only_r01_s3_20260419_090943_287644_pid805303_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_sequence_only_r01_s3_20260419_090943_287644_pid805303.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q4/beauty/featured_moe_n3/route/Q4_BEAUTY_SEQUENCE_ONLY_R01_S3.log,253.73353505134583,,2026-04-19T09:13:52.223496Z
q4,q4,beauty,featured_moe_n3,route,Q4_BEAUTY_FULL_R01_S3,,Q4_BEAUTY_FULL_R01_S3,full,Full,1,beauty_top01_rfmoe,3,860001,0,ok,overall_seen_target,0.12149498133684501,0.08762042446667433,0.0902,0.0533,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_full_r01_s3_20260419_090943_187059_pid805301_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_full_r01_s3_20260419_090943_187059_pid805301.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q4/beauty/featured_moe_n3/route/Q4_BEAUTY_FULL_R01_S3.log,264.757817029953,,2026-04-19T09:14:03.237344Z
q4,q4,beauty,featured_moe_n3,route,Q4_BEAUTY_REMOVE_CATEGORY_R01_S3,,Q4_BEAUTY_REMOVE_CATEGORY_R01_S3,remove_category,Remove Category,1,beauty_top01_rfmoe,3,860002,1,ok,overall_seen_target,0.10967777777777778,0.0964888888888889,0.0878,0.0705,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_remove_category_r01_s3_20260419_090943_235352_pid805299_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_remove_category_r01_s3_20260419_090943_235352_pid805299.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q4/beauty/featured_moe_n3/route/Q4_BEAUTY_REMOVE_CATEGORY_R01_S3.log,275.9796748161316,,2026-04-19T09:14:14.456991Z
q4,q4,beauty,featured_moe_n3,route,Q4_BEAUTY_FULL_R02_S3,,Q4_BEAUTY_FULL_R02_S3,full,Full,2,beauty_top02_rfmoe,3,860005,4,ok,overall_seen_target,0.11907826201214768,0.09590000000000001,0.0921,0.0758,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_full_r02_s3_20260419_090943_176497_pid805304_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_full_r02_s3_20260419_090943_176497_pid805304.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q4/beauty/featured_moe_n3/route/Q4_BEAUTY_FULL_R02_S3.log,302.796870470047,,2026-04-19T09:14:41.293293Z
q4,q4,beauty,featured_moe_n3,route,Q4_BEAUTY_REMOVE_TIME_R02_S3,,Q4_BEAUTY_REMOVE_TIME_R02_S3,remove_time,Remove Time,2,beauty_top02_rfmoe,3,860007,6,ok,overall_seen_target,0.11514444444444444,0.10033726658042318,0.0897,0.0683,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_remove_time_r02_s3_20260419_090943_111978_pid805305_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_remove_time_r02_s3_20260419_090943_111978_pid805305.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q4/beauty/featured_moe_n3/route/Q4_BEAUTY_REMOVE_TIME_R02_S3.log,314.0073277950287,,2026-04-19T09:14:52.508137Z
q4,q4,beauty,featured_moe_n3,route,Q4_BEAUTY_FULL_R03_S3,,Q4_BEAUTY_FULL_R03_S3,full,Full,3,beauty_top03_rfmoe,3,860009,2,ok,overall_seen_target,0.10571111111111112,0.08263333333333332,0.069,0.0555,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_full_r03_s3_20260419_091201_452445_pid805694_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_full_r03_s3_20260419_091201_452445_pid805694.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q4/beauty/featured_moe_n3/route/Q4_BEAUTY_FULL_R03_S3.log,225.2838625907898,,2026-04-19T09:15:42.172994Z
q4,q4,beauty,featured_moe_n3,route,Q4_BEAUTY_REMOVE_CATEGORY_R02_S3,,Q4_BEAUTY_REMOVE_CATEGORY_R02_S3,remove_category,Remove Category,2,beauty_top02_rfmoe,3,860006,5,ok,overall_seen_target,0.11508194792189538,0.1003101042447216,0.0891,0.0724,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_remove_category_r02_s3_20260419_090943_226404_pid805306_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_remove_category_r02_s3_20260419_090943_226404_pid805306.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q4/beauty/featured_moe_n3/route/Q4_BEAUTY_REMOVE_CATEGORY_R02_S3.log,365.68237590789795,,2026-04-19T09:15:44.176600Z
q4,q4,beauty,featured_moe_n3,route,Q4_BEAUTY_SEQUENCE_ONLY_R03_S3,,Q4_BEAUTY_SEQUENCE_ONLY_R03_S3,sequence_only,Sequence Only,3,beauty_top03_rfmoe,3,860012,0,ok,overall_seen_target,0.10627777777777778,0.0868299233400112,0.0692,0.0596,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_sequence_only_r03_s3_20260419_091408_657806_pid806107_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q4_beauty_sequence_only_r03_s3_20260419_091408_657806_pid806107.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q4/beauty/featured_moe_n3/route/Q4_BEAUTY_SEQUENCE_ONLY_R03_S3.log,204.6803457736969,,2026-04-19T09:17:27.922677Z
