early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138,ok,0.0258,0.0084,1
True,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0756,ok,0.1726,0.0712,2
True,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0748,ok,0.185,0.0717,3
True,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0609,ok,0.1384,0.0551,4
True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,ok,0.1781,0.0676,5
True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,ok,0.18,0.072,6
True,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0729,ok,0.1837,0.0725,7
True,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134,ok,0.0268,0.0119,8
True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,ok,0.1809,0.0734,9
True,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0738,ok,0.1818,0.0728,10
True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0738,ok,0.179,0.0717,11
True,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,ok,0.1804,0.0738,12
True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0766,ok,0.1777,0.0721,13
True,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0738,ok,0.1703,0.0702,14
True,41,1.0,1.0,0.0,0.2762581772727317,0.0,1.3694184261066884,0.34358739852905273,-0.01498088613152504,0.0,0.16037586638291668,0.46428492905722324,1.9498487279948975,0.6657116779067999,6.985978618421052,5.574557921600835,6.985978618421052,0.0,1.0,0.0,1.0,0.0,1.0,0.00012959630700689934,0.9998704120902318,0.0009358519015770099,0.999064863254989,0.0006333749159991686,0.9993668256235518,0.0,0.0,7.70311778624192,6.985978618421052,0.45342528269357535,0.0783,ok,0.1809,0.0745,15
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0775,ok,0.18,0.0641,16
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0751,ok,0.1772,0.069,17
True,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0727,ok,0.1814,0.0717,18
True,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0718,ok,0.1781,0.0686,19
False,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0722,ok,0.185,0.0729,20
