early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,23,0.0801,ok,0.1882,0.1614,1
True,31,0.0802,ok,0.1889,0.1615,2
True,48,0.0801,ok,0.1882,0.1616,3
True,27,0.0801,ok,0.1878,0.1615,4
True,44,0.0801,ok,0.1884,0.1614,5
True,34,0.0801,ok,0.1888,0.1614,6
True,23,0.0801,ok,0.1884,0.1614,7
True,14,0.0798,ok,0.1849,0.1602,8
True,15,0.0795,ok,0.1859,0.1608,9
True,16,0.0799,ok,0.185,0.1601,10
True,48,0.0801,ok,0.1883,0.1616,11
True,38,0.08,ok,0.1884,0.1613,12
True,14,0.0804,ok,0.1858,0.1601,13
True,17,0.0802,ok,0.1889,0.1618,14
True,44,0.0801,ok,0.1882,0.1613,15
True,14,0.0797,ok,0.1841,0.1601,16
True,17,0.0799,ok,0.188,0.1611,17
True,48,0.0801,ok,0.1881,0.1616,18
True,16,0.08,ok,0.1849,0.1603,19
True,17,0.0802,ok,0.1883,0.162,20
