early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0897,ok,0.1795,0.0911,1
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1049,ok,0.1858,0.1006,2
False,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1066,ok,0.1934,0.1058,3
True,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1077,ok,0.196,0.1067,4
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0978,ok,0.1834,0.0954,5
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0977,ok,0.1842,0.0951,6
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1125,ok,0.1994,0.1081,7
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1034,ok,0.2097,0.1084,8
True,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1079,ok,0.1942,0.1067,9
True,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1116,ok,0.1955,0.1039,10
True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1107,ok,0.1999,0.1074,11
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0952,ok,0.1834,0.0956,12
False,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1035,ok,0.1908,0.1044,13
True,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1072,ok,0.1929,0.1042,14
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1031,ok,0.1795,0.0971,15
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0891,ok,0.1737,0.0854,16
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1119,ok,0.1971,0.1078,17
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1103,ok,0.1978,0.1056,18
True,47,1.0,1.0,0.0,0.054481486097529945,0.0,1.7800093292722758,0.2794535756111145,0.08504372090101242,0.0,0.007865066468513196,0.6846254307388294,1.9998762684126727,0.6086360073164359,3.9297642904073586,5.982243729702837,3.9297642904073586,0.0,1.0,0.0,1.0,0.0,1.0,0.00044549492122935875,0.9995546042968988,7.280216658788974e-05,0.9999272005365318,0.0005208217204791957,0.9994793138836102,0.0,0.0,6.55580814717477,3.9297642904073586,0.5781290828325059,0.1138,ok,0.1986,0.109,19
True,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,ok,0.1939,0.1051,20
