dataset,model,stage,search_family,param,values_json
KuaiRecLargeStrictPosV2_0.2,difsr,stage1,baseline,num_layers,"[1, 2, 3, 4]"
KuaiRecLargeStrictPosV2_0.2,difsr,stage1,baseline,num_heads,"[1, 2, 4, 8]"
KuaiRecLargeStrictPosV2_0.2,difsr,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
KuaiRecLargeStrictPosV2_0.2,difsr,stage1,baseline,attn_dropout_prob,"[0.08, 0.1, 0.12, 0.15, 0.2]"
KuaiRecLargeStrictPosV2_0.2,difsr,stage1,baseline,attribute_hidden_size,"[96, 112, 128, 160, 192]"
KuaiRecLargeStrictPosV2_0.2,difsr,stage1,baseline,fusion_type,"[""gate"", ""concat"", ""sum""]"
KuaiRecLargeStrictPosV2_0.2,difsr,stage1,baseline,lambda_attr,"[0.1, 0.12, 0.14, 0.15, 0.16]"
KuaiRecLargeStrictPosV2_0.2,fame,stage1,baseline,learning_rate,"[0.00049485, 0.00062347, 0.00078553, 0.0009897, 0.00124694, 0.00157105, 0.0019794]"
KuaiRecLargeStrictPosV2_0.2,fame,stage1,baseline,weight_decay,"[5e-05, 0.0001, 0.0002, 0.00023699524606632798, 0.00036242228902787286]"
KuaiRecLargeStrictPosV2_0.2,fame,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30]"
KuaiRecLargeStrictPosV2_0.2,fame,stage1,baseline,hidden_size,"[64, 96, 128, 160, 192]"
KuaiRecLargeStrictPosV2_0.2,fame,stage1,baseline,embedding_size,"[64, 96, 128, 160, 192]"
KuaiRecLargeStrictPosV2_0.2,fame,stage1,baseline,num_layers,"[1, 2, 3, 4]"
KuaiRecLargeStrictPosV2_0.2,fame,stage1,baseline,num_heads,"[1, 2, 4, 8]"
KuaiRecLargeStrictPosV2_0.2,fame,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
KuaiRecLargeStrictPosV2_0.2,fame,stage1,baseline,attn_dropout_prob,"[0.05, 0.08, 0.1, 0.12, 0.15]"
KuaiRecLargeStrictPosV2_0.2,fame,stage1,baseline,num_experts,"[2, 3, 4, 5, 6]"
KuaiRecLargeStrictPosV2_0.2,fdsa,stage1,baseline,learning_rate,"[0.0003887, 0.00050828, 0.00066466, 0.00086915, 0.00113656, 0.00148623, 0.00194349]"
KuaiRecLargeStrictPosV2_0.2,fdsa,stage1,baseline,weight_decay,"[0.0, 1e-06, 1e-05, 5e-05, 0.0001]"
KuaiRecLargeStrictPosV2_0.2,fdsa,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
KuaiRecLargeStrictPosV2_0.2,fdsa,stage1,baseline,hidden_size,"[96, 112, 128, 160, 192]"
KuaiRecLargeStrictPosV2_0.2,fdsa,stage1,baseline,embedding_size,"[96, 112, 128, 160, 192]"
KuaiRecLargeStrictPosV2_0.2,fdsa,stage1,baseline,n_layers,"[1, 2, 3, 4]"
KuaiRecLargeStrictPosV2_0.2,fdsa,stage1,baseline,n_heads,"[1, 2, 4, 8]"
KuaiRecLargeStrictPosV2_0.2,fdsa,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
KuaiRecLargeStrictPosV2_0.2,fdsa,stage1,baseline,attn_dropout_prob,"[0.05, 0.08, 0.1, 0.12, 0.15]"
KuaiRecLargeStrictPosV2_0.2,fdsa,stage1,baseline,attribute_hidden_size,"[64, 80, 96, 112, 128]"
KuaiRecLargeStrictPosV2_0.2,fdsa,stage1,baseline,lambda_attr,"[0.0, 0.018, 0.08, 0.1, 0.12]"
KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,stage1,route_bank,bank_count,[24]
lastfm0.03,sasrec,stage1,baseline,learning_rate,"[0.00028071, 0.0003784, 0.00051008, 0.00068759, 0.00092688, 0.00124944, 0.00168425]"
lastfm0.03,sasrec,stage1,baseline,weight_decay,"[0.0, 1e-06, 1e-05, 5e-05, 0.0001]"
lastfm0.03,sasrec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
lastfm0.03,sasrec,stage1,baseline,hidden_size,"[96, 128, 160, 192, 224]"
lastfm0.03,sasrec,stage1,baseline,embedding_size,"[96, 128, 160, 192, 224]"
lastfm0.03,sasrec,stage1,baseline,num_layers,"[1, 2, 3, 4]"
lastfm0.03,sasrec,stage1,baseline,num_heads,"[1, 2, 4, 8]"
lastfm0.03,sasrec,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
lastfm0.03,sasrec,stage1,baseline,attn_dropout_prob,"[0.05, 0.08, 0.1, 0.12, 0.15]"
lastfm0.03,gru4rec,stage1,baseline,learning_rate,"[0.00078359, 0.00097455, 0.00121206, 0.00150745, 0.00187483, 0.00233174, 0.0029]"
lastfm0.03,gru4rec,stage1,baseline,weight_decay,"[0.0, 1e-06, 1e-05, 5e-05, 0.0001]"
lastfm0.03,gru4rec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
lastfm0.03,gru4rec,stage1,baseline,hidden_size,"[128, 160, 192, 224, 256]"
lastfm0.03,gru4rec,stage1,baseline,embedding_size,"[128, 160, 192, 224, 256]"
lastfm0.03,gru4rec,stage1,baseline,num_layers,"[1, 2, 3, 4]"
lastfm0.03,gru4rec,stage1,baseline,dropout_prob,"[0.1, 0.15, 0.2, 0.25, 0.3]"
lastfm0.03,tisasrec,stage1,baseline,learning_rate,"[0.0003509, 0.00044572, 0.00056616, 0.00071914, 0.00091346, 0.00116028, 0.0014738]"
lastfm0.03,tisasrec,stage1,baseline,weight_decay,"[0.0, 1e-06, 1e-05, 5e-05, 0.0001]"
lastfm0.03,tisasrec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
lastfm0.03,tisasrec,stage1,baseline,hidden_size,"[64, 96, 128, 160, 192]"
lastfm0.03,tisasrec,stage1,baseline,embedding_size,"[64, 96, 128, 160, 192]"
lastfm0.03,tisasrec,stage1,baseline,n_layers,"[1, 2, 3, 4]"
lastfm0.03,tisasrec,stage1,baseline,n_heads,"[1, 2, 4, 8]"
lastfm0.03,tisasrec,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
lastfm0.03,tisasrec,stage1,baseline,attn_dropout_prob,"[0.05, 0.08, 0.1, 0.12, 0.15]"
lastfm0.03,tisasrec,stage1,baseline,time_span,"[128, 256, 384, 512, 1024]"
lastfm0.03,duorec,stage1,baseline,learning_rate,"[0.00012372, 0.00015588, 0.00019639, 0.00024744, 0.00031175, 0.00039278, 0.00049488]"
lastfm0.03,duorec,stage1,baseline,weight_decay,"[1e-06, 1e-05, 5e-05, 0.0001, 0.00015]"
lastfm0.03,duorec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
lastfm0.03,duorec,stage1,baseline,hidden_size,"[64, 96, 112, 128, 160]"
lastfm0.03,duorec,stage1,baseline,embedding_size,"[64, 96, 112, 128, 160]"
lastfm0.03,duorec,stage1,baseline,n_layers,"[1, 2, 3, 4]"
lastfm0.03,duorec,stage1,baseline,n_heads,"[1, 2, 4, 8]"
lastfm0.03,duorec,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
lastfm0.03,duorec,stage1,baseline,attn_dropout_prob,"[0.05, 0.08, 0.1, 0.12, 0.15]"
lastfm0.03,duorec,stage1,baseline,tau,"[0.16, 0.18, 0.2, 0.22, 0.25]"
lastfm0.03,duorec,stage1,baseline,lmd,"[0.02, 0.03, 0.04, 0.05, 0.06]"
lastfm0.03,duorec,stage1,baseline,lmd_sem,"[0.0, 0.05, 0.08, 0.1, 0.12]"
lastfm0.03,bsarec,stage1,baseline,learning_rate,"[0.00014419, 0.00019436, 0.000262, 0.00035318, 0.00047609, 0.00064178, 0.00086512]"
lastfm0.03,bsarec,stage1,baseline,weight_decay,"[1e-05, 5e-05, 0.0001, 0.0002, 0.0005]"
lastfm0.03,bsarec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
lastfm0.03,bsarec,stage1,baseline,hidden_size,"[64, 96, 112, 128, 160]"
lastfm0.03,bsarec,stage1,baseline,embedding_size,"[64, 96, 112, 128, 160]"
lastfm0.03,bsarec,stage1,baseline,num_layers,"[1, 2, 3, 4]"
lastfm0.03,bsarec,stage1,baseline,num_heads,"[1, 2, 4, 8]"
lastfm0.03,bsarec,stage1,baseline,hidden_dropout_prob,"[0.12, 0.15, 0.2, 0.25, 0.3]"
lastfm0.03,bsarec,stage1,baseline,attn_dropout_prob,"[0.1, 0.12, 0.15, 0.2, 0.25]"
lastfm0.03,bsarec,stage1,baseline,bsarec_alpha,"[0.35, 0.5, 0.55, 0.7, 0.78]"
lastfm0.03,bsarec,stage1,baseline,bsarec_c,"[2, 3, 5, 7]"
lastfm0.03,fearec,stage1,baseline,learning_rate,"[0.00016025, 0.00019525, 0.00023789, 0.00028984, 0.00035314, 0.00043026, 0.00052422]"
lastfm0.03,fearec,stage1,baseline,weight_decay,"[1e-06, 1e-05, 5e-05, 0.0001, 0.00015]"
lastfm0.03,fearec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
lastfm0.03,fearec,stage1,baseline,hidden_size,"[64, 96, 112, 128, 160]"
lastfm0.03,fearec,stage1,baseline,embedding_size,"[64, 96, 112, 128, 160]"
lastfm0.03,fearec,stage1,baseline,n_layers,"[1, 2, 3, 4]"
lastfm0.03,fearec,stage1,baseline,n_heads,"[1, 2, 4, 8]"
lastfm0.03,fearec,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
lastfm0.03,fearec,stage1,baseline,attn_dropout_prob,"[0.05, 0.08, 0.1, 0.12, 0.15]"
lastfm0.03,fearec,stage1,baseline,tau,"[0.16, 0.18, 0.2, 0.22, 0.25]"
lastfm0.03,fearec,stage1,baseline,lmd,"[0.02, 0.03, 0.04, 0.05, 0.06]"
lastfm0.03,fearec,stage1,baseline,lmd_sem,"[0.0, 0.05, 0.08, 0.1, 0.12]"
lastfm0.03,difsr,stage1,baseline,learning_rate,"[0.00012973, 0.00017487, 0.00023573, 0.00031777, 0.00042835, 0.00057742, 0.00077837]"
lastfm0.03,difsr,stage1,baseline,weight_decay,"[1e-06, 1e-05, 5e-05, 0.0001, 0.0002]"
lastfm0.03,difsr,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
lastfm0.03,difsr,stage1,baseline,hidden_size,"[96, 112, 128, 160, 192]"
lastfm0.03,difsr,stage1,baseline,embedding_size,"[96, 112, 128, 160, 192]"
lastfm0.03,difsr,stage1,baseline,num_layers,"[1, 2, 3, 4]"
lastfm0.03,difsr,stage1,baseline,num_heads,"[1, 2, 4, 8]"
lastfm0.03,difsr,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
lastfm0.03,difsr,stage1,baseline,attn_dropout_prob,"[0.08, 0.1, 0.12, 0.15, 0.2]"
lastfm0.03,difsr,stage1,baseline,attribute_hidden_size,"[96, 112, 128, 160, 192]"
lastfm0.03,difsr,stage1,baseline,fusion_type,"[""concat"", ""gate"", ""sum""]"
lastfm0.03,difsr,stage1,baseline,lambda_attr,"[0.1, 0.12, 0.14, 0.15, 0.16]"
lastfm0.03,fame,stage1,baseline,learning_rate,"[0.00013395, 0.00016859, 0.00021219, 0.00026706, 0.00033613, 0.00042305, 0.00053246]"
lastfm0.03,fame,stage1,baseline,weight_decay,"[0.0, 1e-06, 1e-05, 5e-05, 0.0001]"
lastfm0.03,fame,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
lastfm0.03,fame,stage1,baseline,hidden_size,"[64, 96, 128, 160, 192]"
lastfm0.03,fame,stage1,baseline,embedding_size,"[64, 96, 128, 160, 192]"
lastfm0.03,fame,stage1,baseline,num_layers,"[1, 2, 3, 4]"
lastfm0.03,fame,stage1,baseline,num_heads,"[1, 2, 4, 8]"
lastfm0.03,fame,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
lastfm0.03,fame,stage1,baseline,attn_dropout_prob,"[0.05, 0.08, 0.1, 0.12, 0.15]"
lastfm0.03,fame,stage1,baseline,num_experts,"[2, 3, 4, 5, 6]"
lastfm0.03,fdsa,stage1,baseline,learning_rate,"[0.00017375, 0.00021485, 0.00026568, 0.00032853, 0.00040624, 0.00050234, 0.00062118]"
lastfm0.03,fdsa,stage1,baseline,weight_decay,"[1e-06, 1e-05, 5e-05, 0.0001, 0.0002]"
lastfm0.03,fdsa,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
lastfm0.03,fdsa,stage1,baseline,hidden_size,"[96, 112, 128, 160, 192]"
lastfm0.03,fdsa,stage1,baseline,embedding_size,"[96, 112, 128, 160, 192]"
lastfm0.03,fdsa,stage1,baseline,n_layers,"[1, 2, 3, 4]"
lastfm0.03,fdsa,stage1,baseline,n_heads,"[1, 2, 4, 8]"
lastfm0.03,fdsa,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
lastfm0.03,fdsa,stage1,baseline,attn_dropout_prob,"[0.08, 0.1, 0.12, 0.15, 0.2]"
lastfm0.03,fdsa,stage1,baseline,attribute_hidden_size,"[96, 112, 128, 160, 192]"
lastfm0.03,fdsa,stage1,baseline,lambda_attr,"[0.1, 0.12, 0.14, 0.15, 0.16]"
lastfm0.03,featured_moe_n3,stage1,route_bank,bank_count,[10]
movielens1m,sasrec,stage1,baseline,learning_rate,"[0.00039565, 0.00053334, 0.00071894, 0.00096914, 0.00130641, 0.00176104, 0.0023739]"
movielens1m,sasrec,stage1,baseline,weight_decay,"[0.0, 1e-06, 1e-05, 5e-05, 0.0001]"
movielens1m,sasrec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
movielens1m,sasrec,stage1,baseline,hidden_size,"[64, 96, 128, 160, 192]"
movielens1m,sasrec,stage1,baseline,embedding_size,"[64, 96, 128, 160, 192]"
movielens1m,sasrec,stage1,baseline,num_layers,"[1, 2, 3, 4]"
movielens1m,sasrec,stage1,baseline,num_heads,"[1, 2, 4, 8]"
movielens1m,sasrec,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
movielens1m,sasrec,stage1,baseline,attn_dropout_prob,"[0.05, 0.08, 0.1, 0.12, 0.15]"
movielens1m,gru4rec,stage1,baseline,learning_rate,"[0.00096698, 0.001288, 0.00171558, 0.00228511, 0.0030437, 0.00405413, 0.0054]"
movielens1m,gru4rec,stage1,baseline,weight_decay,"[0.0, 1e-06, 1e-05, 5e-05, 0.0001]"
movielens1m,gru4rec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
movielens1m,gru4rec,stage1,baseline,hidden_size,"[128, 160, 192, 224, 256]"
movielens1m,gru4rec,stage1,baseline,embedding_size,"[128, 160, 192, 224, 256]"
movielens1m,gru4rec,stage1,baseline,num_layers,"[1, 2, 3, 4]"
movielens1m,gru4rec,stage1,baseline,dropout_prob,"[0.1, 0.15, 0.2, 0.25, 0.3]"
movielens1m,tisasrec,stage1,baseline,learning_rate,"[0.00035536, 0.00045138, 0.00057335, 0.00072827, 0.00092506, 0.00117502, 0.00149251]"
movielens1m,tisasrec,stage1,baseline,weight_decay,"[0.0, 1e-06, 1e-05, 5e-05, 0.0001]"
movielens1m,tisasrec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
movielens1m,tisasrec,stage1,baseline,hidden_size,"[96, 128, 160, 192, 224]"
movielens1m,tisasrec,stage1,baseline,embedding_size,"[96, 128, 160, 192, 224]"
movielens1m,tisasrec,stage1,baseline,n_layers,"[1, 2, 3, 4]"
movielens1m,tisasrec,stage1,baseline,n_heads,"[1, 2, 4, 8]"
movielens1m,tisasrec,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
movielens1m,tisasrec,stage1,baseline,attn_dropout_prob,"[0.08, 0.1, 0.12, 0.15, 0.2]"
movielens1m,tisasrec,stage1,baseline,time_span,"[64, 128, 256, 384, 512]"
movielens1m,duorec,stage1,baseline,learning_rate,"[0.00017541, 0.000221, 0.00027844, 0.00035082, 0.000442, 0.00055689, 0.00070164]"
movielens1m,duorec,stage1,baseline,weight_decay,"[0.00015, 0.0, 0.0001, 0.00010229593556023368, ""5e-05""]"
movielens1m,duorec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
movielens1m,duorec,stage1,baseline,hidden_size,"[64, 96, 112, 128, 160]"
movielens1m,duorec,stage1,baseline,embedding_size,"[64, 96, 112, 128, 160]"
movielens1m,duorec,stage1,baseline,n_layers,"[1, 2, 3, 4]"
movielens1m,duorec,stage1,baseline,n_heads,"[1, 2, 4, 8]"
movielens1m,duorec,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
movielens1m,duorec,stage1,baseline,attn_dropout_prob,"[0.05, 0.08, 0.1, 0.12, 0.15]"
movielens1m,duorec,stage1,baseline,tau,"[0.16, 0.18, 0.2, 0.22, 0.225]"
movielens1m,duorec,stage1,baseline,lmd,"[0.02, 0.03, 0.04, 0.05, 0.06]"
movielens1m,duorec,stage1,baseline,lmd_sem,"[0.0, 0.04, 0.05, 0.08, 0.1]"
movielens1m,bsarec,stage1,baseline,learning_rate,"[0.00025117, 0.00033857, 0.0004564, 0.00061523, 0.00082933, 0.00111794, 0.00150699]"
movielens1m,bsarec,stage1,baseline,weight_decay,"[1e-06, 1e-05, 5e-05, 0.0001, 0.0002]"
movielens1m,bsarec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
movielens1m,bsarec,stage1,baseline,hidden_size,"[96, 112, 128, 160, 192]"
movielens1m,bsarec,stage1,baseline,embedding_size,"[96, 112, 128, 160, 192]"
movielens1m,bsarec,stage1,baseline,num_layers,"[1, 2, 3, 4]"
movielens1m,bsarec,stage1,baseline,num_heads,"[1, 2, 4, 8]"
movielens1m,bsarec,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
movielens1m,bsarec,stage1,baseline,attn_dropout_prob,"[0.08, 0.1, 0.12, 0.15, 0.2]"
movielens1m,bsarec,stage1,baseline,bsarec_alpha,"[0.35, 0.5, 0.55, 0.7, 0.78]"
movielens1m,bsarec,stage1,baseline,bsarec_c,"[2, 3, 5, 7]"
movielens1m,fearec,stage1,baseline,learning_rate,"[0.00017513, 0.00022065, 0.000278, 0.00035026, 0.0004413, 0.000556, 0.00070051]"
movielens1m,fearec,stage1,baseline,weight_decay,"[1e-06, 1e-05, 5e-05, 0.0001, 0.00015]"
movielens1m,fearec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
movielens1m,fearec,stage1,baseline,hidden_size,"[64, 96, 112, 128, 160]"
movielens1m,fearec,stage1,baseline,embedding_size,"[64, 96, 112, 128, 160]"
movielens1m,fearec,stage1,baseline,n_layers,"[1, 2, 3, 4]"
movielens1m,fearec,stage1,baseline,n_heads,"[1, 2, 4, 8]"
movielens1m,fearec,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
movielens1m,fearec,stage1,baseline,attn_dropout_prob,"[0.05, 0.08, 0.1, 0.12, 0.15]"
movielens1m,fearec,stage1,baseline,tau,"[0.18, 0.192, 0.2, 0.22, 0.225]"
movielens1m,fearec,stage1,baseline,lmd,"[0.02, 0.03, 0.04, 0.05, 0.06]"
movielens1m,fearec,stage1,baseline,lmd_sem,"[0.0, 0.02, 0.05, 0.08, 0.1]"
movielens1m,difsr,stage1,baseline,learning_rate,"[0.00026807, 0.00036136, 0.00048711, 0.00065663, 0.00088514, 0.00119318, 0.00160841]"
movielens1m,difsr,stage1,baseline,weight_decay,"[1e-06, 1e-05, 5e-05, 0.0001, 0.0002]"
movielens1m,difsr,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
movielens1m,difsr,stage1,baseline,hidden_size,"[96, 112, 128, 160, 192]"
movielens1m,difsr,stage1,baseline,embedding_size,"[96, 112, 128, 160, 192]"
movielens1m,difsr,stage1,baseline,num_layers,"[1, 2, 3, 4]"
movielens1m,difsr,stage1,baseline,num_heads,"[1, 2, 4, 8]"
movielens1m,difsr,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
movielens1m,difsr,stage1,baseline,attn_dropout_prob,"[0.08, 0.1, 0.12, 0.15, 0.2]"
movielens1m,difsr,stage1,baseline,attribute_hidden_size,"[96, 112, 128, 160, 192]"
movielens1m,difsr,stage1,baseline,fusion_type,"[""concat"", ""gate"", ""sum""]"
movielens1m,difsr,stage1,baseline,lambda_attr,"[0.1, 0.12, 0.14, 0.15, 0.16]"
movielens1m,fame,stage1,baseline,learning_rate,"[0.0003063, 0.00038361, 0.00048044, 0.00060171, 0.00075359, 0.0009438, 0.00118203]"
movielens1m,fame,stage1,baseline,weight_decay,"[1e-06, 1e-05, 5e-05, 0.0001, 0.0002]"
movielens1m,fame,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
movielens1m,fame,stage1,baseline,hidden_size,"[96, 128, 160, 192, 224]"
movielens1m,fame,stage1,baseline,embedding_size,"[96, 128, 160, 192, 224]"
movielens1m,fame,stage1,baseline,num_layers,"[1, 2, 3, 4]"
movielens1m,fame,stage1,baseline,num_heads,"[1, 2, 4, 8]"
movielens1m,fame,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
movielens1m,fame,stage1,baseline,attn_dropout_prob,"[0.08, 0.1, 0.12, 0.15, 0.2]"
movielens1m,fame,stage1,baseline,num_experts,"[2, 3, 4, 5, 6]"
movielens1m,fdsa,stage1,baseline,learning_rate,"[0.00026344, 0.00034097, 0.00044131, 0.00057119, 0.00073928, 0.00095684, 0.00123843]"
movielens1m,fdsa,stage1,baseline,weight_decay,"[1e-06, 1e-05, 5e-05, 0.0001, 0.0002]"
movielens1m,fdsa,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
movielens1m,fdsa,stage1,baseline,hidden_size,"[96, 112, 128, 160, 192]"
movielens1m,fdsa,stage1,baseline,embedding_size,"[96, 112, 128, 160, 192]"
movielens1m,fdsa,stage1,baseline,n_layers,"[1, 2, 3, 4]"
movielens1m,fdsa,stage1,baseline,n_heads,"[1, 2, 4, 8]"
movielens1m,fdsa,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
movielens1m,fdsa,stage1,baseline,attn_dropout_prob,"[0.08, 0.1, 0.12, 0.15, 0.2]"
movielens1m,fdsa,stage1,baseline,attribute_hidden_size,"[96, 112, 128, 160, 192]"
movielens1m,fdsa,stage1,baseline,lambda_attr,"[0.1, 0.12, 0.14, 0.15, 0.16]"
movielens1m,featured_moe_n3,stage1,route_bank,bank_count,[12]
retail_rocket,sasrec,stage1,baseline,learning_rate,"[0.00037539, 0.00050603, 0.00068214, 0.00091952, 0.00123952, 0.00167089, 0.00225237]"
retail_rocket,sasrec,stage1,baseline,weight_decay,"[0.0, 1e-06, 1e-05, 5e-05, 0.0001]"
retail_rocket,sasrec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
retail_rocket,sasrec,stage1,baseline,hidden_size,"[128, 160, 192, 224, 256]"
retail_rocket,sasrec,stage1,baseline,embedding_size,"[128, 160, 192, 224, 256]"
retail_rocket,sasrec,stage1,baseline,num_layers,"[1, 2, 3, 4]"
retail_rocket,sasrec,stage1,baseline,num_heads,"[1, 2, 4, 8]"
retail_rocket,sasrec,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
retail_rocket,sasrec,stage1,baseline,attn_dropout_prob,"[0.05, 0.08, 0.1, 0.12, 0.15]"
retail_rocket,gru4rec,stage1,baseline,learning_rate,"[0.00112131, 0.00151153, 0.00203755, 0.00274663, 0.00370247, 0.00499095, 0.00672783]"
retail_rocket,gru4rec,stage1,baseline,weight_decay,"[1e-06, 1e-05, 1.6033634528863562e-05, 5e-05, 0.0001]"
retail_rocket,gru4rec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
retail_rocket,gru4rec,stage1,baseline,hidden_size,"[96, 128, 160, 192, 224]"
retail_rocket,gru4rec,stage1,baseline,embedding_size,"[96, 128, 160, 192, 224]"
retail_rocket,gru4rec,stage1,baseline,num_layers,"[1, 2, 3, 4]"
retail_rocket,gru4rec,stage1,baseline,dropout_prob,"[0.11604715246443809, 0.15, 0.2, 0.25, 0.3]"
retail_rocket,tisasrec,stage1,baseline,learning_rate,"[0.00031422, 0.00039913, 0.00050698, 0.00064396, 0.00081797, 0.00103899, 0.00131973]"
retail_rocket,tisasrec,stage1,baseline,weight_decay,"[0.0, 1e-06, 1e-05, 5e-05, 0.0001]"
retail_rocket,tisasrec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
retail_rocket,tisasrec,stage1,baseline,hidden_size,"[64, 96, 128, 160, 192]"
retail_rocket,tisasrec,stage1,baseline,embedding_size,"[64, 96, 128, 160, 192]"
retail_rocket,tisasrec,stage1,baseline,n_layers,"[1, 2, 3, 4]"
retail_rocket,tisasrec,stage1,baseline,n_heads,"[1, 2, 4, 8]"
retail_rocket,tisasrec,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
retail_rocket,tisasrec,stage1,baseline,attn_dropout_prob,"[0.08, 0.1, 0.12, 0.15, 0.2]"
retail_rocket,tisasrec,stage1,baseline,time_span,"[64, 128, 256, 384, 512]"
retail_rocket,duorec,stage1,baseline,learning_rate,"[0.00016885, 0.00021098, 0.00026362, 0.00032939, 0.00041157, 0.00051425, 0.00064255]"
retail_rocket,duorec,stage1,baseline,weight_decay,"[1e-06, 1e-05, 5e-05, 0.0001, 0.00015]"
retail_rocket,duorec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
retail_rocket,duorec,stage1,baseline,hidden_size,"[64, 96, 112, 128, 160]"
retail_rocket,duorec,stage1,baseline,embedding_size,"[64, 96, 112, 128, 160]"
retail_rocket,duorec,stage1,baseline,n_layers,"[1, 2, 3, 4]"
retail_rocket,duorec,stage1,baseline,n_heads,"[1, 2, 4, 8]"
retail_rocket,duorec,stage1,baseline,hidden_dropout_prob,"[0.05, 0.1, 0.12, 0.15, 0.2]"
retail_rocket,duorec,stage1,baseline,attn_dropout_prob,"[0.05, 0.08, 0.1, 0.12, 0.15]"
retail_rocket,duorec,stage1,baseline,tau,"[0.16, 0.18, 0.2, 0.22, 0.25]"
retail_rocket,duorec,stage1,baseline,lmd,"[0.02, 0.03, 0.04, 0.05, 0.06]"
retail_rocket,duorec,stage1,baseline,lmd_sem,"[0.0, 0.05, 0.08, 0.1, 0.12]"
retail_rocket,bsarec,stage1,baseline,learning_rate,"[0.00017117, 0.00023074, 0.00031104, 0.00041929, 0.0005652, 0.0007619, 0.00102704]"
retail_rocket,bsarec,stage1,baseline,weight_decay,"[1e-05, 5e-05, 0.0001, 0.000118883377172673, 0.0002]"
retail_rocket,bsarec,stage1,baseline,MAX_ITEM_LIST_LENGTH,"[10, 20, 30, 50]"
retail_rocket,bsarec,stage1,baseline,hidden_size,"[64, 96, 112, 128, 160]"
