stage_name,stage_key,split,aggregation_level,node_kind,node_name,route_space,support_size,wrapper_name,source_type,temperature,top_k,entropy_norm,n_eff_norm,top1_monopoly_norm,jitter_adj_norm,knn_consistency_score,knn_consistency_js,n_eff,cv_usage,top1_max_frac,entropy_mean
macro,macro@1,best_valid,token,final,final.expert,expert,12,FlatJointWrapper,,,,0.6820770745635311,0.6393744889014296,0.19823151400908234,0.5350657860702522,0.9049567707778617,0.09986810351938032,7.672493866817154,0.7510185911947909,0.26504555450832545,1.694897858250864
macro,macro@1,best_valid,token,final,final.group,group,4,FlatJointWrapper,,,,0.8395934492227974,0.8760928173324302,0.48010472300764473,0.0,0.9658604058795935,0.03473596258283634,3.5043712693297207,0.37607380747795105,0.6100785422557335,1.1639236642907633
macro,macro@1,best_valid,token,final,final.intra.Exposure,intra,3,FlatJointWrapper,,,,0.5942620642623249,0.7825632761687479,0.48359726369099354,0.0,0.9444190854144766,0.05718526493804909,2.3476898285062435,0.5271162805418633,0.655731509127329,0.652863606487868
macro,macro@1,best_valid,token,final,final.intra.Focus,intra,3,FlatJointWrapper,,,,0.13280366838005228,0.706975240509442,0.3791747592595107,0.0,0.8508633165768723,0.1615037783770494,2.120925721528326,0.6437985854208891,0.5861165061730071,0.14589974206252992
macro,macro@1,best_valid,token,final,final.intra.Memory,intra,3,FlatJointWrapper,,,,0.24226976534991604,0.5651279801173984,0.7268699128256996,0.0,0.8597752526703166,0.15108425799257408,1.695383940352195,0.8772175944680692,0.8179132752171331,0.2661605413861572
macro,macro@1,best_valid,token,final,final.intra.Tempo,intra,3,FlatJointWrapper,,,,0.3035079929929707,0.4926602149183063,0.8998201076837921,0.0,0.9532255910893426,0.04790368656302665,1.4779806447549189,1.0147888059977053,0.933213405122528,0.3334376108110722
mid,mid@1,best_valid,session,final,final.expert,expert,12,FlatJointWrapper,,,,0.65877427643044,0.713355586237487,0.1672761545711593,0.49693918021761996,0.9322393661163539,0.07016566667493138,8.560267034849844,0.6338969876200858,0.23666980835689602,1.6369925802112786
mid,mid@1,best_valid,session,final,final.group,group,4,FlatJointWrapper,,,,0.863700962887279,0.9454233409997838,0.29168708765315743,0.0,0.9780449576110201,0.022199641076435062,3.781693363999135,0.2402646392583847,0.46876531573986807,1.1973437745444548
mid,mid@1,best_valid,session,final,final.intra.Exposure,intra,3,FlatJointWrapper,,,,0.20226141104470396,0.637606010088008,0.48200192022912564,0.0,0.918200980579881,0.08533897923044667,1.912818030264024,0.7539009823232596,0.6546679468194171,0.22220687169706352
mid,mid@1,best_valid,session,final,final.intra.Focus,intra,3,FlatJointWrapper,,,,0.20045423437133505,0.7181409168928137,0.27577109602327843,0.0,0.9288469921916285,0.07381125535675116,2.154422750678441,0.626485977543291,0.5171807306821856,0.2202214851959061
mid,mid@1,best_valid,session,final,final.intra.Memory,intra,3,FlatJointWrapper,,,,0.32351583929119543,0.6023102971368784,0.6982149214260285,0.0,0.9345426297269321,0.06769803544165383,1.8069308914106352,0.8125722464152502,0.7988099476173524,0.3554184766240846
mid,mid@1,best_valid,session,final,final.intra.Tempo,intra,3,FlatJointWrapper,,,,0.5245007761643313,0.8977360348649069,0.18452313610136895,0.0,0.9528534868162792,0.0482941260595866,2.6932081045947207,0.33751006163626723,0.45634875740091263,0.576222998110096
