early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,17,0.0799,ok,0.188,0.1614,1
True,31,0.08,ok,0.1884,0.1614,2
True,15,0.0795,ok,0.1864,0.1605,3
True,14,0.0794,ok,0.1864,0.1605,4
True,17,0.0801,ok,0.1891,0.162,5
True,16,0.0797,ok,0.1854,0.1602,6
True,28,0.0801,ok,0.1893,0.1616,7
True,34,0.0801,ok,0.1881,0.1614,8
True,31,0.08,ok,0.1882,0.1615,9
True,17,0.08,ok,0.1886,0.1617,10
True,23,0.0801,ok,0.1879,0.1614,11
True,34,0.0801,ok,0.1887,0.1615,12
True,17,0.0801,ok,0.1885,0.1619,13
True,14,0.08,ok,0.1844,0.1595,14
True,17,0.0799,ok,0.1871,0.1609,15
True,17,0.08,ok,0.1889,0.1617,16
True,17,0.0799,ok,0.1884,0.1616,17
True,14,0.0802,ok,0.1853,0.1604,18
True,27,0.08,ok,0.1885,0.1614,19
True,31,0.08,ok,0.188,0.1615,20
