early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2248,ok,0.2798,0.2241,1
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2171,ok,0.2731,0.2126,2
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2292,ok,0.2899,0.2322,3
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2174,ok,0.275,0.2224,4
False,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2333,ok,0.2909,0.2347,5
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2341,ok,0.2867,0.2356,6
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2165,ok,0.2744,0.221,7
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2293,ok,0.2917,0.2314,8
True,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2358,ok,0.2843,0.2353,9
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236,ok,0.2861,0.2355,10
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2306,ok,0.2901,0.2336,11
True,27,1.0,1.0,0.0,0.09641420676250602,0.0,2.1318632376202467,0.44566187262535095,0.299944669008255,0.0,0.021263796884961706,1.0686866822153356,2.998644130565258,0.45748595777648654,5.60968683563646,8.917108881124395,5.60968683563646,0.0,1.0,0.010285962851838021,0.9898149212974182,0.023604685722308498,0.9766717257318688,0.007253202833205565,0.9927730381603855,0.002222331825355694,0.9977801357257711,0.0024281303541940566,0.997576750446822,0.004664888161469925,0.9953459755301094,0.0,0.0,7.091580853042785,5.60968683563646,0.321561538295995,0.2365,ok,0.2864,0.2353,12
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,ok,0.267,0.2166,13
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2338,ok,0.2864,0.2354,14
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2358,ok,0.2864,0.2358,15
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2327,ok,0.2856,0.235,16
True,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2361,ok,0.2845,0.2352,17
True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2346,ok,0.2883,0.234,18
True,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2354,ok,0.2845,0.2354,19
True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2352,ok,0.2872,0.2361,20
