early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,21,0.0787,ok,0.1335,0.0703,1
True,54,0.0741,ok,0.1194,0.073,2
True,20,0.0664,ok,0.1405,0.0712,3
True,68,0.0643,ok,0.1288,0.0553,4
True,84,0.0703,ok,0.1265,0.0668,5
True,64,0.0666,ok,0.1265,0.0588,6
True,53,0.072,ok,0.1311,0.0694,7
True,26,0.079,ok,0.1311,0.0778,8
True,43,0.0743,ok,0.1311,0.0728,9
True,21,0.0768,ok,0.1358,0.0704,10
True,94,0.0603,ok,0.1335,0.0538,11
True,43,0.0743,ok,0.1311,0.0729,12
True,20,0.0745,ok,0.1335,0.0723,13
True,50,0.071,ok,0.1288,0.0624,14
True,57,0.0731,ok,0.1265,0.0692,15
True,35,0.0668,ok,0.1311,0.0549,16
True,23,0.0669,ok,0.1382,0.0723,17
True,21,0.0789,ok,0.1335,0.0703,18
True,20,0.0747,ok,0.1358,0.0724,19
True,54,0.0724,ok,0.1335,0.069,20
