early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,10,0.0061,ok,0.0057,0.0024,1
True,17,0.0069,ok,0.0086,0.0016,2
True,31,0.016,ok,0.0086,0.0064,3
True,10,0.0052,ok,0.0029,0.0014,4
True,14,0.0063,ok,0.0115,0.0016,5
True,19,0.0163,ok,0.0086,0.0101,6
True,16,0.0123,ok,0.0172,0.0058,7
True,19,0.0075,ok,0.0143,0.003,8
True,23,0.0125,ok,0.0086,0.0057,9
True,26,0.0144,ok,0.0229,0.0115,10
True,22,0.0146,ok,0.0143,0.0051,11
True,20,0.0115,ok,0.0229,0.0052,12
